"time","fitbit.air-vel","fitbit.bodyPresence","fitbit.change","fitbit.clothing","fitbit.comfort","fitbit.heartRate","fitbit.indoorOutdoor","fitbit.lat","fitbit.lon","fitbit.met","fitbit.responseSpeed","fitbit.restingHR","fitbit.thermal","fitbit.voteLog"
"2021-03-05T22:59:05.221+08:00","11","true","10","10","10","98","11",,,"9","13.706","78","10","1194"
"2021-03-15T16:18:30.555+08:00","10","true","10","10","10","84","11","1.2972883333333334","103.771035","9","53.953","81","10","1195"
"2021-03-16T08:00:19.220+08:00","11","true","10","9","10","93","11",,,"9","25.258","81","9","1197"
"2021-03-16T08:21:33.545+08:00","10","true","10","9","10","79","11",,,"9","12.727","81","9","1198"
"2021-03-16T11:47:28.318+08:00","10","true","11","9",,"111","9",,,"10","545.595","81","11","1199"
"2021-03-16T12:04:04.344+08:00","10","true","10","9","10","84","11",,,"9","17.621","81","10","1200"
"2021-03-16T13:39:16.203+08:00","10","true","10","9",,"88","11",,,"9","30.746","78","10","1201"
"2021-03-17T11:46:27.356+08:00","10","true","11","10","9","131","9",,,"10","9.65","78","11","1202"
"2021-03-17T12:02:26.895+08:00","10","true","11","10","10","81","11",,,"9","21.376","78","10","1203"
"2021-03-17T12:21:14.834+08:00","10","true","10","9","10","79","11",,,"9","10.571","78","10","1204"
"2021-03-17T12:42:13.165+08:00","11","true","10","10","10","75","11",,,"9","13.404","78","10","1205"
"2021-03-17T12:58:55.382+08:00","11","true","10","10","10","76","11",,,"9","8.43","78","10","1206"
"2021-03-17T13:15:29.772+08:00","11","true","10","10","10","78","11",,,"9","8.498","78","10","1207"
"2021-03-17T13:32:11.020+08:00","10","true","11","10","10","82","11",,,"10","13.478","78","10","1208"
"2021-03-17T13:35:16.145+08:00","11","true","11","10","10","103","11",,,"10","19.553","78","10","1209"
"2021-03-17T14:26:11.136+08:00","10","true","11","10","10","113","11",,,"10","12.05","76","10","1210"
"2021-03-17T14:38:34.246+08:00","11","true","11","10","10","91","11",,,"9","17.376","76","10","1211"
"2021-03-17T14:44:27.632+08:00","11","true","10","10","10","92","11","1.297635","103.77128","9","12.637","76","10","1212"
