"time","fitbit.air-vel","fitbit.bodyPresence","fitbit.change","fitbit.clothing","fitbit.comfort","fitbit.heartRate","fitbit.indoorOutdoor","fitbit.lat","fitbit.lon","fitbit.met","fitbit.responseSpeed","fitbit.restingHR","fitbit.thermal","fitbit.voteLog"
"2021-03-11T14:52:45.476+08:00","10","true","10","9","10","91","11",,,"9","13.85","68","9","1477"
"2021-03-12T14:49:25.381+08:00","10","true","10","9","10","80","11","1.297265","103.77104666666666","9","51.631","68","9","1478"
"2021-03-12T16:28:07.779+08:00","10","false","10","9","10","101","11","1.2972766666666666","103.771055","9","9.983","68","9","1479"
"2021-03-12T16:51:28.856+08:00","10","true","10","10","10","101","9","1.297275","103.77105","11","8.091","68","10","1480"
"2021-03-12T17:35:08.788+08:00","10","true","10","9","10","80","11","1.297075","103.77097","9","9.64","68","9","1481"
"2021-03-12T17:41:15.457+08:00","11","true","11","9","10","81","11","1.2973016666666668","103.77107166666667","9","5.54","68","10","1482"
"2021-03-16T12:50:16.816+08:00","11","true","10","10","10","70","11","1.2971516666666667","103.77102333333333","9","20.633","68","9","1487"
"2021-03-16T13:06:41.293+08:00","11","true","11","10","10","112","9","1.2966116666666667","103.77011833333333","10","13.065","68","11","1488"
"2021-03-16T13:22:34.289+08:00","11","true","11","10","10","89","9","1.2965883333333332","103.77009833333334","9","12.748","68","11","1489"
"2021-03-16T13:47:20.887+08:00","11","true","11","10","10","85","9",,,"10","8.515","68","11","1490"
"2021-03-16T15:50:28.640+08:00","11","true","11","10","10","79","9",,,"10","10.451","68","11","1491"
"2021-03-16T16:20:21.096+08:00","11","true","11","10","10","90","9","1.297685","103.77160166666667","9","9.171","71","11","1492"
"2021-03-16T17:33:07.551+08:00","11","true","10","10","10","106","9","1.29772","103.77161333333333","9","8.386","71","11","1493"
"2021-03-16T18:05:31.212+08:00","11","true","10","10","10","117","11","1.2964833333333334","103.77016333333333","9","11.862","71","11","1494"
"2021-03-16T19:32:59.760+08:00","11","true","10","10","10","125","11",,,"9","7.102","71","9","1495"
"2021-03-17T21:42:47.221+08:00","11","true","10","9","10","87","11","1.4380616666666666","103.80090166666666","9","23.862","71","11","1496"
"2021-03-19T12:40:03.120+08:00","10","true","11","11","10","78","9",,,"10","19.829","71","11","1497"
"2021-03-19T12:57:53.112+08:00","11","true","10","11","10","84","9",,,"9","21.481","71","11","1498"
"2021-03-19T13:17:21.983+08:00","11","true","10","11","10","89","9",,,"9","13.258","71","11","1499"
"2021-03-19T13:31:06.144+08:00","11","true","10","11","10","90","9",,,"9","19.452","71","10","1500"
"2021-03-19T13:44:45.612+08:00","11","true","10","11","10","85","9",,,"9","11.693","71","10","1501"
"2021-03-19T14:02:03.100+08:00","11","true","10","11","10","96","9",,,"9","8.19","71","10","1502"
"2021-03-19T14:33:36.788+08:00","11","true","10","11","10","84","9","1.2968416666666667","103.77027333333334","9","9.874","71","10","1503"
"2021-03-19T14:55:11.586+08:00","11","true","10","10","10","93","11","1.2967583333333332","103.77028166666666","9","8.705","73","11","1504"
"2021-03-19T15:37:09.984+08:00","11","true","11","10","10","70","11","1.296445","103.770415","9","10.791","73","11","1505"
"2021-03-19T17:36:54.684+08:00","11","false","10","10","10","70","11",,,"9","6.995","73","9","1506"
"2021-03-19T18:01:47.130+08:00","11","true","11","10","10","70","9",,,"10","6.393","73","9","1507"
"2021-03-19T18:33:44.868+08:00","11","true","10","10","10","70","11",,,"9","8.388","73","11","1508"
"2021-03-19T18:59:05.921+08:00","11","true","10","10","10","70","9","1.2976466666666666","103.77158833333333","9","9.318","73","11","1509"
"2021-03-22T09:46:01.988+08:00","11","true","11","10","10","117","9","1.29766","103.77155333333333","10","7.848","73","11","1510"
"2021-03-22T10:06:23.328+08:00","11","true","10","10","10","143","11","1.2971283333333332","103.770475","9","8.904","73","11","1511"
"2021-03-22T10:20:14.351+08:00","11","true","10","10","10","97","11",,,"9","7.984","73","11","1512"
"2021-03-22T10:38:08.354+08:00","11","true","10","10","10","92","11",,,"9","8.768","73","11","1513"
"2021-03-22T11:03:48.739+08:00","11","true","10","10","10","89","11",,,"9","6.621","73","11","1514"
"2021-03-22T11:32:55.888+08:00","11","true","10","10","10","82","11","1.2971533333333334","103.77036666666666","9","8.708","73","9","1515"
"2021-03-22T11:55:47.141+08:00","11","true","11","10","10","106","9",,,"10","6.382","75","11","1516"
"2021-03-22T12:09:34.124+08:00","11","true","10","10","10","88","11","1.2971083333333333","103.77044666666667","9","5.936","74","11","1517"
"2021-03-22T13:18:29.767+08:00","11","true","11","10","10","99","9",,,"10","9.141","74","11","1518"
"2021-03-22T13:40:41.539+08:00","11","true","11","10","10","94","9",,,"9","8.259","74","11","1519"
"2021-03-22T14:25:00.286+08:00","11","true","11","10","10","95","9",,,"9","16.566","74","11","1520"
"2021-03-22T15:15:26.250+08:00","11","true","11","10","10","80","9",,,"10","15.403","74","11","1521"
"2021-03-22T15:42:00.694+08:00","11","true","10","10","10","96","9","1.2965166666666668","103.77008166666667","9","6.155","74","11","1522"
"2021-03-22T16:04:03.977+08:00","11","true","10","10","10","96","9","1.2967066666666667","103.77019833333334","9","8.128","74","11","1523"
"2021-03-22T16:05:18.640+08:00","11","true","10","10","10","96","9","1.2967066666666667","103.77019833333334","9","9.187","74","11","1524"
"2021-03-22T17:20:58.342+08:00","11","true","11","10","10","70","9","1.296565","103.770175","9","7.358","74","11","1525"
"2021-03-22T17:48:43.953+08:00","11","true","10","10","10","76","9","1.2964516666666666","103.77006","9","7.785","74","11","1526"
"2021-03-24T10:22:35.015+08:00","11","true","11","10","10","89","9","1.2964716666666667","103.77008","10","7.474","74","11","1527"
"2021-03-24T10:54:15.854+08:00","11","true","10","10","10","93","9","1.2964033333333334","103.77000166666667","9","9.262","74","11","1528"
"2021-03-24T11:33:50.972+08:00","11","true","10","10","10","95","9","1.2964766666666667","103.77005666666666","9","9.419","77","11","1529"
"2021-03-24T12:12:34.677+08:00","11","true","10","10","10","103","9",,,"9","6.096","77","9","1530"
"2021-03-24T12:28:35.194+08:00","11","true","10","10","10","77","9","1.296595","103.770115","9","7.505","77","11","1531"
"2021-03-24T12:58:29.770+08:00","11","true","10","10","10","84","9","1.2966833333333332","103.77010333333334","9","12.621","77","9","1532"
"2021-03-24T13:14:28.627+08:00","11","true","10","10","10","73","9","1.2965616666666666","103.77013333333333","9","6.987","77","10","1533"
"2021-03-24T13:30:27.502+08:00","11","true","10","10","10","70","9","1.2964983333333333","103.77009333333334","9","7.863","77","10","1534"
"2021-03-24T13:48:49.164+08:00","11","true","10","11","10","70","9","1.2965083333333334","103.77011166666666","9","19.313","77","10","1535"
"2021-03-24T14:42:37.472+08:00","11","true","11","10","10","100","9",,,"10","6.118","77","10","1536"
"2021-03-24T15:00:53.168+08:00","11","true","10","10","10","73","9",,,"9","6.986","77","10","1537"
"2021-03-24T15:30:19.155+08:00","11","true","10","10","10","98","9",,,"9","7.739","77","10","1538"
