"time","Steerpath.Accuracy","Steerpath.Floor","Steerpath.Latitude","Steerpath.Longitude","Steerpath.Space","Steerpath.Space_id"
"2021-03-15T13:10:27.009+08:00","2.75","2","1.2974318700617768","103.77111501395774",,
"2021-03-15T13:10:31.969+08:00","2.5","2","1.2974318700617768","103.77111501395774",,
"2021-03-15T13:10:37.012+08:00","2.5","2","1.2974318700617768","103.77111501395774",,
"2021-03-15T13:10:41.993+08:00","1","2","1.2974318700617768","103.77111501395774",,
"2021-03-15T13:10:49.272+08:00","22.75","3","1.2973261723324125","103.77117398099013",,"213"
"2021-03-15T13:10:54.249+08:00","26","3","1.2973284332464097","103.7711605028113",,"213"
"2021-03-15T13:11:01.310+08:00","1.25","2","1.2974233916342877","103.77110883645912",,
"2021-03-15T13:11:06.309+08:00","2.25","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:11:11.312+08:00","2","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:11:16.293+08:00","2","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:11:21.289+08:00","2.5","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:11:26.312+08:00","2.5","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:11:50.290+08:00","4.25","2","1.297407565236308","103.7711020973697",,
"2021-03-15T13:11:55.292+08:00","1.5","2","1.2974188698062934","103.77110659009598",,
"2021-03-15T13:12:00.289+08:00","2","2","1.2974256525482848","103.77110659009598",,
"2021-03-15T13:12:05.276+08:00","1.25","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:12:10.289+08:00","1","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:12:15.312+08:00","0.75","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:12:20.290+08:00","1","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:12:25.289+08:00","1","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:12:30.271+08:00","2","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:12:35.290+08:00","1","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:12:40.292+08:00","1","2","1.2974301743762788","103.77110883645912",,
"2021-03-15T13:12:58.852+08:00","1","2","1.2974414789462643","103.7711133291854",,
"2021-03-15T13:13:03.852+08:00","1","2","1.2974414789462643","103.7711133291854",,
"2021-03-15T13:13:09.852+08:00","1.25","2","1.2974414789462643","103.7711133291854",,
"2021-03-15T13:13:14.832+08:00","1.25","2","1.2974414789462643","103.7711133291854",,
"2021-03-15T13:31:28.576+08:00","1.25","2","1.2974279134622817","103.77110883645912",,
"2021-03-15T13:31:32.555+08:00","1.5","2","1.2974279134622817","103.77110883645912",,
"2021-03-15T13:31:37.575+08:00","1.25","2","1.2974279134622817","103.77110883645912",,
"2021-03-15T13:31:42.536+08:00","4.25","2","1.2974279134622817","103.77110883645912",,
"2021-03-15T13:31:47.575+08:00","10.5","2","1.2974279134622817","103.77110883645912",,
"2021-03-15T13:31:52.555+08:00","8.25","2","1.2974279134622817","103.77110883645912",,
"2021-03-15T13:33:19.655+08:00","9.25","2","1.297440631098092","103.77110378215491",,
"2021-03-15T14:22:27.807+08:00","13.75","4","1.2973171286764242","103.77073818654134",,"135"
"2021-03-15T14:28:06.753+08:00","2.25","4","1.2974497799420623","103.77074442731062",,"121"
"2021-03-15T14:36:11.619+08:00","3.75","4","1.2974453202514313","103.77072524670814",,"121"
"2021-03-15T14:44:47.985+08:00","1","4","1.2974980017961917","103.7707179692731",,"135"
"2021-03-15T14:46:24.746+08:00","2.5","4","1.297451935673501","103.77075173491902",,"121"
"2021-03-15T14:46:29.666+08:00","2.25","4","1.297451935673501","103.77075173491902",,"121"
"2021-03-15T14:47:08.827+08:00","26","4","1.297451935673501","103.77075173491902",,"121"
"2021-03-15T14:54:56.831+08:00","4.25","4","1.297451935673501","103.77075173491902",,"121"
"2021-03-15T15:04:01.279+08:00","3.75","4","1.2974731317422235","103.77076401971743",,"121"
"2021-03-15T15:09:26.241+08:00","1.5","4","1.2974392180322671","103.77073144745192",,"121"
"2021-03-15T15:14:48.924+08:00","13.75","4","1.297443359821373","103.77074893677681",,"121"
"2021-03-15T15:20:34.889+08:00","2.5","4","1.2974358266612716","103.77075615744644",,"121"
"2021-03-15T15:26:20.996+08:00","1.25","4","1.2974313048332775","103.77077869127666",,"135"
"2021-03-15T15:31:45.918+08:00","33.5","4","1.2974425917398722","103.77075563095508",,"121"
"2021-03-15T15:37:09.925+08:00","4.25","4","1.2974279134622817","103.77077862107782",,"135"
"2021-03-15T15:42:43.025+08:00","1","4","1.2972425185145202","103.77076963562527",,"138"
"2021-03-15T15:48:30.471+08:00","29.5","4","1.297190517492587","103.77074717199389",,"138"
"2021-03-16T14:54:29.998+08:00","2.75","3","1.297409826150305","103.77044128503798",,"113"
"2021-03-16T14:54:34.821+08:00","1.5","3","1.297355776175062","103.77042208565304",,"113"
"2021-03-16T14:54:39.818+08:00","0.5","3","1.2973072438014586","103.77040239158558",,"113"
"2021-03-16T14:54:44.858+08:00","7.25","3","1.297270117769329","103.7704025483333",,"113"
"2021-03-16T14:54:49.859+08:00","3.75","3","1.2972289530305376","103.77038175641482",,"113"
"2021-03-16T14:54:54.898+08:00","5.5","3","1.2972820845094692","103.7703862491411",,"113"
"2021-03-16T14:54:59.838+08:00","2.5","3","1.2972968864307939","103.77039039087313",,"113"
"2021-03-16T14:55:15.979+08:00","20","3","1.2973736515263516","103.77042219095131",,"113"
"2021-03-16T15:00:42.200+08:00","1.5","4","1.297080739519994","103.77055620055225",,"126"
"2021-03-16T15:09:30.232+08:00","1.5","4","1.297088776362718","103.77056034228428",,"126"
"2021-03-16T15:09:49.611+08:00","2","4","1.2970803685887913","103.77055209391965",,"126"
"2021-03-16T15:09:54.630+08:00","2.25","4","1.29707979066473","103.77055442501498",,"126"
"2021-03-16T15:10:34.691+08:00","1.5","4","1.2970777555392439","103.77055463848073",,"126"
"2021-03-16T15:16:00.030+08:00","3.25","4","1.29709880916858","103.77055318200178",,"126"
"2021-03-16T15:21:24.011+08:00","3.75","4","1.2971121535496906","103.77053232872788",,"137"
"2021-03-16T15:26:49.093+08:00","2.5","4","1.2971121535496906","103.77053232872788",,"137"
"2021-03-16T15:32:12.853+08:00","2.75","4","1.2971386932799216","103.77054359481491",,"137"
"2021-03-16T15:37:38.175+08:00","3.75","4","1.2970954098993377","103.7705541767468",,"126"
"2021-03-16T15:43:02.935+08:00","2.5","4","1.297090484465489","103.77055468160188",,"126"
"2021-03-16T15:48:26.896+08:00","2.75","4","1.297090484465489","103.77055468160188",,"126"
"2021-03-16T15:53:50.963+08:00","1.5","4","1.297090484465489","103.77055468160188",,"126"
"2021-03-16T15:59:36.647+08:00","4.25","4","1.297111361345157","103.77055905658764",,"126"
"2021-03-16T16:05:58.232+08:00","1.25","4","1.297111361345157","103.77055905658764",,"126"
"2021-03-16T16:12:03.153+08:00","8.25","4","1.297111361345157","103.77055905658764",,"126"
"2021-03-16T16:17:27.168+08:00","3.25","4","1.2970966895617078","103.77059235295901",,"125"
"2021-03-16T16:22:52.095+08:00","3.75","4","1.2970821636308612","103.77059966460777",,"125"
"2021-03-16T16:28:16.196+08:00","17.75","4","1.2970973123483214","103.77054751892095",,"126"
"2021-03-16T16:33:40.037+08:00","6.25","4","1.297096471405287","103.77056019190053",,"126"
"2021-03-16T16:39:06.056+08:00","4.25","4","1.2971255361615905","103.77056641704235",,"137"
"2021-03-16T16:44:30.379+08:00","2.5","4","1.2971286192222022","103.77057935822899",,"137"
"2021-03-16T16:49:55.322+08:00","2","4","1.2970860778405866","103.77058510707523",,"125"
"2021-03-16T16:55:19.142+08:00","2.5","4","1.2970929981757076","103.77055825548123",,"126"
"2021-03-16T17:00:44.163+08:00","3.25","4","1.2970934651637207","103.7705541788024",,"126"
"2021-03-16T17:06:08.005+08:00","2.75","4","1.2970978573022172","103.77059590046106",,"125"
"2021-03-16T17:11:32.009+08:00","3.25","4","1.2971352818277513","103.77055500016009",,"137"
"2021-03-16T17:16:56.088+08:00","5.5","4","1.297138516470654","103.77055360319488",,"137"
"2021-03-16T17:22:20.110+08:00","5.5","4","1.2971532124116352","103.770563711829",,"129"
"2021-03-16T17:27:44.147+08:00","2.75","4","1.297113646416686","103.77056483501056",,"126"
"2021-03-16T17:33:08.914+08:00","33.5","4","1.2971769520086045","103.7705816827341",,"129"
"2021-03-16T17:39:50.878+08:00","7.25","2","1.2976263086655266","103.770765142899",,"107"
"2021-03-17T16:55:00.532+08:00","0.75","4","1.2968409240816188","103.77046711821407",,"42"
"2021-03-17T16:55:05.412+08:00","0.75","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:10.394+08:00","0.75","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:16.172+08:00","0.75","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:21.232+08:00","0.75","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:26.251+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:31.214+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:36.214+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:41.234+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:46.212+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:51.235+08:00","2.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:55:56.233+08:00","8.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:01.232+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:06.252+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:11.231+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:16.232+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:21.253+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:26.272+08:00","1.75","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:31.233+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:36.252+08:00","1.5","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:41.352+08:00","15.5","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:46.215+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:51.251+08:00","9.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:56:56.214+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:01.239+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:06.234+08:00","1.5","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:11.216+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:16.234+08:00","1.5","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:21.353+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:26.214+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:31.234+08:00","0.75","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:36.215+08:00","1","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:41.232+08:00","1.5","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:46.213+08:00","1.5","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:51.253+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:57:56.232+08:00","1.75","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:58:01.235+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:58:06.213+08:00","1.5","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:58:11.234+08:00","1.75","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:58:16.253+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:58:21.253+08:00","1.25","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T16:58:26.232+08:00","1.5","4","1.2968386631676216","103.7704626254878",,"42"
"2021-03-17T17:00:14.394+08:00","2.75","4","1.2968431849956157","103.77044690094583",,
"2021-03-17T17:05:39.498+08:00","4.75","4","1.2968364022536245","103.77046037912466",,"42"
"2021-03-17T17:10:35.356+08:00","1","4","1.2968370126498399","103.7704640004684",,"42"
"2021-03-17T17:10:40.257+08:00","1","4","1.296846728965665","103.77047251627627",,"42"
"2021-03-17T17:10:45.276+08:00","0.75","4","1.296846728965665","103.77047251627627",,"42"
"2021-03-17T17:10:50.998+08:00","0.75","4","1.296846728965665","103.77047251627627",,"42"
"2021-03-17T17:10:55.218+08:00","0.75","4","1.296846728965665","103.77047251627627",,"42"
"2021-03-17T17:11:00.257+08:00","0.75","4","1.296846728965665","103.77047251627627",,"42"
"2021-03-17T17:11:05.258+08:00","0.75","4","1.296846728965665","103.77047251627627",,"42"
"2021-03-17T17:11:22.358+08:00","0.5","4","1.296846728965665","103.77047251627627",,"42"
"2021-03-17T17:16:47.458+08:00","7.25","4","1.296846728965665","103.77047251627627",,"42"
"2021-03-17T17:22:11.539+08:00","1","4","1.2968357839314568","103.7704627197918",,"42"
"2021-03-17T17:27:35.120+08:00","0.5","4","1.2968352717966258","103.77046360827167",,"42"
"2021-03-17T17:32:59.601+08:00","2.25","4","1.2968389700690333","103.77046486526979",,"42"
"2021-03-17T17:38:23.543+08:00","0.25","4","1.2968437423197279","103.77047214027891",,"42"
"2021-03-17T17:44:06.665+08:00","1","4","1.2968361019759842","103.77046094071544",,"42"
"2021-03-17T17:49:31.706+08:00","4.75","4","1.296839423514295","103.77044957720798",,"42"
"2021-03-17T17:56:01.424+08:00","4.25","4","1.296849967737607","103.77044914730897",,
"2021-03-17T18:01:24.626+08:00","0.5","4","1.2968383805533719","103.77045399102948",,"42"
"2021-03-17T18:06:48.753+08:00","0.5","4","1.2968383805533719","103.77045399102948",,"42"
"2021-03-17T18:12:12.677+08:00","1","4","1.2968383805533719","103.77045399102948",,"42"
"2021-03-17T18:20:13.744+08:00","1.75","4","1.2968386631676216","103.77046487185093",,"42"
"2021-03-17T18:25:36.231+08:00","0.75","4","1.29684770682361","103.77047498048506",,"42"
"2021-03-17T18:31:00.194+08:00","0.75","4","1.2968510981946055","103.77047722684819",,"42"
"2021-03-17T18:36:30.598+08:00","13.75","4","1.2968816205335663","103.77050530638742",,"42"
"2021-03-22T13:57:29.036+08:00","1.5","2","1.2970198184858066","103.77108553044155",,"209"
"2021-03-22T13:57:33.779+08:00","2.75","2","1.2970181228003088","103.77108707481622",,"209"
"2021-03-22T13:57:38.816+08:00","1.5","2","1.2970066449083029","103.77107770025364",,"209"
"2021-03-22T13:57:43.799+08:00","3.75","2","1.2970047532695657","103.7710741742697",,"209"
"2021-03-22T13:57:48.876+08:00","5.5","2","1.2970047532695657","103.7710741742697",,"209"
"2021-03-22T13:57:53.878+08:00","2.5","2","1.297003426974784","103.77107149088715",,"209"
"2021-03-22T13:57:58.778+08:00","4.25","2","1.2970353976035338","103.77106480424513",,"209"
"2021-03-22T13:59:16.864+08:00","3.75","3","1.2971973002345785","103.77111782191167",,"218"
"2021-03-22T14:04:40.980+08:00","6.25","3","1.297314867762427","103.7711425319062",,"217"
"2021-03-22T14:10:05.142+08:00","29.5","3","1.2972493012565114","103.7711133291854",,"217"
"2021-03-22T14:15:32.046+08:00","1.75","3","1.2971498210406394","103.77105941647008",,"214"
"2021-03-22T14:16:16.126+08:00","3.25","3","1.2971789303083519","103.77104060317879",,"214"
"2021-03-22T14:21:19.249+08:00","2","3","1.2971662126671184","103.77107120987655",,"214"
"2021-03-22T14:27:41.587+08:00","1.75","3","1.2971302871469677","103.77106606564959",,"214"
"2021-03-22T14:34:31.708+08:00","1.25","3","1.2971365293392112","103.77106510257678",,"214"
"2021-03-22T14:41:12.851+08:00","4.75","3","1.2971210208391388","103.77105381661234",,"214"
"2021-03-22T14:46:36.714+08:00","3.75","3","1.2971679083526162","103.77106390919636",,"214"
"2021-03-22T14:52:11.736+08:00","2.5","3","1.2971116159579723","103.77105240286757",,"214"
"2021-03-22T14:58:28.759+08:00","3.75","4","1.2972199093745493","103.77103470647556",,
"2021-03-22T15:06:05.641+08:00","10.5","3","1.2971204998122396","103.77105337936914",,"214"
"2021-03-22T15:14:11.684+08:00","12","3","1.2971498210406394","103.77106390919636",,"214"
"2021-03-22T15:20:39.509+08:00","4.75","3","1.2971520819546365","103.77105267738067",,"214"
"2021-03-22T15:38:51.071+08:00","43.5","4","1.2973004538336022","103.77047143091869",,
"2021-03-22T15:48:49.124+08:00","9.25","3","1.2971927784065842","103.7711020973697",,"217"
"2021-03-22T15:55:11.072+08:00","4.75","3","1.2971792129226016","103.77106166283322",,"214"
"2021-03-22T16:00:48.177+08:00","2.25","3","1.297440079122559","103.77121445062602",,"212"
"2021-03-22T16:02:54.795+08:00","4.75","3","1.2974061521650597","103.77122087382062",,"212"
"2021-03-22T16:08:18.999+08:00","3.25","3","1.2974061521650597","103.77122087382062",,"212"
"2021-03-22T16:14:29.624+08:00","7.25","3","1.2974306689512156","103.77120844862452",,"212"
"2021-03-22T16:21:22.646+08:00","2.5","3","1.297423339246714","103.7712151780408",,"212"
"2021-03-22T16:27:15.650+08:00","4.25","3","1.2973804342683428","103.77121216916346",,"212"
