Creating Time,Temperature(℃),Humidity(%),Light(lux),Voltage(V),WIFI RSSI(dBm),GSM RSSI(dBm),EXT1 Temperature(℃),EXT2 Temperature(℃),RS485 Temperature(℃),RS485 Humidity(%)
17/03/2021 15:16:13,,57,,,,,,,,
17/03/2021 15:16:13,,,21.949999,,,,,,,
17/03/2021 15:16:13,25.192261,,,,,,,,,
17/03/2021 15:15:59,,,,5,,,,,,
17/03/2021 15:14:32,,,,5.425094,,,,,,
17/03/2021 15:14:31,,,,5.429375,,,,,,
17/03/2021 15:14:31,,,,5.428305,,,,,,
17/03/2021 15:14:22,,,,5.326631,,,,,,
17/03/2021 15:14:22,,,,5.338939,,,,,,
17/03/2021 15:11:16,,,,5,,,,,,
17/03/2021 15:11:13,24.21492,,,,,,,,,
17/03/2021 15:11:13,,67,,,,,,,,
17/03/2021 15:11:13,,,127.439995,,,,,,,
17/03/2021 15:11:04,,,,5.395126,,,,,,
17/03/2021 15:10:59,,,,5.32021,,,,,,
17/03/2021 15:10:58,,,,5.330376,,,,,,
17/03/2021 15:10:43,,,,5,,,,,,
17/03/2021 15:10:42,,,,5.325561,,,,,,
17/03/2021 15:10:41,,,,5.326631,,,,,,
17/03/2021 15:10:41,,,,5.328236,,,,,,
17/03/2021 15:10:35,,,,5,,,,,,
17/03/2021 15:10:34,,,,5.332517,,,,,,
17/03/2021 15:10:33,,,,5.435261,,,,,,
17/03/2021 15:10:33,,,,5.443288,,,,,,
17/03/2021 15:10:14,,,,5.318069,,,,,,
17/03/2021 15:10:13,,,,5.325561,,,,,,
17/03/2021 15:10:06,,,,4.65826,,,,,,
17/03/2021 15:10:05,,,,5.32449,,,,,,
17/03/2021 15:10:04,,,,5.321815,,,,,,
17/03/2021 15:10:04,,,,5.318069,,,,,,
17/03/2021 15:09:52,,,,5.322885,,,,,,
17/03/2021 15:09:52,,,,5.322885,,,,,,
17/03/2021 15:09:44,,,,5.433121,,,,,,
17/03/2021 15:09:44,,,,5.390846,,,,,,
17/03/2021 15:09:34,,,,5,,,,,,
17/03/2021 15:06:13,21.875717,,,,,,,,,
17/03/2021 15:06:13,,,132.279999,,,,,,,
17/03/2021 15:06:13,,56,,,,,,,,
17/03/2021 15:01:13,21.787598,,,,,,,,,
17/03/2021 15:01:13,,,142.520004,,,,,,,
17/03/2021 15:01:13,,56,,,,,,,,
17/03/2021 14:56:13,,56,,,,,,,,
17/03/2021 14:56:13,21.731514,,,,,,,,,
17/03/2021 14:56:13,,,10.37,,,,,,,
17/03/2021 14:51:13,21.758224,,,,,,,,,
17/03/2021 14:51:13,,,11.63,,,,,,,
17/03/2021 14:51:13,,56,,,,,,,,
17/03/2021 14:46:13,,,11.65,,,,,,,
17/03/2021 14:46:13,21.787598,,,,,,,,,
17/03/2021 14:46:13,,56,,,,,,,,
17/03/2021 14:41:13,21.843674,,,,,,,,,
17/03/2021 14:41:13,,,11.63,,,,,,,
17/03/2021 14:41:13,,56,,,,,,,,
17/03/2021 14:40:39,,,,5.293988,,,,,,
17/03/2021 14:36:13,21.857025,,,,,,,,,
17/03/2021 14:36:13,,,150.839996,,,,,,,
17/03/2021 14:36:13,,56,,,,,,,,
17/03/2021 14:31:13,,56,,,,,,,,
17/03/2021 14:31:13,,,150.839996,,,,,,,
17/03/2021 14:31:13,21.875717,,,,,,,,,
17/03/2021 14:26:13,,56,,,,,,,,
17/03/2021 14:26:13,,,150.839996,,,,,,,
17/03/2021 14:26:13,21.843674,,,,,,,,,
17/03/2021 14:21:13,,,150.87999,,,,,,,
17/03/2021 14:21:13,,57,,,,,,,,
17/03/2021 14:21:13,21.830322,,,,,,,,,
17/03/2021 14:16:13,,57,,,,,,,,
17/03/2021 14:16:13,,,152.279999,,,,,,,
17/03/2021 14:16:13,21.814301,,,,,,,,,
17/03/2021 14:11:13,21.774246,,,,,,,,,
17/03/2021 14:11:13,,57,,,,,,,,
17/03/2021 14:11:13,,,152.479996,,,,,,,
17/03/2021 14:06:13,,57,,,,,,,,
17/03/2021 14:06:13,21.731514,,,,,,,,,
17/03/2021 14:06:13,,,152.559998,,,,,,,
17/03/2021 14:01:13,,,152.559998,,,,,,,
17/03/2021 14:01:13,,58,,,,,,,,
17/03/2021 14:01:13,21.718163,,,,,,,,,
17/03/2021 13:56:13,21.731514,,,,,,,,,
17/03/2021 13:56:13,,,164.959991,,,,,,,
17/03/2021 13:56:13,,58,,,,,,,,
17/03/2021 13:51:13,21.718163,,,,,,,,,
17/03/2021 13:51:13,,,172.479996,,,,,,,
17/03/2021 13:51:13,,58,,,,,,,,
17/03/2021 13:46:13,,58,,,,,,,,
17/03/2021 13:46:13,,,170.479996,,,,,,,
17/03/2021 13:46:13,21.688789,,,,,,,,,
17/03/2021 13:41:13,21.619362,,,,,,,,,
17/03/2021 13:41:13,,57,,,,,,,,
17/03/2021 13:41:13,,,0.21,,,,,,,
17/03/2021 13:36:13,21.632713,,,,,,,,,
17/03/2021 13:36:13,,,0.2,,,,,,,
17/03/2021 13:36:13,,58,,,,,,,,
17/03/2021 13:31:13,21.646065,,,,,,,,,
17/03/2021 13:31:13,,57,,,,,,,,
17/03/2021 13:31:13,,,0.21,,,,,,,
17/03/2021 13:26:13,,,0.21,,,,,,,
17/03/2021 13:26:13,,57,,,,,,,,
17/03/2021 13:26:13,21.632713,,,,,,,,,
17/03/2021 13:21:13,21.632713,,,,,,,,,
17/03/2021 13:21:13,,57,,,,,,,,
17/03/2021 13:21:13,,,0.21,,,,,,,
17/03/2021 13:16:13,21.646065,,,,,,,,,
17/03/2021 13:16:13,,,0.21,,,,,,,
17/03/2021 13:16:13,,57,,,,,,,,
17/03/2021 13:11:13,21.632713,,,,,,,,,
17/03/2021 13:11:13,,57,,,,,,,,
17/03/2021 13:11:13,,,0.21,,,,,,,
17/03/2021 13:06:13,,57,,,,,,,,
17/03/2021 13:06:13,21.646065,,,,,,,,,
17/03/2021 13:06:13,,,0.2,,,,,,,
17/03/2021 13:01:13,21.662086,,,,,,,,,
17/03/2021 13:01:13,,,0.21,,,,,,,
17/03/2021 13:01:13,,57,,,,,,,,
17/03/2021 12:56:13,,57,,,,,,,,
17/03/2021 12:56:13,21.662086,,,,,,,,,
17/03/2021 12:56:13,,,0.21,,,,,,,
17/03/2021 12:51:13,21.646065,,,,,,,,,
17/03/2021 12:51:13,,,0.21,,,,,,,
17/03/2021 12:51:13,,57,,,,,,,,
17/03/2021 12:46:13,,,0.21,,,,,,,
17/03/2021 12:46:13,,57,,,,,,,,
17/03/2021 12:46:13,21.632713,,,,,,,,,
17/03/2021 12:41:13,,57,,,,,,,,
17/03/2021 12:41:13,,,0.2,,,,,,,
17/03/2021 12:41:13,21.632713,,,,,,,,,
17/03/2021 12:36:13,21.646065,,,,,,,,,
17/03/2021 12:36:13,,56,,,,,,,,
17/03/2021 12:36:13,,,0.21,,,,,,,
17/03/2021 12:31:13,21.619362,,,,,,,,,
17/03/2021 12:31:13,,,0.21,,,,,,,
17/03/2021 12:31:13,,56,,,,,,,,
17/03/2021 12:26:13,,56,,,,,,,,
17/03/2021 12:26:13,,,0.21,,,,,,,
17/03/2021 12:26:13,21.619362,,,,,,,,,
17/03/2021 12:21:13,21.662086,,,,,,,,,
17/03/2021 12:21:13,,56,,,,,,,,
17/03/2021 12:21:13,,,0.21,,,,,,,
17/03/2021 12:16:13,,,0.21,,,,,,,
17/03/2021 12:16:13,,56,,,,,,,,
17/03/2021 12:16:13,21.675438,,,,,,,,,
17/03/2021 12:11:13,21.675438,,,,,,,,,
17/03/2021 12:11:13,,56,,,,,,,,
17/03/2021 12:11:13,,,0.2,,,,,,,
17/03/2021 12:06:13,,56,,,,,,,,
17/03/2021 12:06:13,21.718163,,,,,,,,,
17/03/2021 12:06:13,,,0.21,,,,,,,
17/03/2021 12:01:13,21.774246,,,,,,,,,
17/03/2021 12:01:13,,56,,,,,,,,
17/03/2021 12:01:13,,,0.2,,,,,,,
17/03/2021 11:56:13,,,0.21,,,,,,,
17/03/2021 11:56:13,,56,,,,,,,,
17/03/2021 11:56:13,21.830322,,,,,,,,,
17/03/2021 11:51:13,21.90242,,,,,,,,,
17/03/2021 11:51:13,,,0.21,,,,,,,
17/03/2021 11:51:13,,56,,,,,,,,
17/03/2021 11:46:13,21.987869,,,,,,,,,
17/03/2021 11:46:13,,56,,,,,,,,
17/03/2021 11:46:13,,,163.919998,,,,,,,
17/03/2021 11:41:13,22.014572,,,,,,,,,
17/03/2021 11:41:13,,56,,,,,,,,
17/03/2021 11:41:13,,,170.23999,,,,,,,
17/03/2021 11:40:39,,,,5.299339,,,,,,
17/03/2021 11:36:12,,,171.119995,,,,,,,
17/03/2021 11:36:12,21.971848,,,,,,,,,
17/03/2021 11:36:12,,56,,,,,,,,
17/03/2021 11:31:12,,,171.599991,,,,,,,
17/03/2021 11:31:12,22.001221,,,,,,,,,
17/03/2021 11:31:12,,56,,,,,,,,
17/03/2021 11:26:12,,,171.440002,,,,,,,
17/03/2021 11:26:12,,56,,,,,,,,
17/03/2021 11:26:12,21.958496,,,,,,,,,
17/03/2021 11:21:12,,,171.759995,,,,,,,
17/03/2021 11:21:12,,56,,,,,,,,
17/03/2021 11:21:12,21.931793,,,,,,,,,
17/03/2021 11:16:12,21.971848,,,,,,,,,
17/03/2021 11:16:12,,,171.679993,,,,,,,
17/03/2021 11:16:12,,56,,,,,,,,
17/03/2021 11:11:12,21.945145,,,,,,,,,
17/03/2021 11:11:12,,,171.759995,,,,,,,
