Creating Time,Temperature(℃),Humidity(%),Light(lux),Voltage(V),WIFI RSSI(dBm),GSM RSSI(dBm),EXT1 Temperature(℃),EXT2 Temperature(℃),RS485 Temperature(℃),RS485 Humidity(%)
2021-03-17 15:35:07,,,,5,,,,,,
2021-03-17 15:33:32,,60,,,,,,,,
2021-03-17 15:33:32,24.204239,,,,,,,,,
2021-03-17 15:33:32,,,118.32,,,,,,,
2021-03-17 15:28:32,,,122,,,,,,,
2021-03-17 15:28:32,,58,,,,,,,,
2021-03-17 15:28:32,24.177536,,,,,,,,,
2021-03-17 15:23:32,24.220261,,,,,,,,,
2021-03-17 15:23:32,,58,,,,,,,,
2021-03-17 15:23:32,,,135.839996,,,,,,,
2021-03-17 15:18:32,,57,,,,,,,,
2021-03-17 15:18:32,24.220261,,,,,,,,,
2021-03-17 15:18:32,,,119.559998,,,,,,,
2021-03-17 15:13:32,,,127.599998,,,,,,,
2021-03-17 15:13:32,,57,,,,,,,,
2021-03-17 15:13:32,24.246964,,,,,,,,,
2021-03-17 15:08:32,24.276344,,,,,,,,,
2021-03-17 15:08:32,,,146.720001,,,,,,,
2021-03-17 15:08:32,,57,,,,,,,,
2021-03-17 15:03:32,,,213.279999,,,,,,,
2021-03-17 15:03:32,24.260323,,,,,,,,,
2021-03-17 15:03:32,,57,,,,,,,,
2021-03-17 14:58:32,24.260323,,,,,,,,,
2021-03-17 14:58:32,,,254,,,,,,,
2021-03-17 14:58:32,,56,,,,,,,,
2021-03-17 14:53:32,24.260323,,,,,,,,,
2021-03-17 14:53:32,,57,,,,,,,,
2021-03-17 14:53:32,,,272.320007,,,,,,,
2021-03-17 14:48:32,,56,,,,,,,,
2021-03-17 14:48:32,24.303047,,,,,,,,,
2021-03-17 14:48:32,,,243.599991,,,,,,,
2021-03-17 14:43:32,24.335091,,,,,,,,,
2021-03-17 14:43:32,,,330.23999,,,,,,,
2021-03-17 14:43:32,,56,,,,,,,,
2021-03-17 14:38:32,,56,,,,,,,,
2021-03-17 14:38:32,,,344.639984,,,,,,,
2021-03-17 14:38:32,24.319069,,,,,,,,,
2021-03-17 14:33:32,24.335091,,,,,,,,,
2021-03-17 14:33:32,,,405.279999,,,,,,,
2021-03-17 14:33:32,,56,,,,,,,,
2021-03-17 14:28:32,24.348442,,,,,,,,,
2021-03-17 14:28:32,,,435.199982,,,,,,,
2021-03-17 14:28:32,,56,,,,,,,,
2021-03-17 14:23:32,24.41787,,,,,,,,,
2021-03-17 14:23:32,,,431.839996,,,,,,,
2021-03-17 14:23:32,,56,,,,,,,,
2021-03-17 14:18:32,,57,,,,,,,,
2021-03-17 14:18:32,24.476616,,,,,,,,,
2021-03-17 14:18:32,,,405.440002,,,,,,,
2021-03-17 14:13:32,24.489967,,,,,,,,,
