"time","fitbit.air-vel","fitbit.bodyPresence","fitbit.change","fitbit.clothing","fitbit.comfort","fitbit.heartRate","fitbit.indoorOutdoor","fitbit.lat","fitbit.lon","fitbit.met","fitbit.responseSpeed","fitbit.restingHR","fitbit.thermal","fitbit.voteLog"
"2021-03-15T11:30:43.656+08:00","11","true","10","9","10","68","11",,,"9","54.361","55","11","79"
"2021-03-15T11:36:11.568+08:00","11","true","10","9","10","66","11",,,"9","8.283","55","11","80"
"2021-03-15T12:44:55.620+08:00","11","true","11","9","10","93","11",,,"9","19.77","55","11","81"
"2021-03-18T12:03:18.878+08:00","10","true","11","10","10","98","9","1.2970883333333334","103.77061","10","14.348","73","11","82"
"2021-03-18T12:36:08.177+08:00","11","true","10","10","9","89","9",,,"9","20.922","73","11","83"
"2021-03-18T12:56:21.936+08:00","11","true","10","10","9","86","9","1.2972183333333334","103.77086833333334","9","12.781","69","11","84"
"2021-03-18T13:05:19.145+08:00","10","true","10","10",,"84","11","1.2968533333333334","103.77057333333333","9","25.432","69","11","85"
"2021-03-18T13:27:51.526+08:00","11","true","10","10","10","90","11","1.296975","103.77075666666667","9","10.638","68","11","86"
"2021-03-18T14:25:28.168+08:00","11","true","10","10","10","79","11","1.2968166666666667","103.77055666666666","9","13.527","66","11","87"
"2021-03-18T14:54:04.457+08:00","10","true","10","10","10","80","9","1.2966716666666667","103.768925","9","13.424","66","11","88"
"2021-03-18T15:52:20.264+08:00","11","true","10","10","10","83","9","1.2975366666666668","103.77109833333333","9","11.448","66","11","89"
"2021-03-19T12:02:20.381+08:00","10","true","10","9","10","91","9","1.297205","103.77039333333333","10","15.993","64","11","91"
"2021-03-19T13:52:01.247+08:00","10","true","10","9","10","76","9",,,"9","99.414","63","11","92"
"2021-03-19T13:56:29.150+08:00","10","true","10","9","10","68","9",,,"9","10.905","63","11","93"
"2021-03-19T14:07:29.266+08:00","10","true","10","9","10","57","11","1.2971633333333332","103.770415","9","48.261","63","11","94"
"2021-03-19T14:11:28.885+08:00","10","true","10","9","10","79","9","1.2971633333333332","103.770415","9","8.548","63","11",
"2021-03-19T14:43:31.825+08:00","11","true","11","9","10","97","9","1.2971083333333333","103.77037333333334","10","14.372","63","11","96"
"2021-03-19T15:06:35.887+08:00","11","true","10","9","10","72","11","1.29706","103.77027833333334","9","11.671","62","11","97"
"2021-03-19T15:33:39.220+08:00","10","true","10","9","10","79","11","1.2971166666666667","103.77034166666667","9","9.591","63","11","98"
"2021-03-19T16:50:10.819+08:00","11","true","11","9","10","90","11","1.29686","103.77048333333333","9","39.51","63","11","100"
"2021-03-19T17:13:41.002+08:00","11","true","10","9","10","73","11","1.2971183333333334","103.770355","9","57.609","63","11","101"
"2021-03-19T17:48:44.151+08:00","11","true","11","9","10","57","11","1.29712","103.77035833333333","9","5.771","63","11","102"
"2021-03-19T17:48:57.532+08:00","11","true","10","9","10","57","11","1.29712","103.77035833333333","9","6.733","63","11",
"2021-03-19T18:20:29.387+08:00","11","true","10","9","10","93","11","1.2968966666666666","103.77041166666666","9","116.84","62","11","104"
"2021-03-22T10:19:17.526+08:00","10","true","11","9","10","65","11","1.2969966666666668","103.77042666666667","10","12.21","64","11","105"
"2021-03-22T11:20:30.644+08:00","11","true","10","9","10","74","11","1.2969933333333334","103.77043333333333","9","8.328","64","11","106"
"2021-03-22T11:21:35.194+08:00","10","true","10","9","10","79","11","1.2969933333333334","103.77043333333333","9","55.502","64","11","107"
"2021-03-22T11:37:29.032+08:00","10","true","10","9",,"65","11","1.29699","103.77043","9","12.926","64","11","108"
"2021-03-22T11:45:43.418+08:00","11","true","10","9","10","70","11",,,"9","9.11","64","11","109"
"2021-03-22T12:15:28.132+08:00","10","true","10","9","10","70","11","1.2968266666666666","103.770475","9","6.165","63","11","110"
"2021-03-22T12:58:30.328+08:00","10","true","10","9","10","72","11","1.29683","103.770475","9","13.799","63","11","111"
"2021-03-22T13:58:29.888+08:00","10","true","10","9","10","70","11","1.29683","103.77046833333333","9","5.533","63","11","112"
"2021-03-22T15:23:33.512+08:00","10","true","10","9","9","64","9","1.296905","103.77035666666667","9","10.05","63","11","114"
"2021-03-23T12:26:53.368+08:00","11","true","11","9","10","63","11","1.2973033333333333","103.77071666666667","10","10.245","63","11","115"
"2021-03-23T13:00:12.861+08:00","10","true","10","9","10","63","11","1.2973016666666668","103.77071166666667","9","6.074","62","11","116"
"2021-03-23T13:20:52.563+08:00","11","true","10","9","10","74","11","1.2973016666666668","103.77071666666667","9","5.826","62","11","117"
"2021-03-23T14:52:20.107+08:00","11","true","10","9","10","76","11","1.297355","103.77072833333334","9","8.902","61","11","118"
"2021-03-23T15:22:47.020+08:00","10","true","10","9","10","64","11","1.2975366666666668","103.77073333333334","9","30.555","62","9","119"
"2021-03-23T15:37:05.696+08:00","10","true","10","9","10","67","11","1.2973566666666667","103.770725","9","6.948","62","11","120"
"2021-03-23T15:38:20.336+08:00","10","true","10","9","10","64","11","1.2973566666666667","103.770725","9","5.557","62","11","121"
"2021-03-23T16:07:32.040+08:00","11","true","11","9","10","101","11","1.2969866666666667","103.77021166666667","10","11.216","62","11","122"
"2021-03-26T12:01:20.177+08:00","10","true","10","9","10","92","11",,,"9","5.788","62","11","123"
"2021-03-26T12:16:04.232+08:00","10","true","10","9","10","91","11",,,"9","4.698","62","11","124"
