"time","purpleair.0.3_um_count","purpleair.0.5_um_count","purpleair.1.0_um_count","purpleair.10.0_um_count","purpleair.2.5_um_count","purpleair.5.0_um_count","purpleair.humidity","purpleair.pm1.0","purpleair.pm10.0","purpleair.pm2.5","purpleair.pressure","purpleair.temperature"
"2021-03-15T05:00:04.000+08:00","2852.67","869.94","160.04","0","10.26","1.85","72","16.59","27.59","26","1006.45","25.56"
"2021-03-15T05:00:04.677+08:00","3061.28","872.3","165.78","0","10.89","4.22",,"4.11","7.59","6.69",,
"2021-03-15T05:10:03.000+08:00","3033.22","918.38","161.75","0.35","12.71","1.71","72","17.51","29.8","27.73","1006.36","25.56"
"2021-03-15T05:10:03.790+08:00","3031.58","880.96","156.89","0","9.09","3.32",,"4.21","7.34","6.55",,
"2021-03-15T05:20:03.000+08:00","3228.46","985.21","164.23","0","7.69","1.15","72","18.85","30","28.56","1006.29","25.56"
"2021-03-15T05:20:03.137+08:00","3359.18","976.29","167.64","2.58","10.29","4.98",,"4.78","8.25","7.44",,
"2021-03-15T05:30:04.000+08:00","3667.15","1109.92","199.15","0","10.69","1.33","72","20.48","34.9","32.58","1006.33","25.56"
"2021-03-15T05:30:04.359+08:00","3880.8","1107","198.93","0.25","15.45","2.84",,"5.58","9.53","9.02",,
"2021-03-15T05:40:03.000+08:00","3790.93","1150.55","208.54","0","14.16","2.7","72","21.16","37.04","32.91","1006.35","25.56"
"2021-03-15T05:40:03.356+08:00","3899.89","1123.7","199.53","0.87","12.49","3.02",,"5.53","9.45","8.79",,
"2021-03-15T05:50:03.000+08:00","4072.78","1230.94","208.78","0.5","17.5","3.35","72","22.07","39.39","34.33","1006.36","25.56"
"2021-03-15T05:50:03.692+08:00","4114.62","1189.92","204.54","0.23","13.62","3.04",,"5.96","10.04","9.33",,
"2021-03-15T06:00:04.000+08:00","3817.9","1158.9","191.35","0","13.62","1.35","72","21.37","36.19","33.12","1005.76","25.56"
"2021-03-15T06:00:04.592+08:00","3979.72","1139.69","213.78","1","15.59","4.22",,"5.98","9.98","9.13",,
"2021-03-15T06:10:03.000+08:00","3568.53","1082.04","180.75","0.17","12.6","1.17","72","20.26","33.6","31.32","1006.4","25.56"
"2021-03-15T06:10:03.703+08:00","3766.61","1083.64","186.95","0.36","15","2.89",,"5.27","9.05","8.12",,
"2021-03-15T06:20:03.000+08:00","3619.42","1095.98","176.64","0.26","17.57","3","72","20.64","34.58","31.6","1006.48","25.56"
"2021-03-15T06:20:03.722+08:00","3723.29","1062","189.29","0.42","14.96","4.77",,"5.13","9.29","8.4",,
"2021-03-15T06:30:03.000+08:00","3358.19","1024.21","186.68","0.09","16.34","1.43","72","19.28","33.28","31.38","1006.55","25.56"
"2021-03-15T06:30:03.123+08:00","3615.29","1036.14","209.27","0","13.49","5.96",,"5.25","9.41","8.22",,
"2021-03-15T06:40:02.000+08:00","3399.54","1040.9","189.72","0","13.52","1.66","72","19.56","33.66","31.42","1006.7","25.56"
"2021-03-15T06:40:02.762+08:00","3441.28","992.85","183.31","1.22","16.74","5.37",,"4.91","8.76","7.65",,
"2021-03-15T06:50:02.000+08:00","3241.33","985.83","182.37","0.48","12.28","2","72","18.69","32.43","30.19","1006.85","25.56"
"2021-03-15T06:50:02.940+08:00","3248.07","926.25","174.91","0.62","13.53","3.35",,"4.47","8.05","7.35",,
"2021-03-15T07:00:03.000+08:00","3167.7","960.78","179.96","0","17.32","2.8","72","17.88","32.6","29.8","1006.87","25.56"
"2021-03-15T07:00:03.926+08:00","3346.28","957.26","171.56","0.44","16.15","4.74",,"4.76","8.67","7.46",,
"2021-03-15T07:10:02.000+08:00","3065.25","933.61","175.57","0.16","10.23","1.41","72","17.62","29.91","28.12","1007.11","25.56"
"2021-03-15T07:10:03.093+08:00","3371.71","956.62","176.31","1.15","14.08","5.27",,"4.58","8.62","7.46",,
"2021-03-15T07:20:03.000+08:00","2956.44","905.46","169.78","0.09","12.94","1.26","72","16.98","29.43","27.44","1007.39","25.56"
"2021-03-15T07:20:03.102+08:00","3272.56","943.56","192.91","0","13.71","3.2",,"4.49","8.47","7.82",,
"2021-03-15T07:30:03.000+08:00","2865.82","868.94","154.59","0.27","10.82","1.71","72","16.51","27.37","25.51","1007.57","25.56"
"2021-03-15T07:30:03.897+08:00","3042.44","875.13","182.36","0","14.58","5.45",,"4","7.98","6.73",,
"2021-03-15T07:40:03.000+08:00","2985.35","903.5","169.08","0.23","15.88","3.42","72","16.6","31.21","28.67","1007.73","25.56"
"2021-03-15T07:40:03.490+08:00","3087.83","888.39","182.85","0.3","15.37","4.59",,"4.04","8.06","7.2",,
"2021-03-15T07:50:03.000+08:00","2958.12","899.29","172.27","0.08","19.37","2.98","72","16.56","31.4","28.4","1007.76","25.56"
"2021-03-15T07:50:03.117+08:00","3211.44","912.48","181.52","0.37","16","5",,"4.09","8.48","7.41",,
"2021-03-15T08:00:05.000+08:00","2908.81","888.6","170.49","0.08","20.11","3.66","72","16.81","30.87","28.04","1007.88","25.56"
"2021-03-15T08:00:05.139+08:00","3153.74","905.51","180.53","0","12.6","3.25",,"4.15","7.81","6.94",,
"2021-03-15T08:10:03.000+08:00","2976.78","916.61","170.41","0","16","2.44","71","17.35","30.87","28.96","1008.02","26.11"
"2021-03-15T08:10:03.496+08:00","3017.13","867.49","165.6","2.04","13.78","5.16",,"4.16","7.95","6.64",,
"2021-03-15T08:20:03.000+08:00","2893.96","873.8","167.16","0.18","14.49","3","71","16.31","29.22","26.55","1008.18","26.11"
"2021-03-15T08:20:03.500+08:00","2975.89","857.43","188.83","0.34","15.74","4.79",,"3.79","8.13","6.96",,
"2021-03-15T08:30:03.000+08:00","2829.57","866.47","167.06","0","15.72","1.6","70","16.45","29.21","27.66","1008.26","26.11"
"2021-03-15T08:30:03.813+08:00","2948.02","856.85","178.19","0.5","13.58","3.54",,"3.92","7.63","6.79",,
"2021-03-15T08:40:03.000+08:00","2808.76","872.8","152.22","0.35","11.27","1.8","71","16.45","27.36","25.73","1008.41","26.11"
"2021-03-15T08:40:03.609+08:00","2962.82","846.73","170.2","1.76","13.14","4.98",,"3.9","7.82","6.51",,
"2021-03-15T08:50:03.000+08:00","2903.73","873.82","138.91","0","10.31","1.67","70","16.62","26.42","24.64","1008.48","26.11"
"2021-03-15T08:50:03.795+08:00","3091.19","885.66","170.49","0.3","14.26","3.58",,"4.11","7.81","6.74",,
"2021-03-15T09:00:04.000+08:00","2903.46","890.02","165.25","0","11.7","2.23","71","16.61","29.29","27.59","1008.43","26.11"
"2021-03-15T09:00:04.679+08:00","3150.11","891.12","178.91","0.61","14.04","4.36",,"4.16","8.05","6.95",,
"2021-03-15T09:10:03.000+08:00","2863.94","866.18","160.98","0.24","11.02","3.02","70","16.67","27.8","25.33","1008.39","26.11"
"2021-03-15T09:10:03.275+08:00","3142.91","894.29","171.53","0.62","11.2","3.78",,"4.02","7.56","6.85",,
"2021-03-15T09:20:02.000+08:00","2832.05","857.43","151.61","0.12","12.57","1.2","70","16.39","26.79","25.54","1008.63","26.11"
"2021-03-15T09:20:02.712+08:00","3035.83","878.74","159.13","0","10.15","2.68",,"4.08","7.38","6.68",,
"2021-03-15T09:30:02.000+08:00","2460.79","743.19","128.42","0.26","9.17","1.02","70","14.25","22.15","21.19","1008.65","26.11"
"2021-03-15T09:30:03.001+08:00","2495","714.94","138.3","0.74","10.3","2.3",,"2.96","5.87","5.19",,
"2021-03-15T09:40:03.000+08:00","2472.89","755.26","140.93","0","10.72","1.54","69","13.89","23.56","22.41","1008.66","26.11"
"2021-03-15T09:40:03.169+08:00","2387.09","675.25","128.11","0.96","8.04","3.04",,"2.84","5.55","4.77",,
"2021-03-15T09:50:03.000+08:00","2375.07","729.24","132.62","0.13","11.22","2.89","69","13.98","23.58","21.07","1008.73","26.67"
"2021-03-15T09:50:03.185+08:00","2485.92","719.47","131.62","0.49","11.17","2.15",,"2.77","5.7","5.08",,
"2021-03-15T10:00:04.000+08:00","2364.86","717.07","130.57","0","12.59","1.38","67","13.34","22.79","21.39","1008.82","26.67"
"2021-03-15T10:00:04.781+08:00","2290.76","650.37","125.29","1.1","12.71","4.27",,"2.75","5.61","4.75",,
"2021-03-15T10:10:03.000+08:00","2294.56","690.43","126.3","0","10.57","1.94","66","12.57","22.26","20.09","1008.91","27.22"
"2021-03-15T10:10:03.309+08:00","2427.06","694.25","130.27","0.12","9.77","4.15",,"2.77","5.69","4.67",,
"2021-03-15T10:20:03.000+08:00","2320.5","699.09","124.37","0.15","8.48","1.2","62","13.09","21.61","20.39","1008.81","28.33"
"2021-03-15T10:20:03.610+08:00","2436.16","689.84","136.11","0.58","9.56","3.6",,"2.53","5.58","4.73",,
"2021-03-15T10:30:03.000+08:00","2183.47","659.4","110.3","0","6.79","1.54","58","12.07","19.12","18.07","1008.78","30"
"2021-03-15T10:30:03.524+08:00","2371.9","669.27","135.12","1.46","14.58","4.19",,"2.9","6.06","4.87",,
"2021-03-15T10:40:03.000+08:00","2192.36","667.57","110.39","0.41","11.02","2.46","55","12.61","20.95","19","1008.77","31.11"
"2021-03-15T10:40:03.926+08:00","2257.73","645.58","115.46","0.62","8.81","2.42",,"2.6","5.04","4.38",,
"2021-03-15T10:50:03.000+08:00","2080.47","637.75","106.11","0","6.85","0.76","51","11.56","18.27","17.55","1008.78","32.22"
"2021-03-15T10:50:03.274+08:00","2058.94","596.41","108.96","0.52","10.48","1.33",,"2.3","4.54","4.11",,
"2021-03-15T11:00:04.000+08:00","1958.68","577.25","95.46","0","5.93","1.3","52","10.45","16.32","15.32","1008.66","31.67"
"2021-03-15T11:00:04.821+08:00","2034.87","584.71","108","0.65","7.38","1.71",,"1.82","4.22","3.76",,
"2021-03-15T11:10:03.000+08:00","2107.96","642","102.25","0","6.51","0.98","52","11.22","17.53","16.71","1008.65","31.67"
"2021-03-15T11:10:03.692+08:00","2112.38","606.3","110.43","1.18","13.32","4.11",,"2.2","5.11","4.02",,
"2021-03-15T11:20:03.000+08:00","2225.29","665.12","114.41","0","5.41","0.81","53","12.15","19.39","18.64","1008.6","31.11"
"2021-03-15T11:20:03.690+08:00","2179.47","623.11","128.68","0.87","10.45","3.36",,"2.09","5.09","4.38",,
"2021-03-15T11:30:04.000+08:00","2079.21","632.18","107.86","0.14","8.91","1.11","54","11.74","18.89","17.77","1008.5","30.56"
"2021-03-15T11:30:04.157+08:00","2231.43","632.89","112.83","0","11.02","3.21",,"2.57","4.96","4.21",,
"2021-03-15T11:40:03.000+08:00","1994.51","594.76","91.93","0","5.51","1.15","54","11.05","16.71","16","1008.44","30"
"2021-03-15T11:40:03.510+08:00","2088.94","590.31","105.26","0","5.37","1.3",,"2.54","4.06","3.8",,
"2021-03-15T11:50:02.000+08:00","1937.56","582.07","99.02","0","6.93","0.93","54","10.64","17.09","16.25","1008.42","30"
"2021-03-15T11:50:02.711+08:00","1920.43","542.54","96.54","0.5","7.43","2.71",,"1.79","4.04","3.48",,
"2021-03-15T12:00:03.000+08:00","1866.52","570","88.93","0","5.03","1.17","55","10.6","16.21","15.33","1008.4","29.44"
"2021-03-15T12:00:03.598+08:00","1828.75","528.31","84.62","0.18","5.64","1.82",,"1.8","3.62","3.33",,
"2021-03-15T12:10:03.000+08:00","1955.69","590.1","91.32","0","4.58","0.98","56","11.14","16.73","15.81","1008.28","29.44"
"2021-03-15T12:10:03.128+08:00","1824.24","521.12","92.78","0.71","9.76","3.65",,"1.76","3.98","3.33",,
"2021-03-15T12:20:02.000+08:00","1880.78","576.26","98.11","0.19","8.09","1.44","55","10.87","17.43","16.3","1008.19","29.44"
"2021-03-15T12:20:03.057+08:00","1861.69","525.29","88.84","0.44","5.16","1.75",,"1.84","3.73","3.22",,
"2021-03-15T12:30:03.000+08:00","1766.07","530.79","77.69","0.12","5","0.76","55","9.91","14.88","14.21","1008.11","28.89"
"2021-03-15T12:30:03.610+08:00","1892.77","538.13","96.38","0","8.3","1.36",,"1.81","3.87","3.55",,
"2021-03-15T12:40:03.000+08:00","2010.52","600.55","106.31","0","10.95","1.95","56","10.86","18.76","17.38","1007.93","28.89"
"2021-03-15T12:40:03.407+08:00","1876.81","531.81","110.04","0","10.3","4.45",,"1.68","4.3","3.36",,
"2021-03-15T12:50:03.000+08:00","1906.66","577.45","90.83","0.21","6.19","1.81","56","10.88","16.76","15.64","1007.75","28.89"
"2021-03-15T12:50:03.720+08:00","1931.77","550.96","93.62","0","6.19","0.54",,"2.04","3.87","3.69",,
"2021-03-15T13:00:03.000+08:00","2005.5","597.75","102.57","0","6.61","1.12","56","11.07","17.25","16.39","1007.56","28.89"
"2021-03-15T13:00:03.998+08:00","1769.67","507.5","102.52","1.04","8.59","3.33",,"1.72","3.93","3.24",,
"2021-03-15T13:10:03.000+08:00","1944.55","595.93","97.27","0.04","6.82","0.89","56","11.22","17.25","16.4","1007.37","28.89"
"2021-03-15T13:10:04.008+08:00","1938.22","556.11","103.6","0.51","8.22","1.93",,"1.71","4.04","3.55",,
"2021-03-15T13:20:03.000+08:00","1841.8","554.2","89.73","0.2","7.97","2.44","56","10.37","16.51","14.63","1007.22","28.89"
"2021-03-15T13:20:03.805+08:00","1771.82","508.94","102.86","0.9","11.1","3.96",,"1.82","4.43","3.31",,
"2021-03-15T13:30:03.000+08:00","1774.37","536.58","91.9","0","6.53","1.39","56","9.98","16","14.85","1007","28.33"
"2021-03-15T13:30:03.852+08:00","1833.62","537.02","101.85","0","7.81","0.87",,"1.68","3.94","3.66",,
"2021-03-15T13:40:03.000+08:00","1824.22","555.02","85.69","0","4.82","1.4","58","10.45","15.78","14.82","1006.79","28.33"
"2021-03-15T13:40:03.918+08:00","1789.77","515.32","94.5","0","5.96","1.18",,"1.68","3.59","3.38",,
"2021-03-15T13:50:03.000+08:00","1860.75","557.04","98.07","0","7.27","0.89","58","10.27","16.2","15.73","1006.65","28.89"
"2021-03-15T13:50:03.491+08:00","1949.13","547.05","104.69","0.44","9.27","2.22",,"1.62","4","3.4",,
"2021-03-15T14:00:04.000+08:00","1715.9","518.07","79.28","0","4.36","0.91","56","9.57","14.52","13.72","1006.35","28.89"
"2021-03-15T14:00:04.639+08:00","1725.44","498.17","90.67","0","7.3","1.37",,"1.78","3.69","3.28",,
"2021-03-15T14:10:04.000+08:00","1888.58","565.08","99.59","0","7","1.22","56","10.36","16.71","15.61","1006.01","28.89"
"2021-03-15T14:10:04.310+08:00","1916.19","548.9","108.38","1.69","11.62","4.88",,"1.88","4.75","3.5",,
"2021-03-15T14:20:04.000+08:00","1917.96","580.04","94.71","0","8.41","1.55","57","10.95","16.98","16.05","1005.79","28.89"
"2021-03-15T14:20:04.232+08:00","1945.34","552.27","108.46","0","10.07","1.11",,"1.82","4.04","3.93",,
"2021-03-15T14:30:03.000+08:00","2808.59","839.11","119.32","0","6.45","0.62","62","16.02","23.34","22.8","1006.22","28.33"
"2021-03-15T14:30:03.717+08:00","2856","807.43","150.41","0.48","12.22","3.59",,"3.69","6.69","5.91",,
"2021-03-15T14:40:03.000+08:00","2293.95","697.28","118.49","0.18","10.49","2.84","64","12.98","21.49","19.67","1006.28","27.78"
"2021-03-15T14:40:03.879+08:00","2319.06","661.65","123.74","1.48","13.96","4.67",,"2.48","5.5","4.5",,
"2021-03-15T14:50:03.000+08:00","1814.28","539.24","106.57","0","10.57","1.57","66","9.71","17.69","16.33","1006.08","26.11"
"2021-03-15T14:50:03.161+08:00","1817.02","516.98","93.62","0.92","9.08","3.19",,"1.87","4.23","3.35",,
"2021-03-15T15:00:04.000+08:00","2184.35","670.22","108.03","0","7.45","1","71","12.63","19.52","18.72","1005.98","25"
"2021-03-15T15:00:04.502+08:00","2236.67","649.56","120.07","1.26","11.7","5.96",,"2.78","5.8","4.63",,
"2021-03-15T15:10:03.000+08:00","2090.67","628.04","94.59","0","5.13","0.69","70","12.04","17.5","16.8","1005.92","25"
"2021-03-15T15:10:03.362+08:00","2061.7","592.29","106.96","0","7.82","3.64",,"2.59","4.68","4.02",,
"2021-03-15T15:20:03.000+08:00","1566.11","462","67.49","0","5.04","0.65","71","8.3","12.58","12.07","1005.81","25"
"2021-03-15T15:20:03.518+08:00","1526.6","433.75","73.88","0.62","7.96","1.46",,"1.46","3.23","2.79",,
"2021-03-15T15:30:04.000+08:00","1798.91","531.64","63.44","0.24","6.27","1.13","70","9.78","14.49","13.64","1005.64","25.56"
"2021-03-15T15:30:04.319+08:00","1717.58","498.55","74.64","0","5.62","1.13",,"1.94","3.42","3.06",,
"2021-03-15T15:40:03.000+08:00","1865.89","554.4","86.15","0.07","4.16","0.8","73","10.11","15.31","14.62","1004.86","25.56"
"2021-03-15T15:40:03.502+08:00","1785.5","501.87","80.93","0.44","6.52","0.96",,"1.94","3.56","3.22",,
"2021-03-15T15:50:03.000+08:00","1827.62","549.77","79.06","0","7.94","0.94","73","10.13","15.66","14.89","1004.6","25.56"
"2021-03-15T15:50:03.537+08:00","1766.25","505.04","80.5","0","7.75","2.5",,"2","3.7","3.2",,
"2021-03-15T16:00:04.000+08:00","1683.4","505.7","75.51","0.43","6.42","1.47","73","9.11","14.42","13.06","1004.74","25.56"
"2021-03-15T16:00:04.252+08:00","1758.98","503.2","82.25","0.18","5.64","1.42",,"2","3.55","3.31",,
"2021-03-15T16:10:03.000+08:00","1882.82","573.29","94.64","0.18","11.09","2.11","74","10.84","18.02","16.45","1004.75","25.56"
"2021-03-15T16:10:04.012+08:00","1887.11","539.87","88.44","0.56","4.04","1.85",,"2.06","3.8","3.44",,
"2021-03-15T16:20:03.000+08:00","1714","517.4","74.56","0","5.3","0.42","73","9.39","14.16","13.75","1004.95","26.11"
"2021-03-15T16:20:03.590+08:00","1692.06","471.9","88.58","0","6.54","0.46",,"1.69","3.21","3.06",,
"2021-03-15T16:30:03.000+08:00","1497.35","455.15","72.1","0.25","4.67","0.71","71","8.29","12.52","11.79","1004.8","26.11"
"2021-03-15T16:30:04.088+08:00","1507.2","418.38","64.62","0","4.73","1.05",,"1.4","2.73","2.47",,
