"time","purpleair.0.3_um_count","purpleair.0.5_um_count","purpleair.1.0_um_count","purpleair.10.0_um_count","purpleair.2.5_um_count","purpleair.5.0_um_count","purpleair.humidity","purpleair.pm1.0","purpleair.pm10.0","purpleair.pm2.5","purpleair.pressure","purpleair.temperature"
"2021-03-01T21:20:03.035+08:00","4333.12","1319.21","265.21","0.93","14.73","2.04",,"22.32","41.52","35.57",,
"2021-03-01T21:30:03.000+08:00","4949.04","1460.39","279.66","1.73","18.62","3.46","56","24.39","45.7","37.79","1008.43","90"
"2021-03-01T21:30:03.352+08:00","4412.48","1357.02","270.55","1.4","15.95","2.5",,"22.84","42.86","36.45",,
"2021-03-01T21:40:03.000+08:00","4928.49","1437.7","272.62","0.87","16.96","3.17","56","24.11","44.92","37.51","1008.53","90"
"2021-03-01T21:40:03.190+08:00","4351.78","1335.63","267","1.33","12.93","1.93",,"22.7","41.57","35.72",,
"2021-03-01T21:50:03.000+08:00","5303.89","1572.89","303.95","1.37","17.19","2.96","57","25.54","47.53","39.63","1008.7","90"
"2021-03-01T21:50:03.125+08:00","4573.22","1407.72","283.44","1.09","18.61","1.87",,"23.41","44.07","37.65",,
"2021-03-01T22:00:04.000+08:00","5103.11","1507.32","280.38","0.68","17.21","2.93","58","24.5","45.62","38.16","1008.7","90"
"2021-03-01T22:00:04.392+08:00","4461.28","1368.3","292.91","0.92","16.74","2.49",,"23.02","43.72","37.08",,
"2021-03-01T22:10:03.000+08:00","5339.6","1581.7","308.96","1.04","20.83","3.23","59","25.85","49.04","40.64","1008.97","89"
"2021-03-01T22:10:03.398+08:00","4668.11","1423.53","309.27","0.87","18.38","1.58",,"23.49","45.31","38.49",,
"2021-03-01T22:20:03.000+08:00","5348.56","1586.3","334.41","0.74","20.2","3.15","59","25.83","49.11","41","1009.05","89"
"2021-03-01T22:20:03.324+08:00","4836.55","1475.8","313.67","2.09","19.55","2.85",,"23.91","46.51","38.71",,
"2021-03-01T22:30:02.000+08:00","5281.24","1571.98","305.6","2.31","23.29","5.9","59","25.53","49.28","39.93","1009.15","89"
"2021-03-01T22:30:02.863+08:00","4717.85","1440.54","315.58","0.25","12.58","0.81",,"23.56","44.71","38.35",,
"2021-03-01T22:40:02.000+08:00","5199.7","1544.68","297.25","0.8","16.48","2.45","60","25.21","47.38","39.7","1009.23","89"
"2021-03-01T22:40:02.539+08:00","4589.24","1407.84","283.71","1.15","14.67","1.73",,"23.16","43.67","37.11",,
"2021-03-01T22:50:02.000+08:00","5271","1569.16","316.35","1.55","26.89","4.13","60","25.38","49.33","40.49","1009.34","89"
"2021-03-01T22:50:02.845+08:00","4731.39","1441.46","317.74","1.07","18.54","1.7",,"23.5","45.3","38.28",,
"2021-03-01T23:00:04.000+08:00","5525.65","1639.79","330.9","1.37","26.58","4.73","60","25.9","51.08","41.94","1009.31","89"
"2021-03-01T23:00:04.778+08:00","4823.67","1467.44","292.36","0.55","18.53","2.62",,"24","45.75","38.45",,
"2021-03-01T23:10:02.000+08:00","5554.05","1641.72","323.6","1.53","18.63","4.51","60","26.04","49.86","40.96","1009.36","89"
"2021-03-01T23:10:02.866+08:00","4809.96","1474.75","307.81","0.83","14.53","1.21",,"24.36","45.25","38.74",,
"2021-03-01T23:20:02.000+08:00","5739.1","1710.9","342.55","2.47","23.86","6.36","61","27.05","51.84","41.9","1009.37","89"
"2021-03-01T23:20:02.674+08:00","5132.5","1580.85","339.48","1.67","18.04","3.31",,"24.98","48.35","40.35",,
"2021-03-01T23:30:02.000+08:00","5558.67","1651.71","334.69","2.71","21.51","5.24","62","26.44","50.53","41.36","1009.37","89"
"2021-03-01T23:30:02.782+08:00","4844.26","1477.19","305.05","0.81","17.35","2.37",,"23.95","45.77","38.58",,
"2021-03-01T23:40:02.000+08:00","5170.61","1502.32","304.64","1.11","16.14","2.36","62","24.36","45.93","38.48","1009.27","88"
"2021-03-01T23:40:02.870+08:00","4678.64","1437.77","308.15","1.64","17.62","2.75",,"23.53","45.62","38.26",,
"2021-03-01T23:50:02.000+08:00","5115.17","1523.17","304.28","1.09","18.24","3.56","62","24.76","47.04","39.02","1009.35","88"
"2021-03-01T23:50:03.010+08:00","4542.61","1396.72","314","1.78","19.54","3.54",,"22.85","45.57","38.07",,
"2021-03-02T00:00:03.000+08:00","6093.39","1785.04","363.17","1.81","32.74","7.02","62","27.19","54.35","43.67","1009.37","88"
"2021-03-02T00:00:03.932+08:00","5405.14","1656.18","339.18","1.25","23.52","3.32",,"26.34","49.71","41.46",,
"2021-03-02T00:10:03.000+08:00","7355.04","2185.08","439.74","2.13","37.55","7.87","63","31.02","61.47","48.75","1009.46","88"
"2021-03-02T00:10:03.250+08:00","6385.66","1958.34","432.11","1.39","28.2","4.11",,"28.8","56.79","46.36",,
"2021-03-02T00:20:03.000+08:00","8058.34","2384.89","515.77","3.81","44.75","10.17","63","32.09","65.7","51.32","1009.46","88"
"2021-03-02T00:20:03.607+08:00","7123.97","2180.93","485.45","2.88","33.72","5.38",,"30.09","60.66","48.72",,
"2021-03-02T00:30:03.000+08:00","8510.36","2528.25","511.52","3.5","40.8","9.71","63","33.09","66.68","52.32","1009.51","88"
"2021-03-02T00:30:03.551+08:00","7694.78","2353.15","513.09","1.62","31.58","4.33",,"31.75","62.78","50.78",,
"2021-03-02T00:40:03.000+08:00","9320.74","2771","577.63","2.93","54.42","8.72","63","34.82","71.23","58.77","1009.46","88"
"2021-03-02T00:40:03.561+08:00","8288.55","2534.38","574.74","3.64","50.21","7.49",,"33.02","68.32","55.42",,
"2021-03-02T00:50:03.000+08:00","8766.21","2596.95","544.79","4.25","50.95","7.43","63","33.8","68.61","55.36","1009.31","88"
"2021-03-02T00:50:03.435+08:00","7938.22","2442.49","549.98","1.87","37.84","3.82",,"32.24","65.04","52.53",,
"2021-03-02T01:00:04.000+08:00","8325","2466.49","505.98","3.09","46.16","8.53","63","32.42","66.29","51.93","1009.05","88"
"2021-03-02T01:00:04.778+08:00","7491.67","2297.04","513.76","1.61","33.61","4.43",,"31.3","62.74","50.7",,
"2021-03-02T01:10:02.000+08:00","7575.29","2257.06","451.48","2.15","40.81","7.6","63","31.15","62.42","49.63","1008.94","88"
"2021-03-02T01:10:02.447+08:00","6676.83","2051.52","442.15","2.11","31.2","4.65",,"29.5","58.61","47.67",,
"2021-03-02T01:20:02.000+08:00","6678.16","1994.86","418.57","2.77","34.71","7.89","64","29","58.7","46.61","1008.77","88"
"2021-03-02T01:20:02.572+08:00","5958.28","1826.09","390.2","2.17","25.8","4.15",,"27.67","54.37","44.52",,
"2021-03-02T01:30:03.000+08:00","6494.29","1924.05","401.15","1.51","31.4","4.73","64","28.18","56.15","45.47","1008.77","88"
"2021-03-02T01:30:03.175+08:00","5730.96","1755.94","389.55","1.55","24.38","2.6",,"26.66","52.32","43.36",,
"2021-03-02T01:40:02.000+08:00","6407.94","1890.45","394.43","1.42","33.72","4.28","65","28.06","56.11","45.3","1008.75","87"
"2021-03-02T01:40:02.779+08:00","5632.53","1723.3","394.72","1.98","24.68","3.63",,"26.56","52.86","43.75",,
"2021-03-02T01:50:02.000+08:00","6015.88","1784.16","370.12","0.76","25.63","2.53","65","27.37","53","43.9","1008.73","87"
"2021-03-02T01:50:02.982+08:00","5350.07","1624.84","382.71","1.98","24.45","3.14",,"25.68","51.2","42.45",,
"2021-03-02T02:00:03.000+08:00","5815.75","1726.04","356.47","2.96","28.43","6.19","65","26.55","53.26","42.72","1008.56","87"
"2021-03-02T02:00:03.470+08:00","5092.89","1547.52","338.7","1.8","22.06","3.28",,"24.61","48.59","40.43",,
"2021-03-02T02:10:02.000+08:00","5561.21","1646.17","354.4","2.83","26.06","5.91","65","25.98","51.66","42.09","1008.51","87"
"2021-03-02T02:10:02.899+08:00","4905.33","1499.06","331.93","1.43","22.7","3.7",,"24.67","48.24","39.87",,
"2021-03-02T02:20:03.000+08:00","5720.94","1681.9","348.79","1.17","21.79","3.79","65","26.27","50.69","41.98","1008.48","87"
"2021-03-02T02:20:03.173+08:00","4813","1484.11","316.63","1.2","19.67","2.96",,"24.17","46.85","39.26",,
"2021-03-02T02:30:03.000+08:00","5705.67","1689.74","348.57","1.7","24.94","3.41","65","26.7","51.52","42.44","1008.43","87"
"2021-03-02T02:30:03.597+08:00","4878.49","1507.82","344.18","1.35","19.96","2.55",,"23.91","47.8","40.18",,
"2021-03-02T02:40:02.000+08:00","5662.15","1689.94","362.12","1.65","27.69","6.27","65","26.46","52.65","42.38","1008.2","87"
"2021-03-02T02:40:03.065+08:00","5026.15","1529.11","329.56","0.71","16.38","2.33",,"24.49","47.36","39.73",,
"2021-03-02T02:50:02.000+08:00","5533.64","1630.11","338.55","1.58","24.25","4.09","66","25.98","50.98","41.96","1007.99","87"
"2021-03-02T02:50:03.069+08:00","4774.61","1470.26","338.78","0.74","21.39","1.11",,"23.74","47","39.83",,
"2021-03-02T03:00:04.000+08:00","5290.61","1570.52","334.02","2.98","23.35","6.11","66","25.11","50.15","40.63","1007.87","87"
"2021-03-02T03:00:04.212+08:00","4902.17","1510.04","336.59","1.06","17.24","2.52",,"24.15","47.24","39.56",,
"2021-03-02T03:10:03.000+08:00","5532.28","1644.17","346.77","2.04","31.74","5.51","66","25.91","51.85","42.3","1007.82","87"
"2021-03-02T03:10:03.230+08:00","4966.4","1520.53","330.98","1.38","17.55","2.32",,"24.9","47.28","39.8",,
"2021-03-02T03:20:03.000+08:00","5463.16","1620.77","338.36","2.04","29.55","4.8","66","25.64","50.91","41.57","1007.73","87"
"2021-03-02T03:20:03.400+08:00","4869.17","1490.3","327.83","1.43","21.3","2.72",,"24.11","47.54","39.7",,
"2021-03-02T03:30:03.000+08:00","5571.56","1654.35","352.28","1.33","28.33","5.59","66","26.19","51.8","42","1007.74","87"
"2021-03-02T03:30:03.764+08:00","5056.44","1555.7","357.48","1.57","20.61","3.85",,"25.17","49.24","40.83",,
"2021-03-02T03:40:03.000+08:00","5569.91","1658.53","344.18","1.13","26.31","4.29","66","26.24","51.27","42.02","1007.62","87"
"2021-03-02T03:40:03.662+08:00","4862.19","1476.56","330.27","0.88","23.21","2.88",,"24.25","47.87","40.02",,
"2021-03-02T03:50:02.000+08:00","5690.09","1691.96","348.11","1.47","30.23","5.04","66","26.51","52.38","42.68","1007.67","86"
"2021-03-02T03:50:02.650+08:00","4966.12","1528.61","338.09","1","20.96","2.27",,"24.5","47.77","40.2",,
"2021-03-02T04:00:03.000+08:00","5519.65","1635.94","339.94","1.56","25.58","4.19","66","26.15","51.02","41.94","1007.71","86"
"2021-03-02T04:00:04.059+08:00","4830.45","1482.66","327.55","1.13","20","2.09",,"23.77","46.55","39.25",,
"2021-03-02T04:10:03.000+08:00","5599.44","1666.17","359.56","1.96","25.87","4.15","66","26.35","52.1","42.69","1007.61","86"
"2021-03-02T04:10:03.234+08:00","4842.92","1485.27","337.04","2.69","20.06","5.25",,"24.17","48.25","39.69",,
"2021-03-02T04:20:02.000+08:00","5408.38","1607.28","337.96","1.21","28.85","5.45","66","25.49","50.91","41.38","1007.49","86"
"2021-03-02T04:20:02.950+08:00","4636.8","1428.15","321.71","2.33","22.18","4.87",,"23.49","47.13","38.75",,
"2021-03-02T04:30:02.000+08:00","5527.44","1628.1","327.22","1.48","25.26","4.68","66","25.88","50.52","41.42","1007.57","86"
"2021-03-02T04:30:02.634+08:00","4776.67","1467.14","340.07","1.21","21.09","3.14",,"23.5","47.33","39.57",,
"2021-03-02T04:40:02.000+08:00","5444.12","1621.12","345.41","2.55","24.53","4.65","66","25.96","50.78","41.69","1007.55","86"
"2021-03-02T04:40:03.123+08:00","4766.78","1461.24","326.04","0.87","19.3","2.26",,"23.8","46.72","39.5",,
"2021-03-02T04:50:02.000+08:00","5253.36","1552.8","314","1.39","23.88","3.46","66","25.15","48.51","40.03","1007.6","86"
"2021-03-02T04:50:02.968+08:00","4675.36","1435.68","316.3","0.19","17.15","1.57",,"23.7","45.57","38.7",,
"2021-03-02T05:00:03.000+08:00","5177.38","1540.77","316.4","1.13","21.87","3.47","66","25.04","48.43","40.04","1007.61","86"
"2021-03-02T05:00:03.530+08:00","4595.83","1417.69","313.52","1.04","19.59","2.93",,"23.31","45.85","38.44",,
"2021-03-02T05:10:02.000+08:00","5124.71","1514.43","315.02","1.53","18.75","4.31","66","24.39","47.86","39.73","1007.7","86"
"2021-03-02T05:10:03.017+08:00","4473.22","1366.62","306","1.05","17.51","2.13",,"22.58","44.15","37.45",,
"2021-03-02T05:20:02.000+08:00","5242.79","1549.25","326.5","2","24.98","3.96","66","24.79","49","40.25","1007.62","86"
"2021-03-02T05:20:03.094+08:00","4555.58","1377.88","306.81","1.05","19.56","2.26",,"22.96","44.7","37.82",,
"2021-03-02T05:30:03.000+08:00","5233.78","1549.48","311.37","1.15","22.33","3.48","66","25.09","48.44","40.15","1007.71","86"
"2021-03-02T05:30:03.288+08:00","4550.14","1402.64","306.11","1","17.61","3.32",,"23.73","45.43","38.14",,
"2021-03-02T05:40:02.000+08:00","5171.02","1530.2","317.42","2.13","26.58","5.11","66","24.53","49.6","40.35","1007.76","86"
"2021-03-02T05:40:03.082+08:00","4414.41","1350.73","296.63","1.29","14.25","2.94",,"23","43.84","37.18",,
"2021-03-02T05:50:03.000+08:00","5123.89","1528.79","325.71","0.68","20.88","3.88","67","24.73","48.36","40.11","1007.8","86"
"2021-03-02T05:50:03.440+08:00","4651.96","1421.38","302.73","1.84","19.29","4.42",,"23.24","46.31","38.45",,
"2021-03-02T06:00:04.000+08:00","5065.04","1515.75","322.75","2.1","23.13","3.6","67","24.54","48.71","40.12","1007.87","86"
"2021-03-02T06:00:04.456+08:00","4663.34","1422.18","308.84","0.88","13.64","1.18",,"23.45","44.12","37.68",,
"2021-03-02T06:10:03.000+08:00","5072.51","1498.22","301.2","1.07","21.84","3.49","67","24.33","47.44","39.31","1007.87","86"
"2021-03-02T06:10:03.708+08:00","4640.62","1421.91","294.54","1.07","14.54","1.86",,"23.66","44.46","37.95",,
"2021-03-02T06:20:03.000+08:00","5166.16","1526.47","311.13","1.84","18.75","2.71","66","24.75","47.47","39.56","1007.88","86"
"2021-03-02T06:20:03.570+08:00","4468.93","1353.32","287.89","1.3","18.66","3.75",,"22.7","43.96","36.89",,
"2021-03-02T06:30:02.000+08:00","5019.17","1487.09","321.63","1.98","25.28","5.06","66","23.91","48.57","39.63","1007.95","86"
"2021-03-02T06:30:02.539+08:00","4397.03","1354","309.25","0.88","21.46","2.73",,"22.76","45.1","37.88",,
"2021-03-02T06:40:02.000+08:00","5024.4","1497.34","302.86","1.38","18.12","4.56","66","24.74","47.1","38.68","1008.01","86"
"2021-03-02T06:40:02.696+08:00","4570.96","1396.35","308.33","2.29","22.45","4.6",,"22.95","46.13","37.93",,
"2021-03-02T06:50:02.000+08:00","5046.71","1491.44","302.95","1.15","21.05","2.49","66","24.11","46.98","39.13","1008.07","86"
"2021-03-02T06:50:02.596+08:00","4390.09","1350.49","308.98","1.07","19.27","2.2",,"22.6","44.78","37.84",,
"2021-03-02T07:00:03.000+08:00","5042.32","1485.61","307.88","0.95","23.25","3.51","66","24.02","47.14","39.25","1008.12","86"
"2021-03-02T07:00:03.553+08:00","4507.5","1381.04","309.52","1.3","18.19","2.17",,"22.65","44.74","37.81",,
"2021-03-02T07:10:02.000+08:00","5266.87","1568.89","321.62","2.21","22.28","4.94","66","25.21","49.32","40.32","1008.18","86"
"2021-03-02T07:10:03.036+08:00","4488.93","1371.16","288.87","0.64","15.25","1.05",,"23","43.44","37.44",,
"2021-03-02T07:20:02.000+08:00","5369.25","1592.69","307.94","1.48","22.06","4.85","66","25.54","49.04","40.08","1008.24","86"
"2021-03-02T07:20:02.839+08:00","4727.14","1439.05","311.25","1.71","20.27","2.61",,"23.54","45.95","38.71",,
"2021-03-02T07:30:02.000+08:00","5288.79","1565.61","324.42","1.18","26.16","3.63","66","25.28","49.26","40.79","1008.5","86"
"2021-03-02T07:30:03.156+08:00","4609.68","1419.28","302.7","0.75","17.02","1.63",,"23.35","44.86","38.07",,
"2021-03-02T07:40:03.000+08:00","5313.87","1565.82","315.82","1.38","22.76","3.27","66","25.11","49.13","40.71","1008.48","86"
"2021-03-02T07:40:03.391+08:00","4651.81","1410.55","304.57","0.79","15.47","2.38",,"23.43","44.91","37.96",,
"2021-03-02T07:50:02.000+08:00","5067.33","1501.78","298.98","0.96","15.46","2.69","66","24.2","46.31","38.59","1008.68","86"
"2021-03-02T07:50:02.946+08:00","4363.42","1332.17","290.57","1.15","13.96","1.81",,"22.17","42.06","35.89",,
"2021-03-02T08:00:04.000+08:00","4950.23","1458.87","305.53","1.23","19.91","4.28","66","24.06","46.58","38.45","1008.71","86"
"2021-03-02T08:00:04.779+08:00","4390.44","1339.04","289.3","1.2","17.5","2.31",,"22.24","42.81","36.11",,
"2021-03-02T08:10:03.000+08:00","4701.17","1391.17","273.69","0.93","13.83","3.41","65","23.22","43.5","36.61","1008.88","86"
"2021-03-02T08:10:03.188+08:00","4242.52","1303.56","275.12","1.98","16.87","3.06",,"21.75","41.56","35.35",,
"2021-03-02T08:20:03.000+08:00","4440.65","1310.05","252.6","0.95","15.44","2.15","64","22.27","40.67","35.16","1009.04","86"
"2021-03-02T08:20:03.949+08:00","4025.17","1232.59","252.52","1.17","15.48","2.44",,"21.41","39.5","34.22",,
"2021-03-02T08:30:03.000+08:00","3940.47","1155.11","218.2","0.85","14.65","3.16","61","20.62","36.78","32.15","1009.25","87"
"2021-03-02T08:30:03.493+08:00","3578.07","1090.87","225.53","0.8","11.51","2.35",,"20.09","34.58","31.4",,
"2021-03-02T08:40:03.000+08:00","4091.89","1197","221.35","0.76","13.26","2.35","62","21.09","37.07","32.94","1009.37","87"
"2021-03-02T08:40:03.558+08:00","3595.81","1109.22","215.83","0.43","9.1","1.12",,"19.88","33.79","31.38",,
"2021-03-02T08:50:03.000+08:00","3711.87","1097.38","220.81","0.75","10.31","2.58","61","19.69","35.04","31.42","1009.48","87"
"2021-03-02T08:50:03.786+08:00","3241.47","992.4","208.07","0.3","8.6","1.12",,"18.16","29.89","28.79",,
"2021-03-02T09:00:03.000+08:00","3830.89","1115.85","198.57","0.39","14.43","2.09","62","20.26","34.63","31.35","1009.58","87"
"2021-03-02T09:00:03.496+08:00","3328.12","1015.3","205.71","1.2","14.43","3.05",,"18.88","32.68","29.38",,
"2021-03-02T09:10:02.000+08:00","3370.64","998.16","173.93","0.62","10.98","1.96","59","18.6","30.85","28.64","1009.65","87"
"2021-03-02T09:10:02.843+08:00","3083.14","942.47","175.39","1.03","6.15","1.61",,"17.59","27.54","26.31",,
"2021-03-02T09:20:02.000+08:00","3545.24","1029.56","187.67","0.78","9.82","1.87","60","18.95","31.38","29.6","1009.76","88"
"2021-03-02T09:20:02.639+08:00","3155.16","959","166.91","0.6","7.23","0.6",,"17.63","27.42","26.77",,
"2021-03-02T09:30:02.000+08:00","3531.54","1034.3","198.2","1.18","12.36","2.41","59","19.09","32.39","29.93","1009.76","89"
"2021-03-02T09:30:02.838+08:00","3100.5","953.17","170.07","0.43","9.36","0.6",,"18","27.55","27.16",,
"2021-03-02T09:40:02.000+08:00","3291.96","969.86","174.46","0.77","10.12","1.48","56","18.07","29.05","27.8","1009.73","89"
"2021-03-02T09:40:02.453+08:00","2982.54","908","167.79","0.39","8.7","1.04",,"16.79","27.32","26.45",,
"2021-03-02T09:50:02.000+08:00","3482.69","1020.67","195.12","0.83","10.24","2.24","57","18.98","31.84","29.41","1009.75","89"
"2021-03-02T09:50:02.597+08:00","3136.39","952.13","185.48","0.59","10.37","1.94",,"17.59","29.11","27.81",,
"2021-03-02T10:00:03.000+08:00","3363.54","978.45","166.12","0.41","8.05","1.38","56","18.48","28.86","27.39","1009.74","89"
"2021-03-02T10:00:03.404+08:00","3122.56","946.38","182.58","1.24","8.91","1.55",,"17.51","28.49","27.51",,
