Creating Time,Temperature(℃),Humidity(%),Light(lux),Voltage(V),WIFI RSSI(dBm),GSM RSSI(dBm),EXT1 Temperature(℃),EXT2 Temperature(℃),RS485 Temperature(℃),RS485 Humidity(%)
07/04/2021 13:50:39,,,,5,,,,,,
07/04/2021 13:50:39,,53,,,,,,,,
07/04/2021 13:50:39,23.776993,,,,,,,,,
07/04/2021 13:50:39,,,226.23999,,,,,,,
07/04/2021 13:45:39,,,95.559998,,,,,,,
07/04/2021 13:45:39,23.280312,,,,,,,,,
07/04/2021 13:45:39,,52,,,,,,,,
07/04/2021 13:40:39,23.352409,,,,,,,,,
07/04/2021 13:40:39,,,95.400002,,,,,,,
07/04/2021 13:40:39,,52,,,,,,,,
07/04/2021 13:35:39,,52,,,,,,,,
07/04/2021 13:35:39,23.365761,,,,,,,,,
07/04/2021 13:35:39,,,93.360001,,,,,,,
07/04/2021 13:30:39,23.44854,,,,,,,,,
07/04/2021 13:30:39,,,96.559998,,,,,,,
07/04/2021 13:30:39,,53,,,,,,,,
07/04/2021 13:25:39,,53,,,,,,,,
07/04/2021 13:25:39,,,95.959999,,,,,,,
07/04/2021 13:25:39,23.533989,,,,,,,,,
07/04/2021 13:20:39,23.477913,,,,,,,,,
07/04/2021 13:20:39,,,109.68,,,,,,,
07/04/2021 13:20:39,,53,,,,,,,,
07/04/2021 13:15:39,,,94.720001,,,,,,,
07/04/2021 13:15:39,23.44854,,,,,,,,,
07/04/2021 13:15:39,,53,,,,,,,,
07/04/2021 13:10:39,23.464561,,,,,,,,,
07/04/2021 13:10:39,,,97.32,,,,,,,
07/04/2021 13:10:39,,53,,,,,,,,
07/04/2021 13:05:39,23.421837,,,,,,,,,
07/04/2021 13:05:39,,53,,,,,,,,
07/04/2021 13:05:39,,,96.799995,,,,,,,
07/04/2021 13:00:40,,53,,,,,,,,
07/04/2021 13:00:39,23.408485,,,,,,,,,
07/04/2021 13:00:39,,,105.399994,,,,,,,
07/04/2021 12:55:39,23.379112,,,,,,,,,
07/04/2021 12:55:39,,,105.68,,,,,,,
07/04/2021 12:55:39,,53,,,,,,,,
07/04/2021 12:50:39,,,105.32,,,,,,,
07/04/2021 12:50:39,,53,,,,,,,,
07/04/2021 12:50:39,23.293663,,,,,,,,,
07/04/2021 12:45:39,23.253609,,,,,,,,,
07/04/2021 12:45:39,,,106.439995,,,,,,,
07/04/2021 12:45:39,,54,,,,,,,,
07/04/2021 12:40:39,23.1548,,,,,,,,,
07/04/2021 12:40:39,,,108.439995,,,,,,,
07/04/2021 12:40:39,,53,,,,,,,,
07/04/2021 12:35:39,,,104.720001,,,,,,,
07/04/2021 12:35:39,23.053329,,,,,,,,,
07/04/2021 12:35:39,,54,,,,,,,,
07/04/2021 12:30:39,23.023956,,,,,,,,,
07/04/2021 12:30:39,,,105.919998,,,,,,,
07/04/2021 12:30:39,,54,,,,,,,,
07/04/2021 12:25:39,22.981232,,,,,,,,,
07/04/2021 12:25:39,,,109.199997,,,,,,,
07/04/2021 12:25:39,,54,,,,,,,,
07/04/2021 12:20:39,22.954529,,,,,,,,,
07/04/2021 12:20:39,,,108.759995,,,,,,,
07/04/2021 12:20:39,,54,,,,,,,,
07/04/2021 12:15:39,,,112.759995,,,,,,,
07/04/2021 12:15:39,,54,,,,,,,,
07/04/2021 12:15:39,22.86908,,,,,,,,,
07/04/2021 12:10:39,22.839706,,,,,,,,,
07/04/2021 12:10:39,,,111.439995,,,,,,,
07/04/2021 12:10:39,,54,,,,,,,,
07/04/2021 12:05:40,,54,,,,,,,,
07/04/2021 12:05:39,22.799652,,,,,,,,,
07/04/2021 12:05:39,,,111.360001,,,,,,,
07/04/2021 12:00:39,,54,,,,,,,,
07/04/2021 12:00:39,22.770279,,,,,,,,,
07/04/2021 12:00:39,,,98.32,,,,,,,
07/04/2021 11:55:39,22.714195,,,,,,,,,
07/04/2021 11:55:39,,54,,,,,,,,
07/04/2021 11:55:39,,,94.479996,,,,,,,
07/04/2021 11:50:39,,55,,,,,,,,
07/04/2021 11:50:39,,,85.559998,,,,,,,
07/04/2021 11:50:39,22.658119,,,,,,,,,
07/04/2021 11:45:39,,,92.279999,,,,,,,
07/04/2021 11:45:39,,54,,,,,,,,
07/04/2021 11:45:39,22.516594,,,,,,,,,
07/04/2021 11:40:39,22.545967,,,,,,,,,
07/04/2021 11:40:39,,54,,,,,,,,
07/04/2021 11:40:39,,,81.959999,,,,,,,
07/04/2021 11:37:00,,,,3.835773,,,,,,
07/04/2021 11:35:39,22.545967,,,,,,,,,
07/04/2021 11:35:39,,,1.51,,,,,,,
07/04/2021 11:35:39,,54,,,,,,,,
07/04/2021 11:30:39,22.586021,,,,,,,,,
07/04/2021 11:30:39,,,1.85,,,,,,,
07/04/2021 11:30:39,,54,,,,,,,,
07/04/2021 11:25:39,,,1.64,,,,,,,
07/04/2021 11:25:39,22.644768,,,,,,,,,
07/04/2021 11:25:39,,54,,,,,,,,
07/04/2021 11:20:39,22.671471,,,,,,,,,
07/04/2021 11:20:39,,54,,,,,,,,
07/04/2021 11:20:39,,,1.53,,,,,,,
07/04/2021 11:15:39,,54,,,,,,,,
07/04/2021 11:15:39,,,1.53,,,,,,,
07/04/2021 11:15:39,22.714195,,,,,,,,,
07/04/2021 11:10:40,,,1.51,,,,,,,
07/04/2021 11:10:40,,55,,,,,,,,
07/04/2021 11:10:39,22.743568,,,,,,,,,
07/04/2021 11:05:39,22.78363,,,,,,,,,
07/04/2021 11:05:39,,,1.46,,,,,,,
07/04/2021 11:05:39,,55,,,,,,,,
07/04/2021 11:00:39,22.855728,,,,,,,,,
07/04/2021 11:00:39,,,1.4,,,,,,,
07/04/2021 11:00:39,,55,,,,,,,,
07/04/2021 10:55:39,,,1.38,,,,,,,
07/04/2021 10:55:39,,55,,,,,,,,
07/04/2021 10:55:39,22.86908,,,,,,,,,
07/04/2021 10:50:39,22.938507,,,,,,,,,
07/04/2021 10:50:39,,,1.33,,,,,,,
07/04/2021 10:50:39,,55,,,,,,,,
07/04/2021 10:45:39,22.981232,,,,,,,,,
07/04/2021 10:45:39,,,1.28,,,,,,,
07/04/2021 10:45:39,,55,,,,,,,,
07/04/2021 10:40:39,22.981232,,,,,,,,,
07/04/2021 10:40:39,,56,,,,,,,,
07/04/2021 10:40:39,,,92.799995,,,,,,,
07/04/2021 10:35:39,,,92.839996,,,,,,,
07/04/2021 10:35:39,22.981232,,,,,,,,,
07/04/2021 10:35:39,,56,,,,,,,,
07/04/2021 10:30:39,22.997253,,,,,,,,,
07/04/2021 10:30:39,,56,,,,,,,,
07/04/2021 10:30:39,,,92.919998,,,,,,,
07/04/2021 10:25:39,22.997253,,,,,,,,,
07/04/2021 10:25:39,,56,,,,,,,,
07/04/2021 10:25:39,,,92.279999,,,,,,,
07/04/2021 10:20:39,22.997253,,,,,,,,,
07/04/2021 10:20:39,,56,,,,,,,,
07/04/2021 10:20:39,,,72.099998,,,,,,,
07/04/2021 10:15:39,23.023956,,,,,,,,,
