Creating Time,Temperature(℃),Humidity(%),Light(lux),Voltage(V),WIFI RSSI(dBm),GSM RSSI(dBm),EXT1 Temperature(℃),EXT2 Temperature(℃),RS485 Temperature(℃),RS485 Humidity(%)
2021-03-08 15:57:53,,66,,,,,,,,
2021-03-08 15:57:53,24.057373,,,,,,,,,
2021-03-08 15:57:53,,,111.639999,,,,,,,
2021-03-08 15:57:43,,,,5,,,,,,
2021-03-08 15:52:53,,66,,,,,,,,
2021-03-08 15:52:53,24.028,,,,,,,,,
2021-03-08 15:52:53,,,115.799995,,,,,,,
2021-03-08 15:47:53,,,115.759995,,,,,,,
2021-03-08 15:47:53,,66,,,,,,,,
2021-03-08 15:47:53,24.028,,,,,,,,,
2021-03-08 15:42:53,,,114.279999,,,,,,,
2021-03-08 15:42:53,,66,,,,,,,,
2021-03-08 15:42:53,24.014648,,,,,,,,,
2021-03-08 15:37:53,,66,,,,,,,,
2021-03-08 15:37:53,24.014648,,,,,,,,,
2021-03-08 15:37:53,,,114.519997,,,,,,,
2021-03-08 15:32:53,,,115.040001,,,,,,,
2021-03-08 15:32:53,24.014648,,,,,,,,,
2021-03-08 15:32:53,,66,,,,,,,,
2021-03-08 15:27:53,,,114.399994,,,,,,,
2021-03-08 15:27:53,23.971924,,,,,,,,,
2021-03-08 15:27:53,,66,,,,,,,,
2021-03-08 15:22:53,,,114.360001,,,,,,,
2021-03-08 15:22:53,23.958572,,,,,,,,,
2021-03-08 15:22:53,,67,,,,,,,,
2021-03-08 15:17:53,,,114.439995,,,,,,,
2021-03-08 15:17:53,,67,,,,,,,,
2021-03-08 15:17:53,23.945221,,,,,,,,,
2021-03-08 15:12:53,23.915848,,,,,,,,,
2021-03-08 15:12:53,,,115.239998,,,,,,,
2021-03-08 15:12:53,,67,,,,,,,,
2021-03-08 15:07:53,,66,,,,,,,,
2021-03-08 15:07:53,,,114,,,,,,,
2021-03-08 15:07:53,23.915848,,,,,,,,,
2021-03-08 15:02:53,,67,,,,,,,,
2021-03-08 15:02:53,,,116.079994,,,,,,,
2021-03-08 15:02:53,23.915848,,,,,,,,,
2021-03-08 14:57:53,,67,,,,,,,,
2021-03-08 14:57:53,23.915848,,,,,,,,,
2021-03-08 14:57:53,,,116.079994,,,,,,,
2021-03-08 14:52:53,,,116.119995,,,,,,,
2021-03-08 14:52:53,,67,,,,,,,,
2021-03-08 14:52:53,23.902496,,,,,,,,,
2021-03-08 14:47:53,,,116.079994,,,,,,,
2021-03-08 14:47:53,,67,,,,,,,,
2021-03-08 14:47:53,23.93187,,,,,,,,,
2021-03-08 14:42:53,,67,,,,,,,,
2021-03-08 14:42:53,23.875793,,,,,,,,,
2021-03-08 14:42:53,,,115.759995,,,,,,,
2021-03-08 14:37:53,,,116.159996,,,,,,,
2021-03-08 14:37:53,,67,,,,,,,,
2021-03-08 14:37:53,23.902496,,,,,,,,,
2021-03-08 14:32:53,,67,,,,,,,,
2021-03-08 14:32:53,,,116.079994,,,,,,,
2021-03-08 14:32:53,23.902496,,,,,,,,,
2021-03-08 14:27:53,,,116.239998,,,,,,,
2021-03-08 14:27:53,23.84642,,,,,,,,,
2021-03-08 14:27:53,,67,,,,,,,,
2021-03-08 14:22:53,23.833069,,,,,,,,,
2021-03-08 14:22:53,,,116.199997,,,,,,,
2021-03-08 14:22:53,,67,,,,,,,,
2021-03-08 14:17:53,23.84642,,,,,,,,,
2021-03-08 14:17:53,,,116.119995,,,,,,,
2021-03-08 14:17:53,,67,,,,,,,,
2021-03-08 14:12:53,23.833069,,,,,,,,,
2021-03-08 14:12:53,,67,,,,,,,,
2021-03-08 14:12:53,,,116.159996,,,,,,,
2021-03-08 14:07:53,23.819717,,,,,,,,,
2021-03-08 14:07:53,,67,,,,,,,,
2021-03-08 14:07:53,,,116.279999,,,,,,,
2021-03-08 14:02:53,,,116.32,,,,,,,
2021-03-08 14:02:53,23.819717,,,,,,,,,
2021-03-08 14:02:53,,67,,,,,,,,
2021-03-08 13:57:53,,,116.360001,,,,,,,
2021-03-08 13:57:53,23.803696,,,,,,,,,
2021-03-08 13:57:53,,67,,,,,,,,
2021-03-08 13:52:53,,67,,,,,,,,
2021-03-08 13:52:53,23.819717,,,,,,,,,
2021-03-08 13:52:53,,,116.119995,,,,,,,
2021-03-08 13:47:53,,,116.079994,,,,,,,
2021-03-08 13:47:53,23.776993,,,,,,,,,
2021-03-08 13:47:53,,67,,,,,,,,
2021-03-08 13:42:53,,67,,,,,,,,
2021-03-08 13:42:53,23.790344,,,,,,,,,
2021-03-08 13:42:53,,,116.239998,,,,,,,
2021-03-08 13:37:53,23.776993,,,,,,,,,
2021-03-08 13:37:53,,67,,,,,,,,
2021-03-08 13:37:53,,,116.079994,,,,,,,
2021-03-08 13:32:53,23.747612,,,,,,,,,
2021-03-08 13:32:53,,,116.159996,,,,,,,
2021-03-08 13:32:53,,67,,,,,,,,
2021-03-08 13:27:53,23.688866,,,,,,,,,
2021-03-08 13:27:53,,67,,,,,,,,
2021-03-08 13:27:53,,,114.720001,,,,,,,
2021-03-08 13:22:53,23.662163,,,,,,,,,
2021-03-08 13:22:53,,67,,,,,,,,
2021-03-08 13:22:53,,,115.399994,,,,,,,
2021-03-08 13:17:53,,,115.399994,,,,,,,
2021-03-08 13:17:53,23.675514,,,,,,,,,
2021-03-08 13:17:53,,67,,,,,,,,
2021-03-08 13:12:53,23.675514,,,,,,,,,
2021-03-08 13:12:53,,,115.559998,,,,,,,
2021-03-08 13:12:53,,67,,,,,,,,
2021-03-08 13:12:52,,,,5.975202,,,,,,
2021-03-08 13:07:53,,67,,,,,,,,
2021-03-08 13:07:53,23.734261,,,,,,,,,
2021-03-08 13:07:53,,,115.759995,,,,,,,
2021-03-08 13:05:48,23.720909,,,,,,,,,
2021-03-08 13:05:48,,,,5.840351,,,,,,
2021-03-08 13:05:48,,67,,,,,,,,
