"time","Steerpath.Accuracy","Steerpath.Floor","Steerpath.Latitude","Steerpath.Longitude","Steerpath.Space","Steerpath.Space_id"
"2021-03-19T17:12:03.661+08:00","4.25","3","1.2968151355313393","103.77042534989947",,"1"
"2021-03-19T17:12:12.383+08:00","4.25","3","1.2968151355313393","103.77042534989947",,"1"
"2021-03-19T17:12:13.366+08:00","4.75","3","1.2968151355313393","103.77042534989947",,"1"
"2021-03-19T17:12:22.380+08:00","4.25","3","1.2968151355313393","103.77042534989947",,"1"
"2021-03-19T17:12:23.421+08:00","2.25","3","1.2968151355313393","103.77042534989947",,"1"
"2021-03-19T17:12:32.424+08:00","4.75","3","1.296821532914128","103.77041551645632",,"1"
"2021-03-19T17:12:33.459+08:00","5.5","3","1.296821532914128","103.77041551645632",,"1"
"2021-03-19T17:12:42.501+08:00","2.25","3","1.2968033662944947","103.7704616447225",,"2"
"2021-03-19T17:12:43.519+08:00","1","3","1.2968033662944947","103.7704616447225",,"2"
"2021-03-19T17:12:52.623+08:00","3.75","3","1.2968033662944947","103.7704616447225",,"2"
"2021-03-19T17:12:53.580+08:00","1.75","3","1.2968033662944947","103.7704616447225",,"2"
"2021-03-19T17:13:02.484+08:00","0.5","3","1.2968033662944947","103.7704616447225",,"2"
"2021-03-19T17:13:03.521+08:00","0","3","1.2968033662944947","103.7704616447225",,"2"
"2021-03-19T17:13:12.661+08:00","3.25","3","1.2968333145889832","103.77041247335458",,"1"
"2021-03-19T17:13:13.601+08:00","2","3","1.2968333145889832","103.77041247335458",,"1"
"2021-03-19T17:13:22.742+08:00","4.25","3","1.2968333145889832","103.77041247335458",,"1"
"2021-03-19T17:13:23.659+08:00","3.25","3","1.2968333145889832","103.77041247335458",,"1"
"2021-03-19T17:13:32.719+08:00","3.75","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:13:33.721+08:00","2.75","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:13:42.780+08:00","2.75","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:13:43.743+08:00","2","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:13:52.879+08:00","2","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:13:53.767+08:00","1.75","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:14:02.900+08:00","1.5","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:14:03.864+08:00","2","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:14:13.064+08:00","1","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:14:13.920+08:00","1","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:14:22.941+08:00","5.5","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:14:23.901+08:00","0.75","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:15:07.219+08:00","2.25","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:15:08.116+08:00","1","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:15:17.176+08:00","4.25","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:15:18.157+08:00","4.25","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:15:27.156+08:00","2.5","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T17:15:28.197+08:00","5","3","1.296783787758432","103.7704361139829",,"2"
"2021-03-19T20:50:54.035+08:00","2.5","2","1.2969508606088953","103.77015487373788",,"20"
"2021-03-19T20:51:02.935+08:00","2.75","2","1.296946338780901","103.77017284464297",,"20"
"2021-03-19T20:51:03.934+08:00","1.25","2","1.296946338780901","103.77017284464297",,"20"
"2021-03-19T20:51:13.094+08:00","4.25","2","1.2969372951249127","103.77017733736925",,"20"
"2021-03-19T20:51:14.055+08:00","1.5","2","1.2969372951249127","103.77017733736925",,"20"
"2021-03-19T20:51:23.155+08:00","3.25","2","1.296946338780901","103.77016610555356",,"20"
"2021-03-19T20:51:24.155+08:00","1.25","2","1.296946338780901","103.77016610555356",,"20"
"2021-03-19T20:51:33.195+08:00","2","2","1.296924577899511","103.77017284464297",,"20"
"2021-03-19T20:51:34.215+08:00","1.75","2","1.296946338780901","103.77016610555356",,"20"
"2021-03-19T20:51:43.314+08:00","3.75","2","1.296941816952907","103.77017284464297",,"20"
"2021-03-19T20:51:44.280+08:00","1.25","2","1.2969531215228924","103.7701683519167",,"20"
"2021-03-19T20:51:53.354+08:00","3.25","2","1.296946338780901","103.77017059827983",,"20"
"2021-03-19T20:51:54.395+08:00","1","2","1.296946338780901","103.77017059827983",,"20"
"2021-03-19T20:52:03.497+08:00","1","2","1.2969531215228924","103.77017733736925",,"20"
"2021-03-19T20:52:04.455+08:00","0.75","2","1.2969576433508865","103.77017958373239",,"20"
"2021-03-19T20:52:13.476+08:00","3.75","2","1.2969644260928779","103.77017733736925",,"20"
"2021-03-19T20:52:14.475+08:00","1","2","1.2969644260928779","103.77017733736925",,"20"
"2021-03-19T20:52:23.514+08:00","4","2","1.2969644260928779","103.77017509100611",,"20"
"2021-03-19T20:52:24.475+08:00","4.25","2","1.2969644260928779","103.77017509100611",,"20"
"2021-03-19T20:52:33.635+08:00","4.5","2","1.2969644260928779","103.77017509100611",,"20"
"2021-03-19T20:52:34.495+08:00","4.5","2","1.2969644260928779","103.77017509100611",,"20"
"2021-03-19T20:52:43.538+08:00","4.5","2","1.2969644260928779","103.77017509100611",,"20"
"2021-03-19T20:52:44.575+08:00","4.75","2","1.2969644260928779","103.77017509100611",,"20"
"2021-03-19T20:52:53.754+08:00","1","2","1.2969562306954705","103.77017733736925",,"20"
"2021-03-19T20:52:54.655+08:00","4","2","1.2969562306954705","103.77017733736925",,"20"
"2021-03-19T20:53:03.775+08:00","1","2","1.2969621651788807","103.77017733736925",,"20"
"2021-03-19T20:53:04.916+08:00","1.25","2","1.2969621651788807","103.77017733736925",,"20"
"2021-03-19T20:53:13.716+08:00","2.5","2","1.2969607525234645","103.77017509100611",,"20"
"2021-03-19T20:53:14.675+08:00","1.75","2","1.2969539697814734","103.77018407645866",,"20"
"2021-03-19T20:53:23.756+08:00","4.25","2","1.2969449261254848","103.77015487373788",,"20"
"2021-03-19T20:53:24.675+08:00","3.75","2","1.2969404042974908","103.7701503810116",,"20"
"2021-03-19T20:53:33.755+08:00","2.25","2","1.2969313606415023","103.7701683519167",,"20"
"2021-03-19T20:53:34.756+08:00","2.25","2","1.2969372951249127","103.77016610555356",,"20"
"2021-03-19T21:13:01.888+08:00","4.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:04.070+08:00","2.25","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:13.009+08:00","1","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:14.048+08:00","0.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:14.988+08:00","1.5","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:23.048+08:00","2","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:24.049+08:00","1.5","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:25.030+08:00","1","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:33.149+08:00","4.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:34.088+08:00","4.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:35.111+08:00","1","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:43.190+08:00","2.5","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:44.151+08:00","1.5","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:45.171+08:00","1","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:53.268+08:00","3.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:54.230+08:00","1.5","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:13:55.229+08:00","1","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:03.309+08:00","2.25","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:04.248+08:00","1.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:05.271+08:00","0.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:13.390+08:00","3.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:14.252+08:00","1.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:15.329+08:00","1","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:23.409+08:00","2.25","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:24.351+08:00","1","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:25.371+08:00","2.75","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:33.370+08:00","4.25","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:34.389+08:00","4.25","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-19T21:14:35.391+08:00","4.5","2","1.2969553824368896","103.77017958373239",,"20"
"2021-03-23T19:08:22.360+08:00","2.5","3","1.2969087515015314","103.77029864097871",,"0"
"2021-03-23T19:08:30.898+08:00","1.5","3","1.296899707845543","103.77030313370499",,"0"
"2021-03-23T19:08:31.919+08:00","4.75","3","1.296899707845543","103.77030313370499",,"0"
"2021-03-23T19:08:41.039+08:00","2.25","3","1.2969110124155285","103.77030313370499",,"0"
"2021-03-23T19:08:41.959+08:00","1.5","3","1.2969042296735374","103.77030088734185",,"0"
"2021-03-23T19:08:51.059+08:00","5.5","3","1.2969132733295257","103.77027168462105",,"0"
"2021-03-23T19:08:52.059+08:00","1.75","3","1.2969132733295257","103.77027168462105",,"0"
"2021-03-23T19:09:01.139+08:00","4.75","3","1.2969042296735374","103.77028291643674",,"0"
"2021-03-23T19:09:02.101+08:00","1.25","3","1.2969042296735374","103.77028291643674",,"0"
"2021-03-23T19:09:11.239+08:00","4.75","3","1.296897446931546","103.77026494553164",,"0"
"2021-03-23T19:09:12.139+08:00","1.5","3","1.296897446931546","103.77026494553164",,"0"
"2021-03-23T19:09:21.259+08:00","4.75","3","1.2968884032755577","103.77026943825791",,"0"
"2021-03-23T19:09:22.219+08:00","1.75","3","1.296892925103552","103.77027393098419",,"0"
"2021-03-23T19:09:31.279+08:00","1.75","3","1.296892925103552","103.77027393098419",,"0"
"2021-03-23T19:09:32.279+08:00","1","3","1.296892925103552","103.77027393098419",,"0"
"2021-03-23T19:09:41.399+08:00","0.75","3","1.2969087515015314","103.77028740916302",,"0"
"2021-03-23T19:09:42.579+08:00","0.75","3","1.2969087515015314","103.77028740916302",,"0"
"2021-03-23T19:09:51.439+08:00","1","3","1.2969064905875343","103.77029864097871",,"0"
"2021-03-23T19:09:52.939+08:00","1.25","3","1.2969042296735374","103.77029414825243",,"0"
"2021-03-23T19:10:01.880+08:00","4.75","3","1.2969064905875343","103.77030762643126",,"0"
