"time","fitbit.air-vel","fitbit.bodyPresence","fitbit.change","fitbit.clothing","fitbit.comfort","fitbit.heartRate","fitbit.indoorOutdoor","fitbit.lat","fitbit.lon","fitbit.met","fitbit.responseSpeed","fitbit.restingHR","fitbit.thermal","fitbit.voteLog"
"2021-03-15T14:15:52.165+08:00","10","true","10","10","10","71","11","1.2973166666666667","103.77109333333334","9","50.588","61","11","1314"
"2021-03-15T14:41:56.848+08:00","10","true","10","10","9","86","9","1.29654","103.770085","10","19.604","61","11","1315"
"2021-03-15T15:21:56.622+08:00","11","true","10","10",,"113","9","1.2966783333333334","103.77074","9","58.652","61","11","1316"
"2021-03-16T08:03:00.926+08:00","10","true","11","11","9","106","9","1.296555","103.770185","10","18.522","61","11","1317"
"2021-03-16T08:22:40.104+08:00","11","true","11","11","10","92","11","1.2968833333333334","103.77042","10","13.784","61","11","1318"
"2021-03-16T09:37:24.934+08:00","10","true","10","11","9","73","11","1.2970583333333332","103.77057666666667","9","18.493","61","11","1319"
"2021-03-16T10:43:24.926+08:00","11","true","10","11","10","71","11","1.2971116666666667","103.77070166666667","9","11.552","62","11","1320"
"2021-03-16T12:15:14.436+08:00","11","true","11","11","10","66","11","1.2971116666666667","103.77037166666666","9","14.248","62","11","1321"
"2021-03-16T13:35:08.625+08:00","11","true","10","11","10","70","11","1.2971133333333333","103.77042333333333","9","10.24","62","10","1322"
"2021-03-16T17:40:05.236+08:00","11","true","11","11","9","101","11","1.2969333333333333","103.77018833333334","10","8.835","62","11","1323"
"2021-03-16T18:59:49.905+08:00","11","true","10","11","9","84","11","1.2971066666666666","103.770155","9","9.336","62","11","1324"
"2021-03-17T10:21:20.036+08:00","11","true","11","10",,"111","11","1.2968633333333335","103.77017333333333","10","54732.245","62","11","1325"
"2021-03-17T10:57:26.615+08:00","11","true","10","10","10","87","11","1.2968966666666666","103.77019333333334","9","10.279","62","11","1326"
"2021-03-17T11:45:11.934+08:00","11","true","10","10","10","61","11","1.2969333333333333","103.770185","9","13.033","62","10","1327"
"2021-03-17T12:18:53.356+08:00","11","true","10","10","10","66","11","1.2969566666666665","103.77018666666666","9","9.963","62","11","1328"
"2021-03-17T13:20:56.335+08:00","11","true","10","10",,"53","11","1.29693","103.77017166666667","9","18.48","62","10","1329"
"2021-03-17T14:07:29.148+08:00","11","true","10","10","10","102","11","1.29698","103.77023666666666","10","9.635","62","10","1330"
"2021-03-17T14:43:49.604+08:00","10","true","11","10","9","92","9","1.2965133333333334","103.77009166666667","9","7.511","62","11","1331"
"2021-03-17T15:33:14.665+08:00","10","true","10","10","9","84","9","1.2965316666666666","103.77012333333333","9","7.756","62","11","1332"
"2021-03-17T15:52:14.944+08:00","11","true","10","10","9","92","11","1.2969533333333334","103.77019166666666","9","15.114","62","11","1333"
"2021-03-17T16:49:19.713+08:00","11","true","10","10","10","78","11","1.2969416666666667","103.770205","9","8.746","62","10","1334"
"2021-03-17T17:01:03.306+08:00","11","true","10","10",,"62","11","1.2969633333333332","103.770195","9","23.728","62","10","1335"
"2021-03-17T18:06:02.017+08:00","11","true","10","10","9","99","11","1.2969366666666666","103.77018666666666","9","6.711","62","11","1336"
"2021-03-18T08:11:43.436+08:00","10","true","11","10","9","105","11","1.29692","103.77052833333333","10","15.825","62","11","1337"
"2021-03-18T08:50:19.532+08:00","10","true","10","10","9","89","11","1.297045","103.77057833333333","9","9.019","62","11","1338"
"2021-03-18T09:48:37.492+08:00","10","true","10","10","10","74","11","1.2970466666666667","103.77058833333334","9","7.242","64","11","1339"
"2021-03-18T10:42:04.025+08:00","10","true","10","10","10","73","11","1.2970533333333334","103.770585","9","6.532","64","11","1340"
"2021-03-18T12:50:15.401+08:00","11","true","10","10","10","66","11","1.297035","103.77057333333333","9","10.089","63","10","1341"
"2021-03-18T13:35:14.444+08:00","11","true","10","10","10","76","11","1.2970533333333334","103.77057166666667","9","10.162","62","10","1342"
"2021-03-18T14:22:32.000+08:00","11","true","10","10","10","62","11","1.2969233333333334","103.77054166666667","9","7.644","62","10","1343"
"2021-03-18T15:23:15.891+08:00","11","true","10","10","10","60","11","1.2970516666666667","103.77056333333333","9","8.145","62","10","1344"
"2021-03-18T15:53:48.147+08:00","10","true","11","10","10","65","11","1.2970466666666667","103.77055833333333","9","7.651","62","10","1345"
"2021-03-18T17:36:45.848+08:00","10","true","10","10",,"102","11","1.2970533333333334","103.77055833333333","9","2157.745","62","11","1346"
"2021-03-18T18:22:24.404+08:00","10","true","10","10","10","81","11","1.2970433333333333","103.77058333333333","9","6.891","62","10","1347"
"2021-03-18T18:58:04.181+08:00","10","true","10","10","10","77","11","1.2970516666666667","103.77057333333333","9","7.194","62","10","1348"
"2021-03-19T08:05:15.868+08:00","10","true","11","10","9","104","11","1.29705","103.77057166666667","10","13.316","62","11","1349"
