"time","senSING.humidity","senSING.light","senSING.noise","senSING.temperature"
"2021-03-27T09:30:17.000+08:00","79.3757","53","65","28.4359"
"2021-03-27T09:31:17.000+08:00","78.7808","55","65","28.4224"
"2021-03-27T09:32:17.000+08:00","79.0457","46","63","28.364"
"2021-03-27T09:33:17.000+08:00","78.6057","46","65","28.3775"
"2021-03-27T09:34:17.000+08:00","78.638","57","62","28.4088"
"2021-03-27T09:35:17.000+08:00","80.8626","67","62","28.3942"
"2021-03-27T09:36:17.000+08:00","79.8348","46","63","28.364"
"2021-03-27T09:37:17.000+08:00","79.3509","49","64","28.3775"
"2021-03-27T09:38:17.000+08:00","78.9562","47","65","28.4088"
"2021-03-27T09:39:17.000+08:00","78.3822","46","70","28.4808"
"2021-03-27T09:40:17.000+08:00","78.9044","46","69","28.4808"
"2021-03-27T09:41:17.000+08:00","78.6181","51","65","28.4808"
"2021-03-27T09:42:17.000+08:00","78.6145","65","62","28.5392"
"2021-03-27T09:43:17.000+08:00","78.5934","67","64","28.5256"
"2021-03-27T09:44:17.000+08:00","78.4152","71","64","28.6424"
"2021-03-27T09:45:17.000+08:00","78.3899","74","63","28.6143"
"2021-03-27T09:46:17.000+08:00","79.0302","71","59","28.5392"
"2021-03-27T09:47:17.000+08:00","77.7973","74","63","28.6591"
"2021-03-27T09:48:17.000+08:00","77.2514","74","64","28.7645"
"2021-03-27T09:49:17.000+08:00","76.6582","75","62","28.8239"
"2021-03-27T09:50:17.000+08:00","76.9105","79","63","28.7645"
"2021-03-27T09:51:17.000+08:00","76.6082","70","61","28.7926"
"2021-03-27T09:52:17.000+08:00","76.7354","69","64","28.8072"
"2021-03-27T09:53:17.000+08:00","76.2936","69","64","28.8959"
"2021-03-27T09:54:17.000+08:00","76.3142","73","65","28.9261"
"2021-03-27T09:55:17.000+08:00","75.9428","68","62","28.9261"
"2021-03-27T09:56:17.000+08:00","76.1137","70","61","28.9261"
"2021-03-27T09:57:17.000+08:00","75.9647","74","64","28.9407"
"2021-03-27T09:58:17.000+08:00","75.9791","73","59","28.8959"
"2021-03-27T09:59:17.000+08:00","76.2233","75","67","28.9261"
"2021-03-27T10:00:17.000+08:00","75.6623","75","65","28.9407"
"2021-03-27T10:01:17.000+08:00","75.6469","73","63","28.9261"
"2021-03-27T10:02:17.000+08:00","77.3268","78","61","28.8823"
"2021-03-27T10:03:17.000+08:00","76.6971","77","60","28.8656"
"2021-03-27T10:04:17.000+08:00","76.9884","71","66","28.8959"
"2021-03-27T10:05:17.000+08:00","76.4962","67","60","28.9407"
"2021-03-27T10:06:17.000+08:00","75.5744","69","63","29.0711"
"2021-03-27T10:07:17.000+08:00","75.2597","70","63","29.0878"
"2021-03-27T10:08:17.000+08:00","75.4084","77","62","29.044"
"2021-03-27T10:09:17.000+08:00","75.6434","80","63","29.116"
"2021-03-27T10:10:17.000+08:00","75.1696","82","62","29.2046"
"2021-03-27T10:11:17.000+08:00","74.9989","85","63","29.2192"
"2021-03-27T10:12:17.000+08:00","74.9379","86","65","29.2328"
"2021-03-27T10:13:17.000+08:00","74.6554","89","66","29.2328"
"2021-03-27T10:14:17.000+08:00","74.7438","83","61","29.2495"
"2021-03-27T10:15:17.000+08:00","75.8487","80","62","29.2328"
"2021-03-27T10:16:17.000+08:00","76.8611","79","61","29.1608"
"2021-03-27T10:17:17.000+08:00","76.6225","73","64","29.116"
"2021-03-27T10:18:17.000+08:00","75.8268","84","62","29.263"
"2021-03-27T10:19:17.000+08:00","75.6231","70","65","29.263"
"2021-03-27T10:20:17.000+08:00","75.3276","67","64","29.3079"
"2021-03-27T10:21:17.000+08:00","76.2208","64","65","29.3225"
"2021-03-27T10:22:17.000+08:00","76.1484","66","63","29.2192"
"2021-03-27T10:23:17.000+08:00","75.9988","66","64","29.1879"
"2021-03-27T10:24:17.000+08:00","76.2334","74","63","29.1024"
"2021-03-27T10:25:17.000+08:00","74.9918","79","63","29.1462"
"2021-03-27T10:26:17.000+08:00","74.064","67","63","29.1879"
"2021-03-27T10:27:17.000+08:00","73.8822","65","62","29.2495"
"2021-03-27T10:28:17.000+08:00","74.0227","62","63","29.263"
"2021-03-27T10:29:17.000+08:00","75.4232","59","63","29.1462"
"2021-03-27T10:30:17.000+08:00","74.417","60","66","29.1608"
"2021-03-27T10:31:17.000+08:00","74.6107","59","64","29.1462"
"2021-03-27T10:32:17.000+08:00","75.8427","60","64","29.1462"
"2021-03-27T10:33:17.000+08:00","76.3171","60","64","29.0711"
"2021-03-27T10:34:17.000+08:00","75.8337","60","62","29.0576"
"2021-03-27T10:35:17.000+08:00","75.9748","60","63","28.9845"
"2021-03-27T10:36:17.000+08:00","76.4047","60","64","28.9679"
