Creating Time,Temperature(℃),Humidity(%),Light(lux),Voltage(V),WIFI RSSI(dBm),GSM RSSI(dBm),EXT1 Temperature(℃),EXT2 Temperature(℃),RS485 Temperature(℃),RS485 Humidity(%)
2021-03-25 14:13:38,,58,,,,,,,,
2021-03-25 14:13:38,,,187.119995,,,,,,,
2021-03-25 14:13:38,23.75563,,,,,,,,,
2021-03-25 14:12:08,,,,5,,,,,,
2021-03-25 14:12:08,,,,5,,,,,,
2021-03-25 14:08:38,23.555351,,,,,,,,,
2021-03-25 14:08:38,,,190.080002,,,,,,,
2021-03-25 14:08:38,,58,,,,,,,,
2021-03-25 14:03:38,,58,,,,,,,,
2021-03-25 14:03:38,23.525978,,,,,,,,,
2021-03-25 14:03:38,,,190.959991,,,,,,,
2021-03-25 13:58:38,,58,,,,,,,,
2021-03-25 13:58:38,,,190.559998,,,,,,,
2021-03-25 13:58:38,23.542,,,,,,,,,
2021-03-25 13:53:38,23.555351,,,,,,,,,
2021-03-25 13:53:38,,,190.800003,,,,,,,
2021-03-25 13:53:38,,58,,,,,,,,
2021-03-25 13:48:38,,,190.720001,,,,,,,
2021-03-25 13:48:38,23.512627,,,,,,,,,
2021-03-25 13:48:38,,58,,,,,,,,
2021-03-25 13:43:38,23.555351,,,,,,,,,
2021-03-25 13:43:38,,,190.959991,,,,,,,
2021-03-25 13:43:38,,58,,,,,,,,
2021-03-25 13:38:38,23.542,,,,,,,,,
2021-03-25 13:38:38,,59,,,,,,,,
2021-03-25 13:38:38,,,190.959991,,,,,,,
2021-03-25 13:33:38,,59,,,,,,,,
2021-03-25 13:33:38,23.525978,,,,,,,,,
2021-03-25 13:33:38,,,191.039993,,,,,,,
2021-03-25 13:28:38,23.568703,,,,,,,,,
2021-03-25 13:28:38,,,190.800003,,,,,,,
2021-03-25 13:28:38,,59,,,,,,,,
2021-03-25 13:23:38,,,191.199997,,,,,,,
2021-03-25 13:23:38,,59,,,,,,,,
2021-03-25 13:23:38,23.555351,,,,,,,,,
2021-03-25 13:18:38,23.582054,,,,,,,,,
2021-03-25 13:18:38,,,191.279999,,,,,,,
2021-03-25 13:18:38,,60,,,,,,,,
2021-03-25 13:13:38,23.568703,,,,,,,,,
2021-03-25 13:13:38,,,190.959991,,,,,,,
2021-03-25 13:13:38,,60,,,,,,,,
2021-03-25 13:08:38,,,191.199997,,,,,,,
2021-03-25 13:08:38,23.582054,,,,,,,,,
2021-03-25 13:08:38,,61,,,,,,,,
2021-03-25 13:03:38,,,191.119995,,,,,,,
2021-03-25 13:03:38,23.542,,,,,,,,,
2021-03-25 13:03:38,,61,,,,,,,,
2021-03-25 12:58:38,23.525978,,,,,,,,,
2021-03-25 12:58:38,,,191.119995,,,,,,,
2021-03-25 12:58:38,,61,,,,,,,,
2021-03-25 12:53:38,23.483253,,,,,,,,,
2021-03-25 12:53:38,,,190.959991,,,,,,,
2021-03-25 12:53:38,,60,,,,,,,,
2021-03-25 12:48:38,23.456551,,,,,,,,,
2021-03-25 12:48:38,,,190.959991,,,,,,,
2021-03-25 12:48:38,,60,,,,,,,,
2021-03-25 12:43:38,,,191.119995,,,,,,,
2021-03-25 12:43:38,23.456551,,,,,,,,,
2021-03-25 12:43:38,,60,,,,,,,,
2021-03-25 12:38:38,,60,,,,,,,,
2021-03-25 12:38:38,,,191.039993,,,,,,,
2021-03-25 12:38:38,23.413826,,,,,,,,,
2021-03-25 12:33:38,,,186,,,,,,,
2021-03-25 12:33:38,,60,,,,,,,,
2021-03-25 12:33:38,23.35775,,,,,,,,,
2021-03-25 12:28:38,,,193.279999,,,,,,,
2021-03-25 12:28:38,,59,,,,,,,,
2021-03-25 12:28:38,23.301674,,,,,,,,,
2021-03-25 12:23:38,23.24559,,,,,,,,,
2021-03-25 12:23:38,,,193.360001,,,,,,,
2021-03-25 12:23:38,,59,,,,,,,,
2021-03-25 12:18:38,23.160141,,,,,,,,,
2021-03-25 12:18:38,,,193.839996,,,,,,,
2021-03-25 12:18:38,,59,,,,,,,,
2021-03-25 12:13:38,,59,,,,,,,,
2021-03-25 12:13:38,23.05867,,,,,,,,,
2021-03-25 12:13:38,,,194.399994,,,,,,,
2021-03-25 12:08:38,,58,,,,,,,,
2021-03-25 12:08:38,,,186.159988,,,,,,,
2021-03-25 12:08:38,22.973221,,,,,,,,,
2021-03-25 12:03:38,,58,,,,,,,,
2021-03-25 12:03:38,,,194.319992,,,,,,,
2021-03-25 12:03:38,22.917145,,,,,,,,,
2021-03-25 11:58:38,,58,,,,,,,,
2021-03-25 11:58:38,,,191.599991,,,,,,,
2021-03-25 11:58:38,22.847717,,,,,,,,,
2021-03-25 11:53:38,22.762268,,,,,,,,,
2021-03-25 11:53:38,,58,,,,,,,,
2021-03-25 11:53:38,,,193.919998,,,,,,,
2021-03-25 11:48:38,22.706184,,,,,,,,,
2021-03-25 11:48:38,,,194.479996,,,,,,,
2021-03-25 11:48:38,,57,,,,,,,,
2021-03-25 11:43:38,,,193.039993,,,,,,,
2021-03-25 11:43:38,,57,,,,,,,,
2021-03-25 11:43:38,22.692833,,,,,,,,,
2021-03-25 11:38:38,,,0.15,,,,,,,
2021-03-25 11:38:38,,57,,,,,,,,
2021-03-25 11:38:38,22.676811,,,,,,,,,
2021-03-25 11:33:38,22.66346,,,,,,,,,
2021-03-25 11:33:38,,,0.15,,,,,,,
2021-03-25 11:33:38,,57,,,,,,,,
2021-03-25 11:28:38,22.735558,,,,,,,,,
2021-03-25 11:28:38,,,0.15,,,,,,,
2021-03-25 11:28:38,,58,,,,,,,,
2021-03-25 11:23:38,,57,,,,,,,,
2021-03-25 11:23:38,22.719536,,,,,,,,,
2021-03-25 11:23:38,,,0.15,,,,,,,
2021-03-25 11:18:38,,58,,,,,,,,
2021-03-25 11:18:38,,,0.15,,,,,,,
2021-03-25 11:18:38,22.735558,,,,,,,,,
2021-03-25 11:13:38,22.748909,,,,,,,,,
2021-03-25 11:13:38,,57,,,,,,,,
2021-03-25 11:13:38,,,0.15,,,,,,,
2021-03-25 11:12:08,,,,5.121142,,,,,,
2021-03-25 11:08:38,22.762268,,,,,,,,,
2021-03-25 11:08:38,,57,,,,,,,,
2021-03-25 11:08:38,,,0.15,,,,,,,
2021-03-25 11:03:38,,57,,,,,,,,
2021-03-25 11:03:38,22.791641,,,,,,,,,
2021-03-25 11:03:38,,,0.15,,,,,,,
2021-03-25 10:58:38,,,0.15,,,,,,,
2021-03-25 10:58:38,,57,,,,,,,,
2021-03-25 10:58:38,22.77562,,,,,,,,,
2021-03-25 10:53:38,22.818344,,,,,,,,,
2021-03-25 10:53:38,,57,,,,,,,,
2021-03-25 10:53:38,,,0.15,,,,,,,
2021-03-25 10:48:38,,57,,,,,,,,
2021-03-25 10:48:38,,,0.15,,,,,,,
2021-03-25 10:48:38,22.831696,,,,,,,,,
2021-03-25 10:43:38,22.847717,,,,,,,,,
2021-03-25 10:43:38,,57,,,,,,,,
2021-03-25 10:43:38,,,0.15,,,,,,,
2021-03-25 10:38:38,22.87442,,,,,,,,,
2021-03-25 10:38:38,,,0.15,,,,,,,
2021-03-25 10:38:38,,57,,,,,,,,
2021-03-25 10:33:38,22.87442,,,,,,,,,
2021-03-25 10:33:38,,57,,,,,,,,
2021-03-25 10:33:38,,,0.15,,,,,,,
2021-03-25 10:28:38,,57,,,,,,,,
2021-03-25 10:28:38,22.890442,,,,,,,,,
2021-03-25 10:28:38,,,0.15,,,,,,,
2021-03-25 10:23:38,22.917145,,,,,,,,,
2021-03-25 10:23:38,,,0.15,,,,,,,
2021-03-25 10:23:38,,57,,,,,,,,
2021-03-25 10:18:38,,58,,,,,,,,
2021-03-25 10:18:38,,,0.15,,,,,,,
2021-03-25 10:18:38,22.959869,,,,,,,,,
2021-03-25 10:13:38,,58,,,,,,,,
2021-03-25 10:13:38,,,0.15,,,,,,,
2021-03-25 10:13:38,23.002594,,,,,,,,,
2021-03-25 10:08:38,,58,,,,,,,,
2021-03-25 10:08:37,,,0.15,,,,,,,
2021-03-25 10:08:37,23.002594,,,,,,,,,
2021-03-25 10:03:37,,58,,,,,,,,
2021-03-25 10:03:37,,,0.15,,,,,,,
2021-03-25 10:03:37,23.015945,,,,,,,,,
2021-03-25 09:58:37,23.045319,,,,,,,,,
2021-03-25 09:58:37,,,0.15,,,,,,,
2021-03-25 09:58:37,,58,,,,,,,,
2021-03-25 09:53:37,,58,,,,,,,,
2021-03-25 09:53:37,,,0.15,,,,,,,
2021-03-25 09:53:37,23.090714,,,,,,,,,
2021-03-25 09:48:37,,,0.15,,,,,,,
2021-03-25 09:48:37,,58,,,,,,,,
