"time","fitbit.air-vel","fitbit.bodyPresence","fitbit.change","fitbit.clothing","fitbit.comfort","fitbit.heartRate","fitbit.indoorOutdoor","fitbit.lat","fitbit.lon","fitbit.met","fitbit.responseSpeed","fitbit.restingHR","fitbit.thermal","fitbit.voteLog"
"2021-03-15T12:12:16.027+08:00","10","true","10","10","10","101","11","1.2972733333333333","103.771015","9","18.841","66","11","255"
"2021-03-18T10:14:20.190+08:00","11","true","10","10","10","75","11",,,"9","9.612","66","11","257"
"2021-03-18T10:31:33.744+08:00","10","true","10","10","10","78","11",,,"9","7.646","66","11","258"
"2021-03-18T10:46:12.388+08:00","10","true","10","10","10","75","11",,,"9","7.784","66","11","259"
"2021-03-18T11:01:30.395+08:00","10","true","10","10","10","76","11",,,"9","7.798","66","11","260"
"2021-03-18T11:16:48.488+08:00","10","true","10","10","10","81","11",,,"9","6.277","66","11","261"
"2021-03-18T11:32:06.138+08:00","10","true","10","10","10","79","11",,,"9","9.365","66","10","262"
"2021-03-18T11:47:23.918+08:00","10","true","10","10","10","88","11",,,"9","7.088","67","11","263"
"2021-03-18T12:12:57.881+08:00","10","true","10","10","10","88","11",,,"9","7.914","67","11","264"
"2021-03-18T12:28:18.957+08:00","10","true","10","10","10","77","11",,,"9","7.479","67","11","265"
"2021-03-18T12:43:33.096+08:00","10","true","10","10","10","82","11",,,"9","6.568","67","11","266"
"2021-03-18T12:58:49.408+08:00","10","true","10","10","10","83","11",,,"9","6.066","68","10","267"
"2021-03-18T13:14:52.655+08:00","10","true","10","10","10","82","11",,,"9","6.722","68","11","268"
"2021-03-18T13:30:07.894+08:00","10","true","10","10","10","80","11",,,"9","5.744","68","10","269"
"2021-03-18T13:45:25.407+08:00","10","true","10","10","10","81","11",,,"9","6.099","68","11","270"
"2021-03-18T14:00:38.120+08:00","10","true","10","10","10","81","11",,,"9","5.364","68","11","271"
"2021-03-18T14:15:54.540+08:00","10","true","10","10","10","82","11",,,"9","4.972","68","11","272"
"2021-03-18T14:31:08.918+08:00","10","true","10","10","10","81","11",,,"9","6.28","68","10","273"
"2021-03-18T14:46:25.259+08:00","10","true","10","10","10","76","11",,,"9","6.606","68","11","274"
"2021-03-18T15:01:37.227+08:00","10","true","10","10","10","79","11",,,"9","5.549","68","11","275"
"2021-03-18T15:20:04.701+08:00","10","true","10","10","10","87","11",,,"9","6.153","68","10","276"
"2021-03-18T15:35:22.762+08:00","10","true","10","10","9","82","11",,,"9","5.861","68","11","277"
"2021-03-18T15:50:41.916+08:00","10","true","10","10","10","77","11",,,"9","8.111","68","11","278"
"2021-03-18T16:06:20.190+08:00","10","true","10","10","10","75","9",,,"9","9.441","68","11","279"
"2021-03-18T16:21:42.510+08:00","10","true","10","10","10","79","11",,,"9","6.725","68","11","280"
"2021-03-18T16:37:00.753+08:00","10","true","10","10","10","78","11",,,"9","7.045","68","11","281"
"2021-03-18T16:51:17.927+08:00","10","true","10","10","10","75","11",,,"9","7.982","68","11","282"
"2021-03-18T17:05:32.711+08:00","10","true","10","10","10","77","11",,,"9","7.488","68","11","283"
"2021-03-22T09:02:03.144+08:00","10","true","10","10","10","119","11",,,"10","10.181","68","11","284"
"2021-03-22T09:18:47.223+08:00","10","true","10","9","10","78","11",,,"9","11.981","68","11","285"
