"time","fitbit.air-vel","fitbit.bodyPresence","fitbit.change","fitbit.clothing","fitbit.comfort","fitbit.heartRate","fitbit.indoorOutdoor","fitbit.lat","fitbit.lon","fitbit.met","fitbit.responseSpeed","fitbit.restingHR","fitbit.thermal","fitbit.voteLog"
"2021-03-18T13:49:30.496+08:00","11","true","10","9","10","102","11","1.2968216666666668","103.77052333333333","9","9.876","60","10","477"
"2021-03-22T13:56:33.108+08:00","10","true","11","9","10","91","11","1.2968216666666668","103.770515","9","16.113","60","11","478"
"2021-03-25T15:45:47.448+08:00","10","true","10","9","10","105","11",,,"9","20.67","60","10","479"
"2021-03-25T17:13:35.502+08:00","11","true","10","9","10","99","11","1.2974583333333334","103.77115166666667","9","6.721","60","9","483"
"2021-03-25T17:35:57.036+08:00","10","true","10","9","9","90","11","1.2974433333333333","103.771185","9","6.032","60","11","484"
"2021-03-31T12:55:31.516+08:00","11","true","11","8","10","92","9",,,"9","12.824","60","10","486"
"2021-03-31T13:24:38.326+08:00","11","true","10","8","10","101","9","1.2968916666666668","103.77035","9","6.473","60","10","487"
"2021-03-31T13:42:41.448+08:00","11","true","11","8","10","101","9","1.296905","103.77034333333333","9","6.116","60","10","488"
"2021-03-31T13:54:55.846+08:00","11","true","10","8","10","98","9","1.2968883333333334","103.77032333333334","9","7.089","60","10","489"
"2021-03-31T14:11:45.721+08:00","10","true","11","8","10","97","11","1.297115","103.77097333333333","9","10.077","60","11","490"
"2021-03-31T14:34:07.151+08:00","10","true","10","8","9","94","11","1.2971116666666667","103.77096833333333","9","7.151","60","11","491"
"2021-03-31T14:50:17.804+08:00","10","true","10","8","9","87","11","1.2971033333333333","103.77097","9","5.585","60","11","492"
"2021-03-31T15:25:07.178+08:00","10","true","10","8","10","89","11","1.297095","103.77096833333333","9","6.015","60","10","493"
"2021-03-31T15:44:07.407+08:00","10","true","10","8","10","93","11","1.297035","103.77094","9","5.64","60","10","494"
"2021-03-31T16:28:47.496+08:00","10","true","10","8","9","88","11","1.2973583333333334","103.77111166666667","9","7.529","60","11","495"
"2021-03-31T16:42:04.112+08:00","10","true","10","8","9","92","11","1.2973466666666666","103.77111166666667","9","4.549","60","11","496"
"2021-03-31T17:09:28.967+08:00","11","true","11","8","10","91","9",,,"9","7.439","60","10","497"
"2021-03-31T17:31:22.944+08:00","11","true","10","8","10","91","9",,,"9","9.101","60","10","498"
"2021-03-31T18:06:23.800+08:00","11","true","10","8","9","96","9","1.2968966666666666","103.77023666666666","9","5.415","82","11","499"
"2021-04-05T10:50:00.223+08:00","10","true","10","8","10","86","11",,,"9","8.304","82","10","501"
"2021-04-05T11:13:37.342+08:00","10","true","10","8","10","83","11","1.2971066666666666","103.77098166666667","9","13.969","82","11","502"
"2021-04-05T11:45:51.642+08:00","11","true","11","8","10","78","9",,,"9","20.224","82","10","503"
"2021-04-05T12:01:21.280+08:00","11","true","11","8","10","80","9",,,"9","5.823","82","10","504"
"2021-04-05T12:18:09.105+08:00","11","true","10","8","10","88","9",,,"9","8.105","82","10","505"
"2021-04-05T12:32:06.216+08:00","10","true","10","8","10","89","9",,,"9","19.107","82","11","506"
"2021-04-05T12:50:21.890+08:00","11","true","10","8","10","83","9",,,"9","13.908","82","10","507"
"2021-04-05T13:08:16.872+08:00","11","true","10","8","10","85","9",,,"9","4.775","82","10","508"
"2021-04-05T13:24:16.980+08:00","11","true","10","8","10","78","9","1.2968833333333334","103.77029666666667","9","5.044","79","10","509"
"2021-04-05T13:40:17.332+08:00","11","true","10","8","10","85","9",,,"9","7.64","79","10","510"
"2021-04-05T13:53:35.940+08:00","10","true","11","8","9","91","9",,,"9","6.213","79","11","511"
"2021-04-08T14:00:56.614+08:00","10","true","10","9","10","97","11","1.2974083333333333","103.77119","9","13.399","79","10","512"
"2021-04-08T14:17:34.888+08:00","11","true","11","9","10","102","11","1.2974166666666667","103.77119833333333","9","4.681","79","9","513"
"2021-04-08T14:33:06.867+08:00","11","true","10","9","9","88","11","1.297625","103.77139666666666","9","6.585","79","9","514"
"2021-04-08T14:48:13.253+08:00","11","true","10","9","9","89","11","1.2974066666666666","103.77118666666667","9","5.872","79","9","515"
"2021-04-08T15:04:11.101+08:00","11","true","10","9","9","82","11","1.2974116666666666","103.77119166666667","9","12.262","79","9","516"
"2021-04-08T15:16:08.605+08:00","11","true","10","9","9","88","11","1.2974083333333333","103.77119666666667","9","7.168","79","9","517"
"2021-04-08T15:33:22.207+08:00","11","true","11","9","9","84","11","1.297415","103.77118666666667","9","9.688","79","9","518"
"2021-04-08T15:50:13.424+08:00","11","true","11","9","9","90","11","1.2974083333333333","103.77118333333334","9","7.127","79","9","519"
"2021-04-08T18:03:02.840+08:00","11","true","10","9","10","104","11",,,"9","5.85","79","10","520"
"2021-04-08T18:45:39.400+08:00","11","true","11","9","10","92","9",,,"9","22.783","79","10","521"
"2021-04-14T14:13:50.620+08:00","11","true","10","8","10","96","11",,,"9","8.184","79","10","523"
"2021-04-14T14:45:00.964+08:00","11","true","11","8","10","100","11",,,"9","6.453","79","10","524"
"2021-04-14T15:08:34.184+08:00","11","true","10","8","10","102","11",,,"9","7.338","79","10","525"
"2021-04-14T15:27:55.743+08:00","11","true","10","8","10","88","11",,,"9","6.571","79","10","526"
"2021-04-24T12:25:33.128+08:00","11","true","10","8","10","108","9","1.296945","103.77030666666667","9","7.338","79","10","527"
"2021-04-24T15:29:27.345+08:00","10","true","10","8","10","83","9","1.2969366666666666","103.77034333333333","9","5.716","79","11","528"
