"time","fitbit.air-vel","fitbit.bodyPresence","fitbit.change","fitbit.clothing","fitbit.comfort","fitbit.heartRate","fitbit.indoorOutdoor","fitbit.lat","fitbit.lon","fitbit.met","fitbit.responseSpeed","fitbit.restingHR","fitbit.thermal","fitbit.voteLog"
"2021-03-18T14:22:05.964+08:00","10","true","10","11","10","77","11","1.2968266666666666","103.77052333333333","9","18.831","63","11","1229"
"2021-03-18T15:24:58.474+08:00","11","true","11","11","10","108","9","1.29738","103.77053833333333","10","13.143","63","10","1230"
"2021-03-18T15:59:18.233+08:00","11","true","10","11","10","79","9",,,"9","9.991","63","10","1231"
"2021-03-18T16:41:19.910+08:00","11","true","10","11","10","78","9",,,"9","13.206","70","10","1232"
"2021-03-18T17:06:55.516+08:00","11","true","10","11","10","83","9","1.29714","103.77033333333333","9","9.622","70","10","1233"
"2021-03-18T17:26:33.986+08:00","11","true","10","11","10","82","9","1.2971716666666666","103.77020833333333","9","10.361","69","10","1234"
"2021-03-18T17:48:50.316+08:00","11","true","10","11","10","79","9","1.297145","103.77036","9","9.422","68","10","1235"
"2021-03-18T18:03:53.701+08:00","11","true","10","11","10","66","9","1.297135","103.77036833333334","9","7.88","68","10","1236"
"2021-03-18T18:25:27.865+08:00","11","true","10","11","10","69","11","1.2971483333333333","103.77038833333333","9","11.487","68","11","1237"
"2021-03-18T18:47:43.569+08:00","11","true","11","11","10","80","9","1.2973383333333333","103.77037833333333","10","11.772","67","11","1238"
"2021-03-18T19:08:53.256+08:00","10","true","11","11","10","71","11","1.29742","103.771205","9","11.652","67","10","1239"
"2021-03-18T19:28:25.508+08:00","10","true","10","11","10","68","11","1.2974283333333334","103.77119166666667","9","11.814","67","10","1240"
"2021-03-18T19:53:21.809+08:00","10","true","10","11","10","64","11","1.2974266666666667","103.77119666666667","9","8.792","67","10","1241"
"2021-03-18T20:32:44.842+08:00","10","true","10","11","10","79","11","1.29742","103.77116","9","9.479","66","10","1242"
"2021-03-18T20:49:29.772+08:00","10","true","10","11","10","72","11","1.29743","103.77120333333333","9","9.236","66","10","1243"
"2021-03-18T21:07:16.479+08:00","11","true","11","11","10","95","9","1.2977433333333332","103.77088166666667","10","13.992","66","10","1244"
"2021-03-25T08:47:53.396+08:00","10","true","11","11","10","85","11","1.2974350000000001","103.771155","9","15.69","66","11","1245"
"2021-03-25T09:16:49.371+08:00","10","true","10","11","10","81","11","1.2974216666666667","103.77118833333333","9","10.779","69","10","1246"
"2021-03-25T09:49:35.326+08:00","11","true","11","11","10","78","9","1.29782","103.77080833333333","10","7.557","69","10","1247"
"2021-03-25T10:21:49.677+08:00","10","true","11","11","10","88","11","1.2974383333333332","103.77119166666667","9","7.694","69","10","1248"
"2021-03-25T11:38:42.144+08:00","11","true","11","11","10","80","9","1.2974649999999999","103.77095666666666","10","9.294","70","11","1249"
"2021-03-25T12:22:43.479+08:00","10","true","11","11","10","99","11","1.2974350000000001","103.77119166666667","10","6.98","70","10","1250"
"2021-03-25T12:47:47.979+08:00","10","true","10","11","10","85","11",,,"9","8.222","70","10","1251"
"2021-03-25T13:22:36.566+08:00","10","true","10","11","10","85","11","1.29743","103.77116666666667","9","9.596","70","10","1252"
"2021-03-25T13:45:02.483+08:00","10","true","10","11","10","83","11","1.2974316666666668","103.77118666666667","9","6.363","70","10","1253"
"2021-03-25T14:01:18.701+08:00","11","true","11","11","10","80","9",,,"10","6.81","70","10","1254"
"2021-04-01T12:40:16.240+08:00","10","true","11","10","10","110","11","1.29745","103.77117833333334","10","11.084","70","10","1255"
"2021-04-01T13:00:12.824+08:00","10","true","10","11","10","87","11","1.297445","103.77114333333333","9","7.325","70","10","1256"
"2021-04-01T13:21:28.223+08:00","10","true","10","11","10","86","11","1.2974516666666667","103.77115","9","8.987","70","10","1257"
"2021-04-01T13:47:25.972+08:00","10","true","11","11","10","87","11","1.297425","103.77119666666667","9","6.777","70","11","1258"
"2021-04-01T14:13:47.976+08:00","10","true","10","11","10","83","11","1.29747","103.77114333333333","9","6.333","70","10","1259"
"2021-04-01T14:30:33.510+08:00","10","true","10","11","10","76","11","1.2974583333333334","103.771175","9","6.78","70","11","1260"
"2021-04-01T14:54:05.812+08:00","10","true","10","11","10","83","11","1.297455","103.77119833333333","9","5.469","70","10","1261"
"2021-04-01T15:12:16.756+08:00","10","true","10","11","10","78","11","1.297475","103.77119","9","7.974","70","10","1262"
"2021-04-01T15:54:46.581+08:00","10","true","10","11","10","85","11","1.29746","103.77116","9","7.193","72","10","1263"
"2021-04-01T16:10:30.480+08:00","10","true","11","11","10","84","11","1.29745","103.77114833333333","9","9.018","72","10","1264"
"2021-04-01T16:59:04.948+08:00","10","true","10","11","10","85","11","1.2974683333333332","103.77116666666667","9","6.389","72","10","1265"
"2021-04-01T17:18:30.762+08:00","10","true","10","11","10","86","11","1.2974483333333333","103.771165","9","7.025","72","10","1266"
"2021-04-01T17:36:39.766+08:00","10","true","10","11","10","83","11","1.2974433333333333","103.77117333333334","9","6.208","72","10","1267"
"2021-04-01T17:57:22.239+08:00","10","true","10","11","10","80","11","1.297455","103.77118","9","5.882","72","10","1268"
"2021-04-01T19:00:54.792+08:00","10","true","10","11","10","78","11","1.2974566666666667","103.77116","9","7.001","72","10","1270"
"2021-04-01T19:17:38.111+08:00","10","true","10","11","10","82","11","1.2976916666666667","103.77112","9","6.92","72","10","1271"
"2021-04-01T19:45:27.880+08:00","10","true","10","11","10","72","11","1.29745","103.77117666666666","9","5.862","72","10","1272"
"2021-04-01T20:02:06.016+08:00","10","true","11","10","10","82","11","1.2976983333333334","103.77108166666666","10","12.844","72","10","1273"
"2021-04-01T20:27:11.520+08:00","10","true","10","11","10","82","11","1.2974466666666666","103.77118","9","8.524","72","10","1274"
"2021-04-01T20:43:10.744+08:00","10","true","10","11","10","86","11","1.29745","103.77117666666666","9","7.77","72","10","1275"
