"time","fitbit.air-vel","fitbit.bodyPresence","fitbit.change","fitbit.clothing","fitbit.comfort","fitbit.heartRate","fitbit.indoorOutdoor","fitbit.lat","fitbit.lon","fitbit.met","fitbit.responseSpeed","fitbit.restingHR","fitbit.thermal","fitbit.voteLog"
"2021-03-24T15:21:30.716+08:00","11","true","10","9","10","89","11","1.2964783333333334","103.77037166666666","9","14.43","84","11","1229"
"2021-03-24T15:51:40.287+08:00","11","true","10","9","10","92","9",,,"9","22.324","84","10","1230"
"2021-03-24T18:42:32.463+08:00","11","true","11","9","10","111","9",,,"11","15.238","84","11","1231"
"2021-03-24T18:59:30.351+08:00","11","true","10","9","10","95","9","1.2964316666666666","103.77004333333333","9","11.243","84","11","1232"
"2021-03-24T19:02:13.694+08:00","11","true","10","9","10","96","9","1.2964316666666666","103.77004333333333","9","9.15","84","11",
"2021-03-24T19:17:20.178+08:00","11","true","10","9","10","92","9",,,"9","6.312","86","10","1234"
"2021-03-24T19:34:31.552+08:00","11","true","10","9","10","88","9","1.2965883333333332","103.77007166666667","9","9.832","86","10","1235"
"2021-03-24T19:58:02.530+08:00","11","true","10","9","10","92","9",,,"9","12.522","86","10","1236"
"2021-03-24T20:21:44.684+08:00","11","true","10","9","10","89","9",,,"9","11.261","86","10","1237"
"2021-03-24T20:42:53.365+08:00","11","true","11","9","10","92","11",,,"9","9.365","86","10","1238"
"2021-03-24T21:10:46.499+08:00","11","true","10","9","10","93","11",,,"9","8.56","86","10","1239"
"2021-03-24T21:33:41.529+08:00","11","true","10","9","10","81","11",,,"9","9.543","84","10","1240"
"2021-03-24T22:00:47.615+08:00","11","true","10","9","10","99","11",,,"9","6.039","81","10","1241"
"2021-03-26T14:48:56.772+08:00","11","true","11","10","9","119","9","1.29643","103.77004666666667","10","13.712","83","11","1242"
"2021-03-26T15:32:25.760+08:00","11","true","10","10","10","113","9",,,"9","5.341","83","11","1244"
"2021-03-26T15:50:04.381+08:00","11","true","10","10","10","112","9",,,"9","8.839","83","11","1245"
"2021-03-26T16:22:19.707+08:00","11","true","10","10","10","122","9","1.2965233333333332","103.77007166666667","9","5.518","83","11","1246"
