,space_id,space_name,floor,room_name,coordinates,awair-device_uuid,BMS-endpoint,ubibot,webid,senSING_sensor_id,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,building,Unnamed: 11,Unnamed: 12,deploy_sensor?
12,113,CORRIDOR_3_1,3.0,SDE1,"[[103.77040577300511,1.2972469377482554],[103.77041105260281,1.2972620390039964],[103.77041633219386,1.2972771402611585],[103.77055105461164,1.2972297443913732],[103.7706563376749,1.2975312896079458],[103.7706508329926,1.2975335253110387],[103.7706890651562,1.2976394193353542],[103.77058128569331,1.2976771943994265],[103.77054597862826,1.2975737774191316],[103.77051067156316,1.2975874012131072],[103.7704870263147,1.2975186027553747],[103.77050498692938,1.2975122010933404],[103.77048155871836,1.2974437321098833],[103.77045713082441,1.297372874586543],[103.77043570334178,1.2973123795174502],[103.77041621861582,1.2973191340278873],[103.7704032969354,1.2972817416523412],[103.77041485409552,1.2972772282278981],[103.77035396432296,1.297113601294285],[103.77032914472761,1.2971223589067051],[103.77036710411028,1.2972216118458135],[103.77030061331715,1.2972472459624385],[103.7703132064662,1.2972801196477661],[103.77037267411822,1.2972591364443105],[103.77055164621919,1.297770703749734],[103.77060778623246,1.2977483848075195],[103.77059432576283,1.2977112959600419],[103.77072993095271,1.2976639373483891],[103.77056060475024,1.297189510091215],[103.77040507837421,1.2972469184464899]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,CORRIDOR_3_2,3.0,SDE1,"[[103.7707823527715,1.297316848608972],[103.77077320192723,1.2972925630087673],[103.77061663531373,1.2973477280112888],[103.77062535068126,1.2973729625224593],[103.7707823527715,1.297316848608972]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
14,115,CORRIDOR_3_3,3.0,SDE1,"[[103.77036284655333,1.2971348771051794],[103.77035513985886,1.297113021917408],[103.77069260569738,1.2969930916815855],[103.77090641270757,1.2976002849252524],[103.77072737630624,1.2976636967424042],[103.77071890732446,1.297639430050495],[103.77087591390779,1.2975829921407467],[103.77067817631843,1.297022940589983],[103.77067817631843,1.297022940589983],[103.77036284655333,1.2971348771051794]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
15,116,CRIT_ROOM,4.0,SDE1,"[[103.77028883813472,1.2972486975788655],[103.77029441047597,1.2972466012434012],[103.77029538786678,1.297249408659141],[103.77032742022283,1.2972380257112377],[103.770328365789,1.297240884594956],[103.77035804588672,1.297230083520347],[103.77035599777116,1.2972250380830417],[103.77036145839668,1.29722258631665],[103.77033792217094,1.2971549230485238],[103.77032718694824,1.297159346654226],[103.7703165768034,1.2971658049818586],[103.77030709054407,1.2971738500964136],[103.77030031558377,1.2971819715367872],[103.77029414910112,1.297191914409197],[103.77028920926824,1.2972034814222013],[103.77028660647738,1.2972142256540167],[103.77028566867142,1.2972201822921647],[103.77028565056406,1.297234762267422],[103.77028676304985,1.2972409695037186],[103.77028676304985,1.2972409695037186],[103.77028883813472,1.2972486975788655]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
16,117,IRC_STUDIO,4.0,SDE1,"[[103.77026120544457,1.2973731432862365],[103.77033284821874,1.2975753769037794],[103.77046650112544,1.2975290317011883],[103.77045106826233,1.297488308966905],[103.77043010202948,1.2974955014176857],[103.77042208553047,1.2974710470860913],[103.77044325731151,1.2974626216437883],[103.77040019867303,1.2973425075641813],[103.77039134393306,1.2973457690007564],[103.77038551844521,1.29732969477773],[103.77038551844521,1.29732969477773],[103.77026120544457,1.2973731432862365]]",,,,,no need to deploy until they setup the testbed,,,,,,,,,,,,,,,,,,,,,,
17,118,OFFICE_8,4.0,SDE1,"[[103.77084197057968,1.2975737515229184],[103.77085787309517,1.2976187563307775],[103.77088307246686,1.297609584155083],[103.77086727256221,1.2975646113251145],[103.77086727256221,1.2975646113251145],[103.77084197057968,1.2975737515229184]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
18,119,OFFICE_7,4.0,SDE1,"[[103.77083163279002,1.2975650500693803],[103.77086344631783,1.297553532074346],[103.77085153260924,1.2975191089772693],[103.77081985000075,1.2975310196310232],[103.77081985000075,1.2975310196310232],[103.77083163279002,1.2975650500693803]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
19,120,OFFICE_6,4.0,SDE1,"[[103.77081994189723,1.2975309888444713],[103.77085116579127,1.2975198898623006],[103.77083950887055,1.297485760491199],[103.77080759111243,1.2974968594735117],[103.77080759111243,1.2974968594735117],[103.77081994189723,1.2975309888444713]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
20,121,COMPUTER_LAB1,4.0,SDE1,"[[103.77072625269813,1.2975142759828628],[103.77067011799107,1.2973540093133096],[103.77073272977907,1.2973313453396003],[103.77078886448618,1.2974905327743471],[103.77078886448618,1.2974905327743471],[103.77072625269813,1.2975142759828628]]",,,,,TODO: DEPLOY,,,,,,,,,,,,,,,,,,,,,,
21,122,COMPUTER_LAB2,4.0,SDE1,"[[103.77066235332563,1.2973331611960646],[103.77073177293425,1.297308558435958],[103.77069871597814,1.2972174915009873],[103.77063039826697,1.2972420942619607],[103.77063039826697,1.2972420942619607],[103.77066235332563,1.2973331611960646]]",awair-omni_16572,,6.0,,N.A,,,,,,,,,,,,,,,,,,,,,,
22,123,SEMINAR_ROOM7,4.0,SDE1,"[[103.77067127605079,1.2970765079890327],[103.77071632342057,1.2970602274326666],[103.7706920572819,1.296992740632021],[103.77064702803312,1.2970089695877078],[103.77064702803312,1.2970089695877078],[103.77067127605079,1.2970765079890327]]",,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
23,124,SEMINAR_ROOM6,4.0,SDE1,"[[103.77060344296319,1.297024277321114],[103.770648169872,1.2970083733723214],[103.77067191663207,1.2970765990058197],[103.77062695917328,1.297092041968682],[103.77062695917328,1.297092041968682],[103.77060344296319,1.297024277321114]]",,,,,ASB005221418,,,,,,,,,,,,,,,,,,,,,,
24,125,SEMINAR_ROOM5,4.0,SDE1,"[[103.7705828937012,1.2971082072880762],[103.77062739005873,1.2970923033410031],[103.77060318220919,1.2970241977958636],[103.7705581388879,1.2970405293219187],[103.7705581388879,1.2970405293219187],[103.7705828937012,1.2971082072880762]]",,,3.0,,ASB005151418,,,,,,,,,,,,,,,,,,,,,,
25,126,SEMINAR_ROOM3,4.0,SDE1,"[[103.77053861311839,1.2971244600031184],[103.77058295533061,1.2971082294833565],[103.77055827883493,1.2970400473104604],[103.77051552727664,1.297056716146912],[103.77051552727664,1.297056716146912],[103.77053861311839,1.2971244600031184]]",,,2.0,,ASB102871830,,,,,,,,,,,,,,,,,,,,,,
26,127,STAFF_WORKING_AREA,4.0,SDE1,"[[103.77067096531391,1.2972030883119743],[103.77064052616993,1.2971157189863476],[103.77067566463245,1.2971040929100184],[103.77070596167249,1.2971910260817339],[103.77070596167249,1.2971910260817339],[103.77067096531391,1.2972030883119743]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
27,128,STAFF_SUITE,4.0,SDE1,"[[103.7706057617487,1.2971779059661088],[103.77065503655211,1.2971606793158799],[103.77063961928155,1.2971161015800874],[103.77059019332904,1.2971337815639146],[103.77059019332904,1.2971337815639146],[103.7706057617487,1.2971779059661088]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
28,129,SEMINAR_ROOM2,4.0,SDE1,"[[103.77056902354377,1.2972144240290646],[103.7706141181826,1.2971987538867893],[103.77059432851559,1.2971424004752663],[103.7705822950823,1.2971466693089724],[103.7705794484637,1.2971387784347286],[103.7705562873403,1.2971464105910115],[103.77055926335044,1.2971546895415855],[103.77054942957807,1.2971580528642335],[103.77056902354377,1.2972144240290646]]",,,1.0,,ASB004651418,,,,,,,,,,,,,,,,,,,,,,
29,130,SEMINAR_ROOM1,4.0,SDE1,"[[103.77038252864094,1.2971868784085814],[103.77047442752337,1.297154349574697],[103.7704485858767,1.2970799345244899],[103.77035594186708,1.2971129599819307],[103.77038252864094,1.2971868784085814]]",awair-omni_16314,,,,,,,,,,,,,,,,,,,,,,,,,,
30,131,CSAC,4.0,SDE1,"[[103.77046776362823,1.2972263718727959],[103.77054108219846,1.2972006209488285],[103.7705185161089,1.2971407307781533],[103.77041625159609,1.297176783183005],[103.77042156126203,1.2971914657271526],[103.77045285439499,1.297181075003877],[103.77046776362823,1.2972263718727959]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
31,132,MEETING_ROOM,4.0,SDE1,"[[103.77046710251346,1.2972268972828118],[103.77045177349976,1.2971824106533774],[103.77042221945578,1.2971930126223583],[103.77043750710249,1.2972376410007769],[103.77046710251346,1.2972268972828118]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
32,133,SEMINAR_ROOM9,4.0,SDE1,"[[103.77053971907338,1.2976896969801857],[103.7705819685682,1.2976753614349406],[103.77054625199696,1.297575161769302],[103.77050477067348,1.2975905212833254],[103.77053971907338,1.2976896969801857]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
33,134,CORRIDOR_4_1,4.0,SDE1,"[[103.77037888238806,1.29733154832131],[103.77037095481302,1.2973113742083626],[103.77038789099805,1.297304169167731],[103.77036987377812,1.2972562556472411],[103.77031200714788,1.2972787414867213],[103.77030163281307,1.2972470502539153],[103.7703609970655,1.2972263069012513],[103.7703483173214,1.2971830915825393],[103.7703754058648,1.297172143701772],[103.77038462749499,1.297192887054905],[103.77036791328811,1.2971986490974956],[103.77038174573511,1.297238407190136],[103.77043015930036,1.2972205448587744],[103.7704382282277,1.2972389833947489],[103.77053966617336,1.2972009539142135],[103.77051949385435,1.297138723853834],[103.77054081887798,1.2971312331988827],[103.77071697678122,1.2976389464825786],[103.77075116347737,1.2976272540344098],[103.7707448659271,1.2976101650705232],[103.77076555787494,1.2976007211688483],[103.770781301748,1.2976452424178575],[103.77063510864309,1.297697408728041],[103.77064680409063,1.2977302375262951],[103.7705517820039,1.2977641428707472],[103.77045166387393,1.297488329708301],[103.77042987849649,1.2974935869004156],[103.77042311751757,1.2974703050530394],[103.77044264923609,1.297462794779861],[103.77040004826551,1.2973420023160998],[103.77039086918796,1.2973450612234245],[103.77038584255064,1.2973293296969928],[103.77041032009032,1.2973236488668647],[103.77048630035847,1.297520767225393],[103.77051080107674,1.2975865659683308],[103.77054882898096,1.2975736948696408],[103.77058226414499,1.2976757968049242],[103.77070212723265,1.297631897826193],[103.77057383186303,1.2972655850449968],[103.77056423668279,1.2972684628611404],[103.770547285198,1.2972179411982978],[103.77041164037968,1.2972653633400597],[103.77043029716668,1.297315823650095],[103.77041102795414,1.297323042207438],[103.77039683253031,1.2973252497928485],[103.77038666611463,1.2973281320669372],[103.7703790792367,1.2973316211360242]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
34,135,CORRIDOR_4_2,4.0,SDE1,"[[103.77074998493845,1.2976283201927146],[103.77077027381972,1.2976225731509174],[103.77076317271076,1.2976012752896366],[103.77086867488993,1.2975647646691897],[103.77086461711428,1.2975525944630135],[103.77083080231307,1.2975640885469346],[103.7707485245208,1.2973268555703896],[103.77078018774154,1.2973148266311227],[103.77077322183402,1.2972933011582626],[103.77064720221017,1.2973376183060452],[103.77074998493845,1.2976283201927146]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
35,136,CORRIDOR_4_3,4.0,SDE1,"[[103.77058461859957,1.297256916778764],[103.77074687742186,1.2971988657940727],[103.77073819467483,1.2971787920883031],[103.77057647852462,1.2972368430734917],[103.77058461859957,1.297256916778764]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
36,137,CORRIDOR_4_4,4.0,SDE1,"[[103.77054097824691,1.2972022061262294],[103.77056108429974,1.2971955846531102],[103.77054875738975,1.297156587867235],[103.77055727289383,1.2971544595367845],[103.77055514401678,1.2971461826958262],[103.77058210978367,1.2971360140040815],[103.77058423865861,1.297143581402679],[103.77059299070623,1.2971412165903473],[103.7705906252877,1.2971343586362707],[103.77071155334914,1.2970912240446495],[103.7707025647602,1.2970649746318088],[103.770538076033,1.2971243866947617],[103.77052435762522,1.2970858494561668],[103.77049053214643,1.2970990924029024],[103.77050259577817,1.2971326727321326],[103.77051536903627,1.2971291255136066],[103.77054097824691,1.2972022061262294]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
37,138,CORRIDOR_4_5,4.0,SDE1,"[[103.77088287360596,1.297608293776392],[103.7709063249876,1.2976002381885507],[103.77080233051521,1.2973070037031817],[103.77082361715526,1.2972988278808089],[103.77080263172223,1.2972342646612844],[103.77077978165823,1.2972418393193124],[103.77071726876744,1.2970632786890661],[103.77071181589054,1.2970649352008223],[103.77071106781744,1.2970628785235618],[103.77070115583189,1.297066243995019],[103.77078036965912,1.2972919080405774],[103.7707735492823,1.2972942914099406],[103.77088287360596,1.297608293776392]]",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,139,DOA,3.0,SDE1,"[[103.77043141605606,1.2974998578033308],[103.77034374108598,1.2975325731687803],[103.7702850852973,1.2973652927093866],[103.77033139249852,1.297348626389919],[103.77034127136892,1.2973757863178434],[103.77040424916396,1.2973535645588612],[103.77040980602794,1.2973708481488728],[103.77035300252669,1.2973912180951146],[103.77037831712954,1.2974585006418664],[103.77043265091373,1.2974375134255922],[103.77044623436069,1.2974739324186686],[103.77042524176233,1.2974813396712648],[103.77043141605606,1.2974998578033308]]",awair-omni_16379,,,,,,,,,,,,,,,,,,,,,,,,,,
39,140,DOA Open Space,3.0,SDE1,"[[103.77039375784994,1.2973265510580916],[103.7702847014009,1.2973648408271714],[103.7702619813067,1.2972973469971834],[103.77037103775587,1.2972590572271088],[103.77039375784994,1.2973265510580916]]",awair-omni_16193,,,,,,,,,,,,,,,,,,,,,,,,,,
40,141,DRE Office,3.0,SDE1,"[[103.77041010627272,1.2973710708665038],[103.77035427975733,1.2973905402396326],[103.77037829814134,1.2974573850885776],[103.77043347551091,1.2974372667365088],[103.77041010627272,1.2973710708665038]]",awair-omni_16351,,,,,,,,,,,,,,,,,,,,,,,,,,
41,142,DOB Office,3.0,SDE1,"[[103.77043189705745,1.2975005182226482],[103.77034296411875,1.2975323181980798],[103.77035464873973,1.2975667140891858],[103.77044293253249,1.2975329671775881],[103.77043189705745,1.2975005182226482]]",awair-omni_16517,,,,,,,,,,,,,,,,,,,,,,,,,,
0,200,SMART MATERIALS LAB,2.0,,"[[103.77117752213798,1.297617884555109],[103.77125105897852,1.2975914934841342],[103.77121586185842,1.2974915844274335],[103.77114043945733,1.2975173471406407],[103.77117752213798,1.297617884555109]]",,FCU2-1,,F1EmPuLYsdTuuUqI0OYHjD6iEw7UUm6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxGQ1UyLTE,,,,,,,,,,,,,,,,,,,,SDE2,,,
1,201,LIGHTING/THERMAL UNIT INDOOR ENVIRONMENT & ENERGY LAB,2.0,,"[[103.77122395108427,1.2974354466524005],[103.77134874041474,1.297390546839054],[103.77126858362385,1.2971676329650563],[103.77114523125567,1.2972122608670844],[103.77122395108427,1.2974354466524005]]",,VAV2-3,,F1EmPuLYsdTuuUqI0OYHjD6iEwgEYm6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTM,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
2,201,LIGHTING/THERMAL UNIT INDOOR ENVIRONMENT & ENERGY LAB,2.0,,"[[103.77122395108427,1.2974354466524005],[103.77134874041474,1.297390546839054],[103.77126858362385,1.2971676329650563],[103.77114523125567,1.2972122608670844],[103.77122395108427,1.2974354466524005]]",,VAV2-4,,F1EmPuLYsdTuuUqI0OYHjD6iEwg0Ym6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTQ,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
3,201,LIGHTING/THERMAL UNIT INDOOR ENVIRONMENT & ENERGY LAB,2.0,,"[[103.77122395108427,1.2974354466524005],[103.77134874041474,1.297390546839054],[103.77126858362385,1.2971676329650563],[103.77114523125567,1.2972122608670844],[103.77122395108427,1.2974354466524005]]",,VAV2-5,,F1EmPuLYsdTuuUqI0OYHjD6iEwhkYm6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTU,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
4,201,LIGHTING/THERMAL UNIT INDOOR ENVIRONMENT & ENERGY LAB,2.0,,"[[103.77122395108427,1.2974354466524005],[103.77134874041474,1.297390546839054],[103.77126858362385,1.2971676329650563],[103.77114523125567,1.2972122608670844],[103.77122395108427,1.2974354466524005]]",,VAV2-6,,,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
5,202,BUILDING STRUCTURES BUILDING MATERIALS LAB,2.0,,"[[103.77107284917429,1.2973233213766946],[103.77114749296953,1.2972957838251489],[103.77112070198444,1.297219935273361],[103.77104626845255,1.2972470524056519],[103.77107284917429,1.2973233213766946]]",,VAV2-18,8.0,F1EmPuLYsdTuuUqI0OYHjD6iEwiUYm6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTY,ASB006031418,,,,,,,,,,,,,,,,,,,SDE2,,,
6,203,THE FORGE,2.0,,"[[103.77108582000989,1.2973569862390661],[103.77112185331202,1.2973439452697875],[103.77110958390818,1.2973095997447217],[103.77107277569672,1.2973217368855359],[103.77108582000989,1.2973569862390661]]",,VAV2-20,9.0,F1EmPuLYsdTuuUqI0OYHjD6iEwYkYm6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTIw,TODO: DEPLOY,,,,,,,,,,,,,,,,,,,SDE2,,,
7,204,WINDTUNNEL UNIT/BUILDING SYSTEMS & DIAGNOSTICS LAB,2.0,,"[[103.77119379955133,1.2971933132695455],[103.77126919252402,1.2971669690810472],[103.77119101434914,1.2969465283472772],[103.7711173293086,1.2969733603939488],[103.77119379955133,1.2971933132695455]]",,VAV2-7N8,,F1EmPuLYsdTuuUqI0OYHjD6iEwjEYm6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTdOOA,ASB007881418,,,,,,,,,,,,,,,,,,,SDE2,,,
8,204,WINDTUNNEL UNIT/BUILDING SYSTEMS & DIAGNOSTICS LAB,2.0,,"[[103.77119379955133,1.2971933132695455],[103.77126919252402,1.2971669690810472],[103.77119101434914,1.2969465283472772],[103.7711173293086,1.2969733603939488],[103.77119379955133,1.2971933132695455]]",,VAV2-9N27,,F1EmPuLYsdTuuUqI0OYHjD6iEwj0Ym6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTlOMjc,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
9,205,MEETING ROOM,2.0,,"[[103.77104563270427,1.2972460597701883],[103.77111981044891,1.2972207459715293],[103.77109342028916,1.297147300301603],[103.7710213822877,1.2971740402303453],[103.77104563270427,1.2972460597701883]]",,N.A,,N.A,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
10,206,CORRIDOR2-1,2.0,,"[[103.77124410673702,1.2975714341202575],[103.77131682897908,1.297545708232775],[103.77128012228968,1.2974410643054313],[103.7711336740407,1.297492653179404],[103.77114178536823,1.2975153031454596],[103.77121702491735,1.297490136516501],[103.77124410673702,1.2975714341202575]]",,VAV2-22,10.0,F1EmPuLYsdTuuUqI0OYHjD6iEwaEYm6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTIy,ASB104571831,,,,,,,,,,,,,,,,,,,SDE2,,,
11,207,CORRIDOR2-2,2.0,,"[[103.77120713808978,1.297466345379263],[103.77123061346003,1.2974580175449262],[103.7711439991038,1.2972118461776319],[103.77112088141911,1.2972197824279021],[103.77120713808978,1.297466345379263]]",,VAV2-17,,F1EmPuLYsdTuuUqI0OYHjD6iEwVkYm6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTE3,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
12,207,CORRIDOR2-2,2.0,,"[[103.77120713808978,1.297466345379263],[103.77123061346003,1.2974580175449262],[103.7711439991038,1.2972118461776319],[103.77112088141911,1.2972197824279021],[103.77120713808978,1.297466345379263]]",,VAV2-16,,F1EmPuLYsdTuuUqI0OYHjD6iEwU0Ym6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTE2,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
13,208,CORRIDOR2-3,2.0,,"[[103.77108253080155,1.2970375178459221],[103.771118448501,1.2971396142213791],[103.77113278155656,1.297134670165761],[103.77115806849463,1.2972064250991195],[103.77112061707686,1.2972213927499894],[103.77105956463504,1.2970459335436857],[103.77108253080155,1.2970375178459221]]",,VAV2-12,,F1EmPuLYsdTuuUqI0OYHjD6iEwR0Ym6nnB6BGEThhm2vYogQV0lOLURWSExVS09UTVJWXFNERTJcQUNNVlxWQVYyLTEy,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
14,209,LOBBY AT LEVEL 2,2.0,,"[[103.7710594516247,1.2970442889356804],[103.77110426472308,1.297028421696652],[103.77108862681933,1.296983853421679],[103.77104358032028,1.2969999540029562],[103.7710594516247,1.2970442889356804]]",,N.A,,N.A,N.A,,,,,,,,,,,,,,,,,,,SDE2,,,
15,210,COMPUTER LAB ES1,3.0,,"[[103.7711782604294,1.2976179450849088],[103.77128901956479,1.2975785576432344],[103.77125333876904,1.297478231137518],[103.77114183628294,1.2975172470016076],[103.7711782604294,1.2976179450849088]]",,VAV-L3-1-13,,N.A,TODO: DEPLOY,,,,,,,,,,,,,,,,,,,SDE2,,,
