time,space_id,faculty_name,fitbit.air-vel,fitbit.bodyPresence,fitbit.change,fitbit.clothing,fitbit.comfort,fitbit.heartRate,fitbit.indoorOutdoor,fitbit.lat,fitbit.lon,fitbit.met,fitbit.responseSpeed,fitbit.restingHR,fitbit.thermal,fitbit.voteLog,Ambient Temp(℃),Skin Temp(℃),Steerpath.Accuracy,Steerpath.Floor,Steerpath.Latitude,Steerpath.Longitude,Steerpath.Space,fitbit_api.HR,fitbit_api.Steps,Temperature(℃),Humidity(%),Light(lux),Voltage(V),WIFI RSSI(dBm),GSM RSSI(dBm),EXT1 Temperature(℃),EXT2 Temperature(℃),RS485 Temperature(℃),RS485 Humidity(%),VAV2-3|Temp at space_id: 201,VAV2-4|Temp at space_id: 201,VAV2-5|Temp at space_id: 201,VAV2-6|Temp at space_id: 201,VAV2-18|Temp at space_id: 202,VAV2-20|Temp at space_id: 203,VAV2-7N8|Temp at space_id: 204,VAV2-9N27|Temp at space_id: 204,VAV2-22|Temp at space_id: 206,VAV2-17|Temp at space_id: 207,VAV2-16|Temp at space_id: 207,VAV2-12|Temp at space_id: 208,score,temp(°C),humid,co2,voc,pm25,light,noise,device_uuid,senSING.humidity,senSING.light,senSING.noise,senSING.temperature,purpleair.0.3_um_count,purpleair.0.5_um_count,purpleair.1.0_um_count,purpleair.10.0_um_count,purpleair.2.5_um_count,purpleair.5.0_um_count,purpleair.humidity,purpleair.pm1.0,purpleair.pm10.0,purpleair.pm2.5,purpleair.pressure,purpleair.temperature,user_id,Year of birth (for example 1995),Sex,Height (cm),Weight (kg),Shoulder width (cm),How long have you been in Singapore (in years)?,Can you say that you are used to the weather in Singapore?,Can you say that you are satisfied with the weather in this city (outdoor weather conditions)?,Do you suffer from sweating in Singapore?,Do you enjoy being outdoor in Singapore?,What is your estimation of your time (hours) spent outdoor (per day) during the weekdays? (for example 2 hrs),What is your estimation of your time (hours) spent outdoor (per day) during the weekend? (for example 4 hrs),Do you seem to be aware of subtleties in your environment? ,"Are you easily overwhelmed by things like bright lights, strong smells, coarse fabrics, or sirens close by?","Do you have a rich, complex inner life?",Do you get rattled when you have a lot to do in a short amount of time?,Are you deeply moved by the arts or music?,Are you annoyed when people try to get you to do too many things at once?,Do you make a point to avoid violent movies and TV shows?,Do you find it unpleasant to have a lot going on at once?,Do changes in your life shake you up?,"Do you notice and enjoy delicate or fine scents, tastes, sounds, works of art?","Are you bothered by intense stimuli, like loud noises or chaotic scenes?","When you must compete or be observed while performing a task, do you become so nervous or shaky that you do much worse than you would otherwise?",In most ways my life is close to my ideal,The conditions of my life are excellent,I am satisfied with my life,So far I have gotten the important things I want in life,"If I could live my life over, I would change almost nothing","Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experience, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, unreactive"
2021-03-16 18:59:00+08:00,20,SDE4,11,True,10,11,9.0,84,11,1.2971066666666666,103.770155,9,9.336,62,11,1324.0,29.938,32.625,1.25,2,1.2969415012214434,103.77011908219708,,83.4,0.0,,,,,,,,,,,,,,,,,,,,,,,78.2,27.8,63.0,487.2,299.6,3.4,420.3,54.5,awair-omni_2047,,,,,1406.78,422.19,70.52,0.0,6.87,2.43,,6.98,12.41,10.83,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 10:21:00+08:00,0,SDE4,11,True,11,10,,111,9,1.2968633333333337,103.77017333333332,10,54732.245,62,11,1325.0,28.375,33.125,17.75,3,1.2968793596195691,103.7701863228218,,85.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.58,552.56,89.6,0.22,5.6,1.13,56.0,9.85,15.49,14.15,1008.25,29.44,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 10:57:00+08:00,20,SDE4,11,True,10,10,10.0,87,11,1.2968966666666666,103.77019333333334,9,10.279,62,11,1326.0,28.625,32.875,63.75,2,1.2969663338430208,103.7701537505563,,82.5,0.0,,,,,,,,,,,,,,,,,,,,,,,81.4,26.9,62.3,476.9,199.3,3.4,396.0,55.2,awair-omni_2047,,,,,1884.98,571.1,94.24,0.34,5.45,1.16,,10.33,16.26,15.43,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 11:45:00+08:00,20,SDE4,11,True,10,10,10.0,61,11,1.2969333333333333,103.770185,9,13.033,62,10,1327.0,28.062,31.875,2.0,2,1.296952618428134,103.7701357006775,,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,82.0,27.1,61.5,483.9,206.5,3.7,495.8,54.7,awair-omni_2047,,,,,2109.11,635.47,108.69,0.25,7.6,1.44,,10.71,18.6,17.2,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 12:18:00+08:00,20,SDE4,11,True,10,10,10.0,66,11,1.2969566666666663,103.77018666666666,9,9.963,62,11,1328.0,31.625,34.0,3.75,2,1.2969381433834937,103.77012567101708,,64.83333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,82.0,27.1,61.4,484.3,234.3,4.0,577.3,55.5,awair-omni_2047,,,,,2223.36,651.45,118.52,0.0,6.16,0.78,49.0,11.86,19.05,18.31,1007.5,31.11,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 13:20:00+08:00,24,SDE4,11,True,10,10,,53,11,1.29693,103.77017166666668,9,18.48,62,10,1329.0,29.188,33.25,20.0,2,1.2969336215554994,103.7702919018893,,52.833333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.4,1004.15,148.77,0.0,8.94,1.9,,18.5,28.63,26.85,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 14:07:00+08:00,20,SDE4,11,True,10,10,10.0,102,11,1.29698,103.77023666666666,10,9.635,62,10,1330.0,29.75,32.438,1.75,2,1.2969350342109156,103.77017059827983,,98.0,0.0,,,,,,,,,,,,,,,,,,,,,,,82.6,27.3,60.9,481.7,206.8,4.7,845.3,55.6,awair-omni_2047,,,,,2584.6,746.67,96.9,0.26,7.02,1.24,52.0,13.66,20.21,18.91,1005.56,30.56,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 14:43:00+08:00,56,SDE4,10,True,11,10,9.0,92,9,1.2965133333333334,103.77009166666669,9,7.511,62,11,1331.0,30.812,33.812,8.25,5,1.2969244974147187,103.77050986752542,,87.85714285714286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875.11,828.37,111.51,0.0,5.79,1.25,51.0,15.42,22.49,21.3,1004.99,30.56,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 15:33:00+08:00,56,SDE4,10,True,10,10,9.0,84,9,1.2965316666666666,103.77012333333332,9,7.756,62,11,1332.0,30.875,34.438,2.0,5,1.2969225466095915,103.77049797060778,,84.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.38,507.77,61.04,0.0,3.83,0.56,,8.67,12.83,12.21,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 15:52:00+08:00,20,SDE4,11,True,10,10,9.0,92,11,1.2969533333333334,103.77019166666666,9,15.114,62,11,1333.0,30.562,34.375,1.5,2,1.296942665211488,103.77009422193316,,88.25,0.0,,,,,,,,,,,,,,,,,,,,,,,82.6,27.5,60.6,503.1,216.4,3.4,388.9,54.9,awair-omni_2047,,,,,1064.4,318.44,44.67,0.0,3.51,1.58,,5.31,9.04,7.71,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 16:49:00+08:00,20,SDE4,11,True,10,10,10.0,78,11,1.2969416666666669,103.770205,9,8.746,62,10,1334.0,30.062,33.062,8.25,2,1.296947187039482,103.77012791738022,,76.42857142857143,0.0,,,,,,,,,,,,,,,,,,,,,,,81.0,27.3,61.0,490.2,364.1,3.1,450.4,54.7,awair-omni_2047,,,,,2048.33,585.38,74.33,0.0,1.74,0.36,55.0,10.88,14.53,14.31,1003.6,30.0,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 17:01:00+08:00,20,SDE4,11,True,10,10,,62,11,1.2969633333333332,103.770195,9,23.728,62,10,1335.0,28.875,32.625,2.25,2,1.2969485996948982,103.77013465646964,,68.875,0.0,,,,,,,,,,,,,,,,,,,,,,,81.0,27.3,61.0,489.9,352.8,3.2,298.7,55.4,awair-omni_2047,,,,,1905.21,551.75,85.04,0.7,4.68,1.73,54.0,9.73,15.16,13.91,1003.75,30.0,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-17 18:06:00+08:00,20,SDE4,11,True,10,10,9.0,99,11,1.2969366666666666,103.77018666666666,9,6.711,62,11,1336.0,28.125,27.625,2.0,2,1.2969355998552468,103.77011949351844,,83.8,0.0,,,,,,,,,,,,,,,,,,,,,,,80.3,27.3,62.2,482.6,275.3,2.8,435.7,54.8,awair-omni_2047,,,,,1493.89,415.85,48.53,0.77,3.43,1.17,58.0,7.15,10.72,9.75,1004.16,27.78,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 08:11:00+08:00,125,SDE1,10,True,11,10,9.0,105,11,1.29692,103.77052833333332,10,15.825,62,11,1337.0,27.875,33.0,0.75,4,1.297066167222747,103.77058617546038,,109.88888888888889,0.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4714.66,1344.48,261.29,0.57,16.11,5.36,,6.82,12.21,11.0,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 08:50:00+08:00,137,SDE1,10,True,10,10,9.0,89,9,1.297045,103.77057833333332,9,9.019,62,11,1338.0,27.375,33.125,4.75,4,1.2971249509866714,103.77060639272862,,91.71428571428571,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.18,1281.51,246.98,0.18,25.67,2.8,71.0,22.33,43.49,37.1,1007.26,25.56,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 09:48:00+08:00,125,SDE1,10,True,10,10,10.0,74,11,1.297046666666667,103.77058833333334,9,7.242,64,11,1339.0,30.062,33.75,1.0,4,1.297070689050741,103.7705929145498,,77.42857142857143,0.0,23.63546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032.83,1147.3,208.2,0.0,16.11,4.78,,5.63,9.83,8.89,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 10:42:00+08:00,137,SDE1,10,True,10,10,10.0,73,9,1.2970533333333334,103.770585,9,6.532,64,11,1340.0,28.375,33.875,4.25,4,1.2970876459057197,103.77065693589924,,72.8,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415.23,693.13,108.98,0.45,7.47,2.45,,2.66,4.96,4.45,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 12:50:00+08:00,137,SDE1,11,True,10,10,10.0,66,9,1.297035,103.77057333333332,9,10.089,63,10,1341.0,30.312,34.062,2.75,4,1.2971068636746947,103.77062811474757,,66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524.83,759.9,115.53,0.0,5.68,0.85,56.0,14.53,21.53,20.46,1006.48,28.89,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 13:35:00+08:00,125,SDE1,11,True,10,10,10.0,76,11,1.2970533333333334,103.77057166666668,9,10.162,62,10,1342.0,28.188,33.688,2.5,4,1.2970729499647382,103.77059740727609,,71.9,0.0,,,434.880005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725.97,813.4,113.41,0.0,6.74,1.64,60.0,15.43,22.22,21.1,1006.01,28.89,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 14:22:00+08:00,137,SDE1,11,True,10,10,10.0,62,9,1.2969233333333334,103.77054166666667,9,7.644,62,10,1343.0,29.625,33.438,6.25,4,1.2971263647080065,103.77058598617128,,65.85714285714286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834.94,792.0,117.06,0.49,6.23,2.79,,3.55,5.58,5.15,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 15:23:00+08:00,125,SDE1,11,True,10,10,10.0,60,11,1.2970516666666667,103.77056333333331,9,8.145,62,10,1344.0,28.688,32.812,2.25,4,1.297070123822242,103.77059403773136,,62.375,0.0,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483.89,745.45,108.58,0.0,7.71,1.0,63.0,14.15,20.95,19.95,1004.83,28.33,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 15:53:00+08:00,125,SDE1,10,True,11,10,10.0,65,11,1.297046666666667,103.77055833333333,9,7.651,62,10,1345.0,27.938,32.375,2.0,4,1.2970790614978869,103.77060858081695,,61.0,0.0,23.523308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.32,482.39,70.32,0.0,6.0,0.89,66.0,8.79,13.21,12.57,1005.27,26.11,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 17:36:00+08:00,137,SDE1,10,True,10,10,,102,9,1.2970533333333334,103.77055833333333,9,2157.745,62,11,1346.0,27.562,33.75,1.75,4,1.2971242673011183,103.77059720708118,,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.98,362.0,40.96,0.22,1.87,0.67,71.0,6.4,8.82,8.4,1004.09,25.56,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 18:22:00+08:00,137,SDE1,10,True,10,10,10.0,81,9,1.297043333333333,103.77058333333332,9,6.891,62,10,1347.0,28.125,33.5,1.5,4,1.2971137960881718,103.77057878865898,,81.42857142857143,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.72,353.96,56.41,0.37,5.0,1.3,,0.94,2.24,2.0,,,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-18 18:58:00+08:00,125,SDE1,10,True,10,10,10.0,77,11,1.2970516666666667,103.77057333333332,9,7.194,62,10,1348.0,28.188,34.688,0.75,4,1.2970627758517512,103.7705962840945,,86.125,0.0,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.17,429.28,67.02,0.0,4.49,0.4,73.0,7.62,12.11,11.55,1005.19,25.56,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-19 08:05:00+08:00,125,SDE1,10,True,11,10,9.0,104,11,1.29705,103.77057166666668,10,13.316,62,11,1349.0,28.938,33.562,1.0,4,1.297070689050741,103.77058392909724,,105.22222222222223,0.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4148.95,1252.26,225.12,0.09,14.35,2.16,74.0,22.46,39.63,35.02,1007.06,25.56,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
2021-03-19 09:53:00+08:00,125,SDE1,10,True,10,10,10.0,82,11,1.2970333333333333,103.770565,9,5.999,62,11,1350.0,28.625,34.625,17.75,4,1.297066167222747,103.77058842182352,,84.57142857142857,0.0,23.723579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.72,701.43,110.48,0.17,5.89,0.7,69.0,13.3,19.57,18.89,1007.74,26.11,enth05,1999,Male,178,107.0,115,22,Yes,Extremely Dissatisfied,5,No,2,3,6,7,4,6,7,7,4,5,5,7,7,6,5,6,6,4,3,4,6,6,5,6,5,4,3,6,4
