time,space_id,faculty_name,fitbit.air-vel,fitbit.bodyPresence,fitbit.change,fitbit.clothing,fitbit.comfort,fitbit.heartRate,fitbit.indoorOutdoor,fitbit.lat,fitbit.lon,fitbit.met,fitbit.responseSpeed,fitbit.restingHR,fitbit.thermal,fitbit.voteLog,Ambient Temp(℃),Skin Temp(℃),Steerpath.Accuracy,Steerpath.Floor,Steerpath.Latitude,Steerpath.Longitude,Steerpath.Space,fitbit_api.HR,fitbit_api.Steps,Temperature(℃),Humidity(%),Light(lux),Voltage(V),WIFI RSSI(dBm),GSM RSSI(dBm),EXT1 Temperature(℃),EXT2 Temperature(℃),RS485 Temperature(℃),RS485 Humidity(%),VAV2-3|Temp at space_id: 201,VAV2-4|Temp at space_id: 201,VAV2-5|Temp at space_id: 201,VAV2-6|Temp at space_id: 201,VAV2-18|Temp at space_id: 202,VAV2-20|Temp at space_id: 203,VAV2-7N8|Temp at space_id: 204,VAV2-9N27|Temp at space_id: 204,VAV2-22|Temp at space_id: 206,VAV2-17|Temp at space_id: 207,VAV2-16|Temp at space_id: 207,VAV2-12|Temp at space_id: 208,score,temp(°C),humid,co2,voc,pm25,light,noise,device_uuid,senSING.humidity,senSING.light,senSING.noise,senSING.temperature,purpleair.0.3_um_count,purpleair.0.5_um_count,purpleair.1.0_um_count,purpleair.10.0_um_count,purpleair.2.5_um_count,purpleair.5.0_um_count,purpleair.humidity,purpleair.pm1.0,purpleair.pm10.0,purpleair.pm2.5,purpleair.pressure,purpleair.temperature,user_id,Year of birth (for example 1995),Sex,Height (cm),Weight (kg),Shoulder width (cm),How long have you been in Singapore (in years)?,Can you say that you are used to the weather in Singapore?,Can you say that you are satisfied with the weather in this city (outdoor weather conditions)?,Do you suffer from sweating in Singapore?,Do you enjoy being outdoor in Singapore?,What is your estimation of your time (hours) spent outdoor (per day) during the weekdays? (for example 2 hrs),What is your estimation of your time (hours) spent outdoor (per day) during the weekend? (for example 4 hrs),Do you seem to be aware of subtleties in your environment? ,"Are you easily overwhelmed by things like bright lights, strong smells, coarse fabrics, or sirens close by?","Do you have a rich, complex inner life?",Do you get rattled when you have a lot to do in a short amount of time?,Are you deeply moved by the arts or music?,Are you annoyed when people try to get you to do too many things at once?,Do you make a point to avoid violent movies and TV shows?,Do you find it unpleasant to have a lot going on at once?,Do changes in your life shake you up?,"Do you notice and enjoy delicate or fine scents, tastes, sounds, works of art?","Are you bothered by intense stimuli, like loud noises or chaotic scenes?","When you must compete or be observed while performing a task, do you become so nervous or shaky that you do much worse than you would otherwise?",In most ways my life is close to my ideal,The conditions of my life are excellent,I am satisfied with my life,So far I have gotten the important things I want in life,"If I could live my life over, I would change almost nothing","Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experience, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, unreactive"
2021-04-08 14:43:00+08:00,113,SDE1,11,True,11,10,10,99,9,,,10,6.34,75,10,1286,31.5,34.938,2.0,3,1.2974369571182702,103.7704513936721,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3729.58,1048.52,133.85,0.31,9.0,1.96,,4.94,7.54,6.9,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 15:17:00+08:00,115,SDE1,11,True,11,10,10,122,9,,,10,8.009,76,10,1287,31.375,33.938,3.75,3,1.2976133084100434,103.77081680925116,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840.73,787.05,105.16,0.4,7.53,1.89,,3.75,5.6,5.16,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 15:44:00+08:00,113,SDE1,11,True,11,10,10,73,9,,,10,9.669,76,11,1288,33.375,34.938,0.5,3,1.2971973002345785,103.77036603187284,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2716.73,807.44,98.98,0.0,7.2,0.51,57.0,15.03,21.31,20.69,1004.05,28.33,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 16:00:00+08:00,109,SDE1,11,True,10,10,10,100,9,,,9,8.982,76,11,1289,32.875,35.5,4.75,3,1.297213126632558,103.77035255369402,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768.73,816.71,102.21,0.0,4.39,0.34,58.0,15.38,21.16,20.89,1004.07,28.33,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 16:27:00+08:00,113,SDE1,11,True,10,10,10,91,9,,,8,8.385,76,11,1290,34.0,35.438,3.25,3,1.2972425185145202,103.7703750173254,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2758.79,760.0,108.62,0.35,10.88,1.58,,3.42,5.56,5.12,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 16:45:00+08:00,109,SDE1,11,True,10,10,9,91,9,,,9,8.603,76,11,1291,33.438,35.625,3.25,3,1.297208604804564,103.77035255369402,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704.85,809.78,136.04,0.2,8.93,1.38,61.0,14.65,23.18,21.82,1003.29,28.33,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 17:04:00+08:00,113,SDE1,11,True,10,10,10,95,9,,,9,8.506,76,11,1292,33.125,35.625,3.25,3,1.2972040829765696,103.770368278236,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674.67,748.06,119.15,0.77,9.04,1.58,,3.21,5.69,5.0,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 17:28:00+08:00,113,SDE1,11,True,10,10,10,88,9,,,9,8.26,76,11,1293,32.75,35.188,2.25,3,1.2972040829765696,103.77037052459912,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2184.98,655.75,104.47,0.0,5.24,0.58,57.0,12.16,18.2,17.6,1003.78,28.33,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 17:44:00+08:00,113,SDE1,11,True,10,10,10,91,9,,,9,7.563,76,11,1294,32.5,34.75,1.5,3,1.2972050721264434,103.77036996300836,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315.83,633.56,96.58,0.23,6.62,0.42,,2.42,4.06,3.94,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 18:05:00+08:00,109,SDE1,11,True,11,10,10,87,9,,,10,9.407,76,11,1295,30.875,34.25,5.5,3,1.297213126632558,103.77035255369402,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.72,431.3,72.74,0.0,7.07,0.63,,1.28,2.76,2.72,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 18:58:00+08:00,113,SDE1,11,True,10,10,10,87,9,,,9,8.916,75,10,1296,31.438,34.25,1.75,3,1.2972016585684174,103.77036652327712,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.37,248.49,33.68,0.26,2.72,0.4,66.0,3.96,6.33,5.81,1004.96,27.22,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 19:24:00+08:00,113,SDE1,11,True,10,10,10,92,9,,,9,7.912,75,10,1297,30.812,34.562,2.0,3,1.2972039681709897,103.77036687426116,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.67,145.04,35.26,0.48,3.7,1.37,,0.0,0.52,0.13,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 19:40:00+08:00,113,SDE1,11,True,11,11,10,84,9,,,9,9.579,75,11,1298,31.812,34.938,0.75,3,1.297204224139736,103.77036806956484,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.85,190.02,38.27,0.0,2.08,0.5,,0.0,0.71,0.58,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-08 19:56:00+08:00,206,SDE2,10,True,11,11,10,85,11,,,10,9.944,75,10,1299,29.75,34.375,2.0,2,1.29754223092626,103.7712757693198,,89.57142857142857,0.0,,,78.599998,,,,,,,,,,,,,,,,24.11000061,,,,,,,,,,,,,58.1545,125.0,44.0,22.6462,541.16,157.02,15.98,0.09,2.09,0.54,,1.58,3.18,2.7,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 08:39:00+08:00,206,SDE2,10,True,11,10,10,80,11,,,10,9.331,75,10,1300,27.25,28.25,17.75,2,1.2975199869216911,103.77126451426446,,89.57142857142857,0.0,24.148163,,,,,,,,,,,,,,,,,,24.78789139,,,,,,,,,,,,,65.7413,264.0,44.0,23.5015,2690.17,791.59,90.81,0.26,3.81,0.52,,14.5,19.7,19.5,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 09:13:00+08:00,206,SDE2,10,True,10,11,10,85,11,,,9,7.375,75,10,1301,30.25,34.062,2.75,2,1.2974732572586984,103.77124109260708,,89.57142857142857,0.0,,,467.839996,,,,,,,,,,,,,,,,24.62000084,,,,,,,,,,,,,59.9116,476.0,44.0,23.2501,2189.05,659.82,95.16,0.0,4.54,0.02,,11.74,16.72,16.63,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 09:35:00+08:00,206,SDE2,10,True,10,11,10,82,11,,,9,7.068,75,10,1302,32.0,34.562,4.75,2,1.297517648705976,103.77125944693438,,89.57142857142857,0.0,,62.0,,,,,,,,,,,,,,,,,24.62000084,,,,,,,,,,,,,62.0594,324.0,44.0,23.5317,2570.61,750.06,129.59,1.07,10.94,3.04,62.0,13.78,23.15,20.63,1007.86,27.78,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 09:52:00+08:00,206,SDE2,10,True,10,11,10,83,11,,,9,8.449,75,10,1303,30.875,34.0,3.25,2,1.297495165656803,103.77125028338556,,89.57142857142857,0.0,,62.0,,,,,,,,,,,,,,,,,24.62000084,,,,,,,,,,,,,61.3552,270.0,44.0,23.4118,2425.5,737.91,121.48,0.13,5.57,0.46,,13.61,20.89,20.56,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 10:08:00+08:00,206,SDE2,10,True,10,11,10,80,11,,,9,10.258,75,10,1304,31.062,34.188,3.25,2,1.297476894053588,103.77124467888864,,89.57142857142857,0.0,,66.0,,,,,,,,,,,,,,,,,24.67710686,,,,,,,,,,,,,65.0502,353.0,44.0,23.6183,3029.83,880.13,152.08,1.04,8.54,2.77,62.0,16.38,26.69,24.67,1008.04,28.33,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 10:22:00+08:00,206,SDE2,10,True,10,11,10,78,11,,,9,6.479,75,10,1305,30.312,33.938,1.75,2,1.2974914254712986,103.77124500643274,,89.57142857142857,0.0,,,326.160004,,,,,,,,,,,,,,,,24.62000084,,,,,,,,,,,,,61.2126,326.0,47.0,23.4869,3308.32,967.91,177.7,1.56,14.84,2.61,60.0,17.54,30.84,28.16,1008.14,28.89,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 10:39:00+08:00,206,SDE2,10,True,10,11,10,85,11,,,9,7.021,75,10,1306,29.25,33.5,1.75,2,1.2974760381241406,103.7712445998806,,89.57142857142857,0.0,,,407.359985,,,,,,,,,,,,,,,,24.58616638,,,,,,,,,,,,,68.3809,350.0,44.0,23.1781,3532.2,1015.64,169.11,0.4,12.64,1.69,60.0,18.6,29.85,28.22,1008.2,28.89,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 10:57:00+08:00,-1,,11,True,11,10,10,103,9,,,10,11.202,75,10,1307,31.562,33.562,13.75,4,1.2975929601840694,103.77082130197743,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 11:19:00+08:00,206,SDE2,10,True,10,10,10,94,11,,,9,11.419,75,10,1308,28.5,32.875,4.75,2,1.2974873822455435,103.77125537257686,,89.57142857142857,0.0,,,216.959991,,,,,,,,,,,,,,,,24.54000092,,,,,,,,,,,,,59.7035,268.0,45.0,23.2365,2478.89,749.52,138.93,0.56,6.09,0.67,,13.89,21.56,21.0,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 11:48:00+08:00,206,SDE2,10,True,10,11,10,97,11,,,9,6.538,75,10,1309,28.438,32.375,2.25,2,1.2974765479629289,103.7712399141967,,89.57142857142857,0.0,,,388.0,,,,,,,,,,,,,,,,24.45000076,,,,,,,,,,,,,59.5673,362.0,44.0,23.1781,2620.97,797.38,160.0,0.17,9.34,1.28,,14.41,24.1,23.12,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 12:09:00+08:00,206,SDE2,10,True,10,11,10,91,11,,,9,6.415,75,10,1310,30.0,33.75,1.5,2,1.2974825946281436,103.7712551929316,,89.57142857142857,0.0,,,316.880005,,,,,,,,,,,,,,,,24.46955109,,,,,,,,,,,,,58.8001,414.0,44.0,23.2084,2341.28,685.09,133.35,0.13,8.72,1.07,55.0,12.85,20.59,19.65,1007.65,30.56,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 12:40:00+08:00,206,SDE2,10,True,11,11,10,82,11,,,8,11.97,75,10,1311,34.125,35.0,1.5,2,1.2974825946281436,103.7712551929316,,89.57142857142857,0.0,,,179.919998,,,,,,,,,,,,,,,,24.45000076,,,,,,,,,,,,,57.9252,217.0,45.0,23.1333,3015.0,885.71,162.27,0.66,10.27,2.38,54.0,16.52,27.11,25.45,1007.21,30.56,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 13:11:00+08:00,206,SDE2,10,True,10,11,10,98,11,,,9,131.286,75,10,1312,29.938,33.812,2.25,2,1.2974753926562208,103.77123687915798,,89.57142857142857,0.0,23.894485,,,,,,,,,,,,,,,,,,24.45000076,,,,,,,,,,,,,58.3996,275.0,44.0,23.1917,2186.33,659.59,125.52,0.76,8.76,1.5,,11.52,19.96,18.83,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 13:12:00+08:00,206,SDE2,10,True,10,11,10,90,11,,,9,7.803,75,10,1313,29.938,33.812,2.0,2,1.2974866972262062,103.77125934278936,,89.57142857142857,0.0,23.894485,,,,,,,,,,,,,,,,,,24.45000076,,,,,,,,,,,,,58.2437,296.0,48.0,23.2084,2186.33,659.59,125.52,0.76,8.76,1.5,,11.52,19.96,18.83,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 13:34:00+08:00,206,SDE2,10,True,11,11,10,83,11,,,9,5.632,75,10,1314,30.375,34.188,2.0,2,1.2974836814946584,103.77125630165318,,89.57142857142857,0.0,,61.0,,,,,,,,,,,,,,,,,24.41141891,,,,,,,,,,,,,60.7322,184.0,45.0,23.442,2268.89,697.18,122.49,0.37,8.05,1.11,,12.82,20.46,19.75,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 14:18:00+08:00,206,SDE2,10,True,10,11,10,80,11,,,9,6.795,76,10,1315,30.25,33.75,0.75,2,1.2974889581402032,103.77125372688153,,89.57142857142857,0.0,,58.0,,,,,,,,,,,,,,,,,24.28000069,,,,,,,,,,,,,57.7207,205.0,44.0,23.1051,3888.74,1173.86,195.79,0.12,9.49,0.51,,20.82,33.63,31.42,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 14:57:00+08:00,206,SDE2,10,True,10,11,10,84,11,,,9,5.567,76,10,1317,29.938,33.312,2.0,2,1.2974727668736643,103.77122548111038,,89.57142857142857,0.0,,58.0,,,,,,,,,,,,,,,,,24.28000069,,,,,,,,,,,,,58.0658,365.0,44.0,23.2668,3230.78,983.65,186.33,0.42,7.22,1.05,,18.76,28.69,27.95,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-09 15:24:00+08:00,-1,,11,True,11,10,10,86,9,,,10,9.006,76,10,1318,28.375,32.875,3.0,3,1.2975251327641568,103.7710661555595,,89.57142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 15:15:00+08:00,206,SDE2,10,True,11,9,10,96,11,,,10,9.396,76,11,1319,29.938,31.875,1.25,2,1.2974889581402034,103.77125260369996,,89.57142857142857,0.0,,83.0,,,,,,,,,,,,,,,,,I/O Timeout,,,,,,,,,,,,,83.9366,386.0,44.0,25.9494,3069.53,931.14,191.61,0.39,9.4,0.61,,17.32,28.21,27.67,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 15:32:00+08:00,206,SDE2,10,True,10,9,10,104,11,,,9,6.869,76,11,1320,30.688,34.938,2.5,2,1.2974811680810918,103.77124898002226,,89.57142857142857,0.0,26.086823,,,,,,,,,,,,,,,,,,25.90990448,,,,,,,,,,,,,83.9587,226.0,44.0,25.9494,3560.62,1047.71,201.23,0.82,9.64,1.38,50.0,19.46,31.96,30.14,1006.03,32.78,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 15:53:00+08:00,206,SDE2,10,True,10,9,10,98,11,,,9,5.829,76,11,1321,31.75,35.25,1.5,2,1.2974912190542005,103.77125765801702,,89.57142857142857,0.0,,,323.359985,,,,,,,,,,,,,,,,25.82068634,,,,,,,,,,,,,84.497,325.0,43.0,25.8597,3305.19,1011.69,212.08,0.87,10.33,1.35,,18.46,31.58,29.83,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 16:14:00+08:00,206,SDE2,10,True,10,9,10,98,11,,,9,7.832,76,11,1322,31.5,35.25,2.75,2,1.2974913779841333,103.77125632638334,,89.57142857142857,0.0,26.057449,,,,,,,,,,,,,,,,,,25.90999985,,,,,,,,,,,,,84.0294,279.0,44.0,25.963,3138.28,956.15,187.48,0.37,10.89,1.17,,18.13,29.09,28.07,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 16:29:00+08:00,206,SDE2,10,True,10,9,10,94,11,,,9,10.683,76,11,1323,31.062,35.0,5.5,2,1.2974845062854183,103.77125316967864,,89.57142857142857,0.0,,83.0,,,,,,,,,,,,,,,,,25.90999985,,,,,,,,,,,,,84.4412,222.0,44.0,25.9045,3117.0,951.12,195.23,1.56,9.33,2.38,,17.85,29.88,27.67,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 16:48:00+08:00,206,SDE2,10,True,10,9,10,103,11,,,9,5.847,76,11,1324,31.938,34.938,1.5,2,1.2975093063661771,103.77125485006307,,89.57142857142857,0.0,26.086823,,,,,,,,,,,,,,,,,,25.90999985,,,,,,,,,,,,,84.2572,203.0,44.0,25.9494,3038.89,918.18,190.32,0.6,8.0,1.12,,17.14,28.25,27.09,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 17:04:00+08:00,206,SDE2,10,True,11,9,10,99,11,,,10,7.586,76,11,1325,31.562,34.812,2.25,2,1.2975290893636515,103.77127057460504,,89.57142857142857,0.0,,,,4.512171,,,,,,,,,,,,,,,25.9698143,,,,,,,,,,,,,84.3026,190.0,43.0,25.9494,3600.63,1050.02,193.04,1.39,12.72,3.7,52.0,19.58,33.39,29.89,1004.95,31.67,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 17:21:00+08:00,206,SDE2,10,True,10,9,10,94,11,,,9,5.863,76,11,1326,32.188,34.75,2.25,2,1.297491086430682,103.77126106364985,,89.57142857142857,0.0,,,148.759995,,,,,,,,,,,,,,,,25.98999977,,,,,,,,,,,,,84.3749,172.0,44.0,25.9045,3507.91,1027.72,207.47,0.3,13.53,2.79,53.0,19.11,33.25,30.32,1005.21,31.11,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 17:42:00+08:00,206,SDE2,10,True,10,9,10,89,11,,,9,6.737,76,11,1327,31.5,34.562,2.0,2,1.2974903049305002,103.77126090125876,,89.57142857142857,0.0,,84.0,,,,,,,,,,,,,,,,,25.98999977,,,,,,,,,,,,,84.7736,167.0,44.0,25.8461,3012.83,926.02,195.22,2.2,15.83,3.96,,17.19,31.2,28.3,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 18:00:00+08:00,206,SDE2,10,True,11,9,10,101,11,,,10,7.342,76,11,1328,30.25,33.938,2.5,2,1.2974810449616971,103.77125741040368,,89.57142857142857,0.0,26.001373,,,,,,,,,,,,,,,,,,25.98999977,,,,,,,,,,,,,84.8688,155.0,43.0,25.8159,3423.44,1010.18,203.89,0.75,13.6,2.64,53.0,18.82,32.58,29.82,1005.27,30.56,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
2021-04-11 18:29:00+08:00,206,SDE2,10,True,10,9,10,86,11,,,9,13.487,76,11,1329,33.125,34.0,4.25,2,1.2974810449616971,103.77125741040368,,89.57142857142857,0.0,25.97467,,,,,,,,,,,,,,,,,,25.98999977,,,,,,,,,,,,,84.8977,141.0,43.0,25.7429,3023.17,929.76,208.74,0.41,7.54,0.91,,17.48,29.22,28.5,,,enth07,1996,Male,191,95.0,118,24,Yes,Slightly Satisfied,3,Yes,2,2,5,6,4,4,6,5,2,4,4,6,7,4,3,4,4,4,4,3,2,5,4,5,5,5,5,5,4
